,T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
1217,0.0972,0.7178,-0.7483,1.6415,0.6142
1218,0.0955,0.7185,-0.7724,1.631,0.6251
1219,0.0985,0.7168,-0.725,1.6646,0.6117
1220,0.0975,0.7179,-0.7474,1.6471,0.6088
1221,0.0982,0.717,-0.7344,1.6511,0.6279
1222,0.0976,0.7172,-0.7394,1.6486,0.6085
1223,0.0974,0.7184,-0.7359,1.6562,0.6297
1224,0.0986,0.7179,-0.7261,1.6613,0.6217
1225,0.0972,0.7191,-0.7504,1.6481,0.6321
1226,0.0979,0.7193,-0.749,1.6524,0.6286
1227,0.097,0.7198,-0.7509,1.6544,0.6096
1228,0.0978,0.7184,-0.7453,1.653,0.6136
1229,0.0972,0.718,-0.732,1.6621,0.6184
1230,0.097,0.7184,-0.7447,1.6495,0.6265
1231,0.0975,0.7171,-0.7369,1.6498,0.6199
1232,0.0988,0.7158,-0.7055,1.6619,0.6207
1233,0.0978,0.718,-0.7452,1.6472,0.6208
1234,0.0986,0.7163,-0.7365,1.6472,0.6183
1235,0.0983,0.7169,-0.7402,1.6471,0.621
1236,0.098,0.7172,-0.7311,1.6594,0.608
1237,0.0982,0.7182,-0.7324,1.6551,0.6135
1238,0.0968,0.7182,-0.7498,1.6504,0.6132
1239,0.0973,0.7183,-0.7607,1.6338,0.633
1240,0.0981,0.7187,-0.7217,1.664,0.6164
1241,0.0984,0.7178,-0.7472,1.6414,0.6255
1242,0.098,0.7171,-0.7456,1.6456,0.6147
1243,0.0983,0.7182,-0.7498,1.6437,0.6316
1244,0.0989,0.7162,-0.7081,1.6632,0.6287
1245,0.0987,0.7183,-0.736,1.6504,0.6248
1246,0.0959,0.7202,-0.8332,1.5767,0.6432
1247,0.098,0.7187,-0.7315,1.6721,0.6126
1248,0.098,0.7181,-0.7486,1.6437,0.6187
1249,0.0978,0.7167,-0.733,1.6489,0.6122
1250,0.0975,0.7179,-0.7378,1.6461,0.6199
1251,0.0972,0.7161,-0.7474,1.6341,0.6198
1252,0.0976,0.7175,-0.7936,1.6039,0.6346
1253,0.0977,0.7175,-0.7828,1.613,0.6198
1254,0.0992,0.7179,-0.7334,1.6512,0.6313
1255,0.097,0.7201,-0.7798,1.6231,0.6256
1256,0.0975,0.7172,-0.7505,1.6395,0.6215
1257,0.0997,0.7187,-0.7261,1.6497,0.6219
1258,0.0987,0.7175,-0.722,1.6638,0.6151
1259,0.098,0.7175,-0.7318,1.6554,0.6225
1260,0.0977,0.7178,-0.7351,1.6559,0.6182
1261,0.0972,0.7196,-0.7329,1.6647,0.6208
1262,0.0975,0.7195,-0.7366,1.6517,0.6391
1263,0.0985,0.7168,-0.7451,1.6411,0.6264
1264,0.0979,0.7185,-0.7612,1.6447,0.624
1265,0.0988,0.7184,-0.741,1.6423,0.6475
1266,0.0983,0.7161,-0.7418,1.6429,0.628
1267,0.0983,0.7187,-0.7458,1.6404,0.63
1268,0.0993,0.7184,-0.7263,1.6509,0.6217
1269,0.098,0.7188,-0.7425,1.6563,0.6254
1270,0.0973,0.7173,-0.7722,1.6241,0.6266
1271,0.099,0.7173,-0.748,1.6424,0.613
1272,0.0956,0.7183,-0.7531,1.6538,0.6229
1273,0.0965,0.7203,-0.825,1.584,0.6392
1274,0.0982,0.7155,-0.7169,1.6589,0.6206
1275,0.0978,0.718,-0.786,1.6135,0.6179
1276,0.0969,0.7183,-0.7476,1.643,0.6278
1277,0.099,0.719,-0.719,1.6722,0.6258
1278,0.0986,0.7171,-0.7329,1.6426,0.6234
1279,0.0999,0.7179,-0.721,1.6497,0.6184
1280,0.0993,0.7173,-0.7141,1.6573,0.618
1281,0.0992,0.7168,-0.7128,1.6557,0.6187
1282,0.0984,0.7165,-0.7225,1.6505,0.6237
1283,0.0987,0.7174,-0.7498,1.6398,0.6149
1284,0.0977,0.7189,-0.7582,1.6357,0.6309
1285,0.0982,0.7148,-0.7448,1.6326,0.6153
1286,0.0984,0.7178,-0.7776,1.6158,0.6337
1287,0.0963,0.7176,-0.7667,1.6342,0.6312
1288,0.0989,0.7183,-0.7275,1.6627,0.6204
1289,0.0979,0.7184,-0.7506,1.6446,0.615
1290,0.0987,0.7163,-0.7239,1.6481,0.6165
1291,0.0974,0.7178,-0.7388,1.6598,0.6243
1292,0.0971,0.7173,-0.7447,1.6509,0.6172
1293,0.0986,0.7177,-0.7374,1.6528,0.6097
1294,0.0963,0.7171,-0.8044,1.6018,0.6231
1295,0.0982,0.7168,-0.7157,1.6634,0.6227
1296,0.0986,0.7163,-0.7462,1.6292,0.6351
1297,0.0981,0.7177,-0.7357,1.6493,0.6258
1298,0.0972,0.7184,-0.7739,1.6176,0.6052
1299,0.0968,0.7176,-0.7662,1.6343,0.621
1300,0.0983,0.7166,-0.7313,1.6555,0.6212
1301,0.0981,0.7188,-0.7216,1.6706,0.6279
1302,0.0985,0.7181,-0.7496,1.6421,0.6238
1303,0.0975,0.7185,-0.78,1.6172,0.6212
1304,0.0965,0.7183,-0.7553,1.6377,0.635
1305,0.0965,0.7174,-0.7322,1.6569,0.6328
1306,0.0996,0.7189,-0.7284,1.6544,0.6333
1307,0.0996,0.7167,-0.7107,1.6646,0.6282
1308,0.0968,0.718,-0.7706,1.6351,0.6261
1309,0.0991,0.7177,-0.7277,1.6534,0.5953
1310,0.0969,0.7186,-0.7381,1.6579,0.6173
1311,0.0977,0.7192,-0.7683,1.6318,0.6395
1312,0.0985,0.7181,-0.7255,1.6537,0.6188
1313,0.098,0.7178,-0.7433,1.6391,0.6238
1314,0.0991,0.7172,-0.7422,1.6343,0.6376
1315,0.0984,0.7173,-0.7435,1.6452,0.614
1316,0.0989,0.7173,-0.7209,1.66,0.6044
1317,0.0976,0.718,-0.7696,1.6191,0.6375
1318,0.0987,0.7176,-0.7289,1.6523,0.6046
1319,0.0987,0.7161,-0.7198,1.6498,0.6328
1320,0.0985,0.7167,-0.7155,1.6619,0.618
1321,0.0979,0.7185,-0.7515,1.6343,0.6365
1322,0.0994,0.7173,-0.7236,1.6613,0.6255
1323,0.0487,0.8214,-2.4748,1.2345,2.6461
1324,0.0983,0.7169,-0.7271,1.6503,0.6257
1325,0.0986,0.7174,-0.7232,1.6555,0.6207
1326,0.0969,0.7174,-0.7351,1.6553,0.6201
1327,0.0977,0.7157,-0.7301,1.6519,0.6114
1328,0.0978,0.718,-0.7707,1.6298,0.6228
1329,0.0973,0.7186,-0.7509,1.6466,0.6237
1330,0.0995,0.7173,-0.7113,1.6684,0.6067
1331,0.0982,0.7166,-0.7347,1.6514,0.6139
1332,0.0983,0.7171,-0.7091,1.6677,0.6148
1333,0.0975,0.7173,-0.7341,1.6438,0.6345
1334,0.0985,0.7175,-0.731,1.6566,0.6088
1335,0.0965,0.719,-0.7505,1.6493,0.623
1336,0.096,0.7187,-0.7971,1.6123,0.6285
1337,0.0977,0.7176,-0.7227,1.6566,0.6373
1338,0.0959,0.7164,-0.7566,1.6401,0.6089
1339,0.0972,0.7187,-0.7814,1.6173,0.6285
1340,0.0985,0.7179,-0.7185,1.668,0.6122
1341,0.0981,0.7186,-0.7422,1.6516,0.6261
1342,0.0977,0.7176,-0.7549,1.6386,0.6145
1343,0.0994,0.7172,-0.7375,1.6434,0.6137
1344,0.0988,0.717,-0.7635,1.6232,0.6116
1345,0.096,0.7188,-0.7962,1.6186,0.6294
1346,0.0963,0.7183,-0.7504,1.6582,0.6247
1347,0.0983,0.7199,-0.7348,1.6636,0.6319
1348,0.0977,0.719,-0.737,1.6548,0.6311
1349,0.0969,0.7179,-0.7532,1.6416,0.6172
1350,0.0966,0.718,-0.761,1.639,0.6289
1351,0.0979,0.7164,-0.7376,1.6194,0.6427
1352,0.0956,0.7166,-0.7578,1.6503,0.6066
1353,0.0971,0.7181,-0.7506,1.6431,0.6246
1354,0.0986,0.7178,-0.7306,1.6562,0.6157
1355,0.0962,0.7184,-0.7997,1.6078,0.6249
1356,0.0987,0.7172,-0.7192,1.6613,0.6189
1357,0.098,0.7201,-0.756,1.6505,0.6328
1358,0.0965,0.7181,-0.7853,1.6216,0.6204
1359,0.0993,0.7165,-0.7298,1.6471,0.6237
1360,0.0992,0.7181,-0.7222,1.6617,0.6344
1361,0.0989,0.717,-0.7176,1.6645,0.5909
1362,0.0982,0.7174,-0.738,1.6526,0.6146
1363,0.0993,0.7176,-0.7209,1.6616,0.6203
1364,0.0971,0.7176,-0.7462,1.6505,0.612
1365,0.0991,0.7169,-0.7303,1.6525,0.6114
1366,0.0974,0.7182,-0.7405,1.643,0.6127
1367,0.0988,0.7179,-0.7198,1.6591,0.6351
1368,0.0984,0.7189,-0.7258,1.6549,0.6287
1369,0.0969,0.7181,-0.7411,1.6589,0.6421
1370,0.0961,0.7183,-0.7592,1.6412,0.6262
1371,0.0989,0.718,-0.7381,1.6441,0.6328
1372,0.0985,0.7179,-0.7476,1.6395,0.6141
1373,0.0968,0.7186,-0.7496,1.638,0.6418
1374,0.0983,0.7189,-0.7401,1.6517,0.6356
1375,0.0977,0.7171,-0.7283,1.667,0.6188
1376,0.0979,0.7174,-0.7414,1.6446,0.6146
1377,0.0968,0.7182,-0.7491,1.6484,0.6152
1378,0.0973,0.7172,-0.7289,1.6528,0.612
1379,0.097,0.7188,-0.7673,1.632,0.6317
1380,0.0975,0.7162,-0.7622,1.6315,0.6283
1381,0.0991,0.7176,-0.736,1.6532,0.6297
1382,0.0987,0.7175,-0.7398,1.649,0.6146
1383,0.0961,0.7202,-0.7984,1.6266,0.6469
1384,0.0977,0.718,-0.7309,1.6555,0.6269
1385,0.0987,0.7165,-0.7228,1.6549,0.6148
1386,0.0967,0.7167,-0.7411,1.6488,0.62
1387,0.0985,0.7178,-0.7467,1.6349,0.623
1388,0.097,0.7168,-0.782,1.6231,0.6236
1389,0.0971,0.7177,-0.7452,1.644,0.637
1390,0.0982,0.7186,-0.7368,1.6512,0.6203
1391,0.0495,0.8203,-2.4296,1.1702,2.6936
1392,0.0983,0.7178,-0.7306,1.6567,0.6189
1393,0.0991,0.7175,-0.7249,1.649,0.6305
1394,0.0988,0.718,-0.7479,1.6354,0.6338
1395,0.0977,0.7164,-0.7315,1.658,0.6071
1396,0.0972,0.7164,-0.7899,1.6077,0.6257
1397,0.0973,0.7174,-0.7512,1.6523,0.612
1398,0.097,0.7187,-0.7548,1.6487,0.631
1399,0.0982,0.7189,-0.7438,1.6523,0.6188
1400,0.0982,0.7176,-0.7211,1.6672,0.6141
1401,0.0976,0.7165,-0.7516,1.6384,0.6321
1402,0.0978,0.7184,-0.7375,1.6604,0.6192
1403,0.0978,0.7191,-0.7263,1.661,0.6152
1404,0.0958,0.7185,-0.7603,1.6367,0.6268
1405,0.0984,0.7174,-0.7363,1.6476,0.6278
1406,0.0971,0.7178,-0.7692,1.6296,0.624
1407,0.0983,0.7171,-0.7318,1.646,0.6229
1408,0.0972,0.718,-0.7672,1.6255,0.6223
1409,0.0953,0.7195,-0.8349,1.5681,0.6439
1410,0.097,0.7175,-0.7421,1.65,0.6081
1411,0.098,0.719,-0.7327,1.6495,0.6305
1412,0.0975,0.7184,-0.7394,1.6569,0.6276
1413,0.0975,0.7191,-0.7509,1.6446,0.6233
1414,0.0964,0.7179,-0.7915,1.6153,0.6094
1415,0.0967,0.7186,-0.7595,1.6379,0.6259
1416,0.096,0.7195,-0.8243,1.5927,0.6327
1417,0.0985,0.7179,-0.7324,1.6574,0.6111
1418,0.097,0.7183,-0.7631,1.6408,0.6355
1419,0.0967,0.7189,-0.7497,1.6472,0.6368
1420,0.0978,0.7177,-0.7497,1.6381,0.6298
1421,0.0986,0.717,-0.7329,1.6499,0.617
1422,0.0978,0.7189,-0.7238,1.6689,0.6277
1423,0.0963,0.7177,-0.7397,1.6575,0.6262
1424,0.0988,0.7189,-0.7111,1.6702,0.635
1425,0.0978,0.7184,-0.7402,1.6489,0.6282
1426,0.0976,0.7177,-0.7377,1.6487,0.6258
1427,0.0991,0.7167,-0.7159,1.6655,0.6162
1428,0.0987,0.7166,-0.7313,1.6506,0.6196
1429,0.0969,0.7188,-0.7422,1.6575,0.6283
1430,0.0993,0.7186,-0.7304,1.6537,0.6265
1431,0.0982,0.717,-0.7269,1.6644,0.6108
1432,0.098,0.7165,-0.7407,1.6437,0.6203
1433,0.0982,0.7174,-0.7368,1.6458,0.6217
1434,0.0978,0.7181,-0.726,1.6598,0.6246
1435,0.098,0.718,-0.7414,1.647,0.6141
1436,0.0991,0.7163,-0.7089,1.6581,0.6206
1437,0.0974,0.7188,-0.7542,1.6458,0.6107
1438,0.0965,0.7188,-0.7637,1.6483,0.6139
1439,0.0986,0.717,-0.7161,1.6566,0.6336
1440,0.0974,0.7175,-0.725,1.6682,0.6214
1441,0.0982,0.7173,-0.754,1.6343,0.6301
1442,0.0966,0.717,-0.7699,1.629,0.6242
1443,0.0971,0.7176,-0.747,1.6434,0.6298
1444,0.096,0.7179,-0.7563,1.6444,0.6205
1445,0.0979,0.7193,-0.7412,1.6547,0.6304
1446,0.098,0.7182,-0.7339,1.659,0.6219
1447,0.0988,0.7171,-0.7256,1.6559,0.6184
1448,0.0975,0.7173,-0.8124,1.5818,0.6343
1449,0.0986,0.7178,-0.7417,1.6504,0.6211
1450,0.099,0.7182,-0.7222,1.657,0.626
1451,0.0988,0.7194,-0.7265,1.6607,0.6168
1452,0.099,0.7176,-0.7183,1.6625,0.5973
1453,0.0995,0.7172,-0.7105,1.6594,0.6221
1454,0.0987,0.7182,-0.7539,1.6423,0.6278
1455,0.0981,0.7186,-0.7636,1.6391,0.6198
1456,0.0974,0.7177,-0.7295,1.6655,0.6197
1457,0.0981,0.7175,-0.7509,1.6385,0.6339
1458,0.098,0.7163,-0.7201,1.6588,0.6101
1459,0.0982,0.7179,-0.747,1.6471,0.6215
1460,0.0988,0.7173,-0.7336,1.6483,0.6172
1461,0.0987,0.7175,-0.7427,1.6444,0.6306
1462,0.0971,0.7189,-0.7996,1.6107,0.6189
1463,0.098,0.7182,-0.7484,1.6555,0.6197
1464,0.0975,0.7188,-0.7501,1.6488,0.6173
1465,0.0964,0.7171,-0.7437,1.6438,0.6319
1466,0.098,0.718,-0.7298,1.6598,0.6293
1467,0.0974,0.7182,-0.7404,1.657,0.6247
1468,0.0977,0.7193,-0.7696,1.6299,0.6389
1469,0.0991,0.7182,-0.7088,1.6656,0.6255
1470,0.0974,0.7184,-0.7562,1.639,0.634
1471,0.0964,0.7179,-0.7597,1.638,0.6172
1472,0.098,0.718,-0.7313,1.659,0.6201
1473,0.0978,0.719,-0.7577,1.639,0.6227
1474,0.0974,0.7192,-0.7387,1.6612,0.6284
1475,0.0955,0.718,-0.766,1.6318,0.6305
1476,0.0986,0.7179,-0.7411,1.6471,0.6186
1477,0.0994,0.7182,-0.7234,1.6602,0.614
1478,0.0969,0.718,-0.7784,1.6145,0.6224
1479,0.0955,0.719,-0.8247,1.5857,0.6269
1480,0.097,0.7186,-0.7866,1.6254,0.6366
1481,0.098,0.7175,-0.7258,1.6651,0.6183
1482,0.0974,0.7173,-0.744,1.6445,0.6246
1483,0.0973,0.7191,-0.747,1.6506,0.6355
1484,0.0994,0.7182,-0.7081,1.667,0.6285
1485,0.0975,0.7174,-0.7247,1.6651,0.6089
1486,0.0966,0.7169,-0.7375,1.6554,0.6137
1487,0.0983,0.7177,-0.7352,1.6593,0.6148
1488,0.0988,0.7182,-0.7225,1.6597,0.6281
1489,0.0968,0.7174,-0.7557,1.6335,0.6328
1490,0.0978,0.7178,-0.7429,1.653,0.6172
1491,0.0992,0.7175,-0.7111,1.668,0.6124
1492,0.0969,0.7177,-0.7494,1.6418,0.6246
1493,0.0993,0.7191,-0.7249,1.6704,0.6179
1494,0.0964,0.7178,-0.771,1.6295,0.624
1495,0.0982,0.7178,-0.7451,1.6431,0.624
1496,0.0972,0.7163,-0.7361,1.6514,0.626
1497,0.0992,0.7159,-0.7098,1.6622,0.6105
1498,0.0979,0.7176,-0.758,1.6379,0.6158
1499,0.0981,0.7196,-0.7821,1.6252,0.6328
1500,0.0972,0.7174,-0.7388,1.6482,0.6246
1501,0.0997,0.7175,-0.7325,1.643,0.6152
1502,0.0971,0.7185,-0.74,1.658,0.604
1503,0.0994,0.7169,-0.7143,1.6651,0.6295
1504,0.0961,0.7177,-0.759,1.6443,0.623
1505,0.0991,0.7167,-0.7267,1.6458,0.6213
1506,0.0974,0.718,-0.7445,1.6445,0.6272
1507,0.0953,0.7202,-0.8446,1.5733,0.6556
1508,0.0979,0.7182,-0.73,1.6608,0.6264
1509,0.0978,0.7169,-0.7348,1.6493,0.6325
1510,0.098,0.7175,-0.7697,1.625,0.6238
1511,0.0997,0.7185,-0.71,1.6676,0.6194
1512,0.0988,0.7177,-0.7363,1.6406,0.6336
1513,0.0985,0.7167,-0.7222,1.6473,0.6229
1514,0.0976,0.7164,-0.735,1.6431,0.6299
1515,0.0998,0.717,-0.7048,1.6651,0.6255
1516,0.0964,0.7173,-0.819,1.593,0.623
1517,0.0986,0.7171,-0.7486,1.6346,0.6249
1518,0.0979,0.717,-0.7496,1.642,0.6146
1519,0.0981,0.7182,-0.74,1.6539,0.6106
1520,0.0968,0.7169,-0.752,1.6487,0.618
1521,0.0972,0.7172,-0.7373,1.6514,0.624
1522,0.0971,0.7189,-0.754,1.6477,0.6298
1523,0.0982,0.7181,-0.7257,1.6644,0.6253
1524,0.098,0.7174,-0.7299,1.6546,0.6246
1525,0.0989,0.7172,-0.7225,1.656,0.6176
1526,0.0975,0.7173,-0.7501,1.6465,0.6167
1527,0.0986,0.7168,-0.7422,1.6412,0.6233
1528,0.0983,0.7174,-0.7477,1.6404,0.6183
1529,0.0979,0.7194,-0.7287,1.6635,0.6277
1530,0.0999,0.717,-0.7335,1.6414,0.5957
1531,0.0976,0.7181,-0.7428,1.6449,0.6244
1532,0.0988,0.7171,-0.7215,1.6667,0.6167
1533,0.0986,0.7164,-0.713,1.6642,0.6315
1534,0.0987,0.7165,-0.7165,1.6565,0.6222
1535,0.0987,0.7165,-0.7601,1.627,0.6212
1536,0.0988,0.717,-0.7192,1.6529,0.625
1537,0.0984,0.7161,-0.7452,1.6428,0.6199
1538,0.0981,0.718,-0.743,1.6422,0.6236
1539,0.0976,0.7168,-0.7205,1.6647,0.6119
1540,0.0972,0.7178,-0.7459,1.6512,0.6312
1541,0.0995,0.717,-0.723,1.6457,0.6345
1542,0.098,0.716,-0.7361,1.6441,0.5942
1543,0.0974,0.7167,-0.7239,1.6599,0.618
1544,0.0992,0.7176,-0.7566,1.6304,0.6204
1545,0.0978,0.7173,-0.7512,1.6438,0.6158
1546,0.0991,0.7181,-0.7217,1.6561,0.6115
1547,0.0964,0.7181,-0.7503,1.6512,0.6245
1548,0.0977,0.7175,-0.7462,1.6472,0.6211
1549,0.099,0.7159,-0.7107,1.6618,0.6223
1550,0.0983,0.7172,-0.7374,1.6508,0.6116
1551,0.0976,0.7166,-0.7342,1.6512,0.603
1552,0.0997,0.7183,-0.7107,1.6662,0.6324
1553,0.0981,0.7177,-0.7455,1.6362,0.6393
1554,0.0981,0.7178,-0.7507,1.6378,0.6297
1555,0.0966,0.7179,-0.7701,1.6319,0.619
1556,0.0987,0.7178,-0.7392,1.6435,0.6228
1557,0.0977,0.7185,-0.7675,1.6323,0.62
1558,0.0982,0.7185,-0.7246,1.6613,0.617
1559,0.0996,0.7178,-0.7352,1.6438,0.6362
1560,0.0983,0.7197,-0.726,1.6745,0.6218
1561,0.097,0.7186,-0.7505,1.6482,0.6221
1562,0.0977,0.7179,-0.7651,1.6251,0.6341
1563,0.0974,0.7161,-0.7508,1.6373,0.6192
1564,0.098,0.7172,-0.7217,1.6554,0.6014
1565,0.0977,0.7188,-0.7903,1.6135,0.6429
1566,0.0983,0.7178,-0.7444,1.6473,0.6256
1567,0.0988,0.7175,-0.746,1.6439,0.6286
1568,0.0973,0.7184,-0.7503,1.652,0.617
1569,0.0978,0.7188,-0.752,1.6468,0.6281
1570,0.0974,0.7189,-0.7513,1.6524,0.6252
1571,0.0984,0.7171,-0.7374,1.6423,0.6394
1572,0.0988,0.718,-0.7234,1.6615,0.6079
1573,0.0978,0.7188,-0.7323,1.659,0.6305
1574,0.0974,0.7181,-0.7349,1.659,0.6226
1575,0.0981,0.7186,-0.7598,1.6387,0.6335
1576,0.0983,0.716,-0.7323,1.6489,0.6211
1577,0.0959,0.719,-0.8283,1.5762,0.641
1578,0.0991,0.7171,-0.7083,1.6652,0.624
1579,0.0988,0.7167,-0.7416,1.6399,0.6244
1580,0.0996,0.7162,-0.7072,1.6705,0.6094
1581,0.0963,0.7186,-0.7523,1.6525,0.6234
1582,0.0979,0.7181,-0.7238,1.6558,0.6274
1583,0.0978,0.7178,-0.7392,1.6482,0.618
1584,0.0976,0.7171,-0.743,1.6495,0.6077
1585,0.0967,0.7205,-0.7607,1.6568,0.6405
1586,0.0993,0.7178,-0.734,1.6459,0.639
1587,0.0976,0.7182,-0.7532,1.6427,0.6254
1588,0.0979,0.7182,-0.7542,1.6433,0.6208
1589,0.0967,0.7187,-0.7467,1.6494,0.6164
1590,0.0975,0.7181,-0.7352,1.6564,0.6311
1591,0.098,0.7191,-0.7283,1.6583,0.6364
1592,0.0984,0.7187,-0.7271,1.6598,0.6222
1593,0.0973,0.7175,-0.7522,1.636,0.6191
1594,0.0974,0.7181,-0.7497,1.6481,0.6212
1595,0.0965,0.7189,-0.7601,1.6442,0.6233
1596,0.0996,0.7173,-0.7182,1.6583,0.61
1597,0.0983,0.7179,-0.7238,1.6609,0.6071
1598,0.0975,0.7179,-0.7369,1.6522,0.6276
1599,0.0984,0.7174,-0.7596,1.6278,0.6279
1600,0.0973,0.7192,-0.74,1.6568,0.628
1601,0.0976,0.7183,-0.7624,1.6347,0.6271
1602,0.0987,0.717,-0.7367,1.6492,0.6185
1603,0.0972,0.7175,-0.7466,1.6424,0.6248
1604,0.0983,0.7176,-0.7072,1.6599,0.6257
1605,0.0991,0.7173,-0.7467,1.6418,0.6248
1606,0.0991,0.7163,-0.7465,1.6364,0.6205
1607,0.0966,0.7184,-0.7505,1.6538,0.6421
1608,0.0983,0.7176,-0.7831,1.6044,0.6308
1609,0.0989,0.7179,-0.7336,1.6512,0.5945
1610,0.0972,0.7185,-0.7537,1.6348,0.6432
1611,0.0994,0.7171,-0.736,1.6478,0.6021
1612,0.0966,0.7202,-0.8257,1.5834,0.6502
1613,0.0971,0.7185,-0.7517,1.6398,0.6321
1614,0.0979,0.7177,-0.7272,1.6625,0.6255
1615,0.0973,0.7177,-0.7396,1.6587,0.6256
1616,0.0979,0.7179,-0.7377,1.6476,0.6235
1617,0.0978,0.7174,-0.7843,1.6108,0.6123
1618,0.0981,0.7187,-0.7501,1.6533,0.6036
1619,0.0981,0.7165,-0.7351,1.6532,0.6302
1620,0.0971,0.7177,-0.7304,1.6574,0.6118
1621,0.0969,0.7187,-0.7502,1.6545,0.6214
1622,0.0993,0.7144,-0.7231,1.6398,0.6188
1623,0.0988,0.7177,-0.7175,1.6657,0.618
1624,0.0979,0.7185,-0.7554,1.6395,0.6327
1625,0.0987,0.717,-0.7208,1.6612,0.6271
1626,0.0952,0.7184,-0.8202,1.5777,0.6477
1627,0.0987,0.7179,-0.7481,1.6446,0.5919
1628,0.0985,0.7192,-0.7596,1.6325,0.6279
1629,0.0977,0.7187,-0.7388,1.6457,0.634
1630,0.0975,0.7185,-0.7831,1.6152,0.6285
1631,0.0973,0.7191,-0.7507,1.6332,0.6365
1632,0.0974,0.7175,-0.7548,1.6385,0.6192
1633,0.0975,0.7184,-0.7423,1.6505,0.6205
1634,0.0988,0.7183,-0.7525,1.6442,0.6214
1635,0.0978,0.7173,-0.7371,1.647,0.6278
1636,0.0979,0.7191,-0.7432,1.6454,0.6289
1637,0.0977,0.7178,-0.744,1.6435,0.6262
1638,0.0986,0.716,-0.716,1.6562,0.612
1639,0.0983,0.7183,-0.7293,1.6614,0.6206
1640,0.0993,0.7175,-0.7377,1.6407,0.6287
1641,0.0981,0.7179,-0.7338,1.6562,0.6184
1642,0.0971,0.7171,-0.7487,1.6424,0.6219
1643,0.0974,0.72,-0.7541,1.6485,0.6328
1644,0.0996,0.7159,-0.7129,1.6542,0.6174
1645,0.0978,0.7135,-0.7457,1.6303,0.6024
1646,0.0967,0.7194,-0.7711,1.6314,0.6254
1647,0.0974,0.7175,-0.7491,1.6495,0.6226
1648,0.098,0.7174,-0.7434,1.6444,0.621
1649,0.0966,0.7189,-0.7769,1.6275,0.6296
1650,0.096,0.7195,-0.758,1.6486,0.6199
1651,0.0991,0.7193,-0.7301,1.6673,0.6206
1652,0.0491,0.82,-2.4834,1.2304,2.64
1653,0.0964,0.717,-0.7525,1.6486,0.6212
1654,0.0977,0.7181,-0.7407,1.6455,0.6199
1655,0.0981,0.7179,-0.7516,1.6415,0.6055
1656,0.0978,0.7187,-0.7412,1.6553,0.6284
1657,0.0979,0.7182,-0.7421,1.6514,0.6101
1658,0.0996,0.7176,-0.7198,1.6561,0.6182
1659,0.0992,0.7184,-0.7282,1.6596,0.6235
1660,0.0975,0.7192,-0.7429,1.6555,0.618
1661,0.0973,0.718,-0.7445,1.6509,0.6216
1662,0.0988,0.7187,-0.7145,1.6699,0.622
1663,0.0979,0.7178,-0.7459,1.6477,0.6132
1664,0.0975,0.7163,-0.7319,1.643,0.6244
1665,0.0985,0.7175,-0.7322,1.6555,0.6247
1666,0.0976,0.7182,-0.7703,1.6252,0.6286
1667,0.0996,0.7178,-0.7024,1.6729,0.6263
1668,0.0963,0.7188,-0.82,1.5921,0.6498
1669,0.0981,0.7169,-0.7308,1.6494,0.6087
1670,0.0979,0.7177,-0.7407,1.6485,0.6209
1671,0.0985,0.7177,-0.7221,1.6584,0.6324
1672,0.0994,0.718,-0.7029,1.6765,0.6258
1673,0.0953,0.7193,-0.7666,1.642,0.6301
1674,0.0971,0.7171,-0.7644,1.6346,0.6301
1675,0.0979,0.7178,-0.7659,1.6353,0.6334
1676,0.097,0.717,-0.7395,1.6512,0.6286
1677,0.0968,0.7177,-0.7368,1.655,0.621
1678,0.0977,0.7159,-0.7431,1.6377,0.6123
1679,0.0963,0.7182,-0.7777,1.63,0.609
1680,0.0965,0.7182,-0.742,1.6568,0.6275
1681,0.099,0.7164,-0.7325,1.6371,0.6173
1682,0.0981,0.7178,-0.7208,1.6556,0.6248
1683,0.0979,0.719,-0.7556,1.6363,0.632
1684,0.0968,0.7202,-0.7827,1.6384,0.6353
1685,0.0975,0.7175,-0.742,1.6505,0.6249
1686,0.0992,0.7171,-0.7073,1.666,0.6029
1687,0.0993,0.7164,-0.7233,1.6528,0.6082
1688,0.0977,0.7184,-0.7328,1.656,0.632
1689,0.098,0.7164,-0.7241,1.6625,0.6275
1690,0.0976,0.7167,-0.7351,1.6575,0.6114
1691,0.0977,0.7182,-0.7369,1.6587,0.6145
1692,0.098,0.7176,-0.7403,1.6504,0.6187
1693,0.0977,0.7171,-0.7327,1.6576,0.6169
1694,0.0963,0.7181,-0.7473,1.6566,0.6331
1695,0.0983,0.7184,-0.7412,1.639,0.6227
1696,0.0973,0.717,-0.7446,1.6411,0.6233
1697,0.0975,0.7173,-0.7276,1.6511,0.6039
1698,0.098,0.7181,-0.7827,1.612,0.6264
1699,0.0981,0.7175,-0.7345,1.6432,0.6389
1700,0.0989,0.7156,-0.7216,1.6551,0.6064
1701,0.0967,0.718,-0.7919,1.6108,0.6242
1702,0.0987,0.7175,-0.7164,1.6673,0.6232
1703,0.0972,0.7183,-0.7526,1.6423,0.633
1704,0.0971,0.7165,-0.7574,1.638,0.6272
1705,0.0994,0.7185,-0.717,1.6627,0.6245
1706,0.0976,0.7172,-0.741,1.6481,0.6146
