,T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
2482,0.0472,0.7248,-2.9965,-0.0498,1.4323
2483,0.0475,0.7204,-3.0153,-0.0946,1.3762
2484,0.0471,0.7193,-3.0144,-0.0982,1.3721
2485,0.0469,0.7227,-3.0042,-0.0669,1.4139
2486,0.0477,0.7222,-3.0159,-0.0832,1.4027
2487,0.0459,0.727,-2.9798,-0.0253,1.4497
2488,0.0461,0.7142,-2.9952,-0.0983,1.379
2489,0.0475,0.7209,-2.993,-0.0808,1.4018
2490,0.0475,0.721,-2.9965,-0.0761,1.4
2491,0.0473,0.7197,-3.0156,-0.1031,1.3682
2492,0.0473,0.7205,-3.0113,-0.0915,1.3803
2493,0.0474,0.718,-2.9993,-0.0984,1.382
2494,0.0474,0.7181,-2.9914,-0.0877,1.3907
2495,0.0469,0.7202,-3.0073,-0.0889,1.3692
2496,0.0453,0.7168,-2.9913,-0.0757,1.3909
2497,0.0469,0.7205,-3.0038,-0.0874,1.4118
2498,0.0453,0.7245,-2.9885,-0.0404,1.4255
2499,0.0484,0.7189,-2.9959,-0.094,1.4015
2500,0.0475,0.7195,-2.9876,-0.0756,1.4105
2501,0.0471,0.7175,-3.0218,-0.1152,1.3519
2502,0.0461,0.7198,-3.007,-0.0754,1.3795
2503,0.0473,0.7224,-2.9886,-0.0622,1.4233
2504,0.0477,0.7252,-3.0009,-0.0682,1.4201
2505,0.047,0.7208,-2.9959,-0.0762,1.417
2506,0.047,0.7214,-3.004,-0.0779,1.392
2507,0.0478,0.7202,-3.0045,-0.0839,1.3815
2508,0.0479,0.7235,-2.9965,-0.0844,1.3783
2509,0.0463,0.7182,-3.0222,-0.0966,1.3589
2510,0.0466,0.7208,-3.007,-0.0808,1.381
2511,0.047,0.7218,-3.0009,-0.0639,1.4204
2512,0.0465,0.7192,-2.9993,-0.0788,1.3672
2513,0.0476,0.7204,-3.015,-0.0974,1.3724
2514,0.0477,0.7251,-3.0009,-0.0682,1.4203
2515,0.0477,0.7207,-3.0192,-0.1061,1.369
2516,0.0468,0.7226,-2.9887,-0.0603,1.4154
2517,0.0473,0.7232,-2.9965,-0.0666,1.3903
2518,0.0467,0.7198,-3.0036,-0.079,1.3764
2519,0.0467,0.7222,-2.9965,-0.0625,1.4013
2520,0.047,0.7227,-3.0116,-0.085,1.3901
2521,0.0462,0.7204,-2.9963,-0.0778,1.4137
2522,0.0465,0.7216,-3.0037,-0.0711,1.394
2523,0.0462,0.7229,-2.9914,-0.0514,1.3991
2524,0.0463,0.7171,-3.029,-0.1178,1.3384
2525,0.0464,0.7212,-2.9993,-0.0644,1.4021
2526,0.0475,0.7242,-2.993,-0.0613,1.4188
2527,0.046,0.7185,-3.0178,-0.1025,1.3647
2528,0.0467,0.7205,-3.0178,-0.1022,1.3592
2529,0.0474,0.725,-2.9764,-0.0383,1.4557
2530,0.0439,0.7181,-3.0202,-0.1018,1.3771
2531,0.0475,0.7227,-2.9965,-0.0728,1.3904
2532,0.0473,0.7235,-2.9965,-0.0664,1.4001
2533,0.0471,0.7209,-3.0073,-0.0765,1.397
2534,0.0475,0.7229,-3.0114,-0.0946,1.3704
2535,0.0472,0.718,-3.0218,-0.1158,1.3504
2536,0.0465,0.7151,-2.9737,-0.0701,1.4113
2537,0.0467,0.7223,-2.9965,-0.0625,1.3999
2538,0.0468,0.7213,-2.9965,-0.0591,1.4053
2539,0.0471,0.7195,-3.0144,-0.0987,1.3714
2540,0.0469,0.7266,-2.9886,-0.043,1.4132
2541,0.0467,0.7116,-3.0391,-0.1659,1.2865
2542,0.0464,0.7158,-3.0072,-0.1018,1.3744
2543,0.0472,0.7229,-3.0041,-0.0748,1.4017
2544,0.0457,0.7191,-2.9677,-0.0376,1.4395
2545,0.0462,0.9245,-0.4561,3.0445,1.7867
2546,0.0462,0.7193,-2.9791,-0.0652,1.411
2547,0.0466,0.7247,-3.0042,-0.0527,1.4342
2548,0.0467,0.7224,-3.0073,-0.0723,1.4043
2549,0.0465,0.7222,-2.9993,-0.0732,1.3691
2550,0.0473,0.721,-3.0147,-0.0951,1.3811
2551,0.0471,0.7197,-3.0111,-0.0944,1.3723
2552,0.0471,0.7196,-2.9923,-0.0717,1.426
2553,0.048,0.7175,-2.9646,-0.0606,1.43
2554,0.0464,0.7213,-3.0071,-0.0722,1.3894
2555,0.0468,0.722,-3.0147,-0.0879,1.382
2556,0.0474,0.7181,-2.984,-0.0717,1.4103
2557,0.0461,0.722,-2.985,-0.0343,1.4311
2558,0.0471,0.7213,-2.9877,-0.0675,1.4039
2559,0.0463,0.7176,-3.0229,-0.1201,1.3631
2560,0.0471,0.7157,-3.0486,-0.1565,1.3184
2561,0.0451,0.7224,-3.0005,-0.0638,1.4287
2562,0.0468,0.7199,-3.0136,-0.1012,1.3442
2563,0.0472,0.7196,-3.0113,-0.0955,1.3796
2564,0.0461,0.7204,-3.007,-0.0754,1.3803
2565,0.047,0.7216,-3.0106,-0.0823,1.3862
2566,0.0471,0.7225,-2.9965,-0.0558,1.4201
2567,0.0479,0.721,-3.0195,-0.1066,1.3786
2568,0.0465,0.7201,-3.0144,-0.0909,1.3721
2569,0.0468,0.7229,-2.9887,-0.0521,1.4106
2570,0.0471,0.7225,-2.9959,-0.0756,1.4178
2571,0.0473,0.7188,-2.9913,-0.0789,1.403
2572,0.0477,0.7187,-3.0266,-0.1261,1.3471
2573,0.0465,0.7175,-2.9721,-0.0593,1.4267
2574,0.0482,0.7206,-3.0235,-0.1132,1.3687
2575,0.0472,0.7217,-3.0041,-0.0748,1.4
2576,0.0469,0.7228,-2.9965,-0.0593,1.4091
2577,0.0465,0.7203,-3.0226,-0.0977,1.3719
2578,0.0478,0.7228,-2.9969,-0.0829,1.4131
2579,0.0474,0.7227,-3.0042,-0.0716,1.4099
2580,0.0468,0.7214,-2.9931,-0.0587,1.409
2581,0.0449,0.7159,-2.9856,-0.0698,1.386
2582,0.0466,0.7264,-2.9803,-0.0224,1.4275
2583,0.0474,0.7187,-3.015,-0.1068,1.3598
2584,0.0475,0.7177,-3.0038,-0.1056,1.3557
2585,0.0471,0.7244,-2.9852,-0.0568,1.416
2586,0.0469,0.7235,-3.004,-0.0802,1.3694
2587,0.045,0.7183,-2.9828,-0.0553,1.4112
2588,0.0463,0.7197,-2.963,-0.0415,1.4285
2589,0.0468,0.7206,-3.0071,-0.081,1.393
2590,0.0465,0.7255,-2.9677,-0.0166,1.4581
2591,0.0466,0.7225,-2.9732,-0.0372,1.4373
2592,0.0452,0.7244,-2.9885,-0.041,1.4348
2593,0.0467,0.7223,-2.9887,-0.0521,1.4097
2594,0.0456,0.7234,-2.9914,-0.0431,1.3916
2595,0.0455,0.7195,-3.0024,-0.0613,1.3804
2596,0.0473,0.7196,-3.0347,-0.1256,1.3538
2597,0.0464,0.7211,-2.9993,-0.0649,1.3989
2598,0.0462,0.7263,-2.9883,-0.0436,1.4382
2599,0.0477,0.7228,-2.9834,-0.0697,1.424
2600,0.0478,0.7226,-3.001,-0.079,1.3979
2601,0.0475,0.7208,-3.0114,-0.0945,1.3508
2602,0.0464,0.72,-3.0178,-0.0963,1.3522
2603,0.048,0.7167,-2.9791,-0.0992,1.3843
2604,0.047,0.7236,-2.9965,-0.0591,1.411
2605,0.0466,0.7202,-2.9952,-0.0607,1.3923
2606,0.0472,0.7215,-3.0007,-0.0748,1.3996
2607,0.0483,0.7182,-3.0276,-0.1107,1.3751
2608,0.0467,0.7182,-3.0257,-0.1095,1.3586
2609,0.0454,0.7273,-2.9761,-0.0147,1.4563
2610,0.0458,0.7183,-2.9805,-0.0622,1.4123
2611,0.0451,0.7219,-3.0037,-0.0546,1.4049
2612,0.0459,0.7183,-3.0104,-0.0778,1.3715
2613,0.0462,0.7208,-2.9958,-0.0712,1.4046
2614,0.0474,0.7229,-3.0042,-0.0716,1.4096
2615,0.0473,0.7232,-2.9965,-0.0619,1.4108
2616,0.0473,0.7223,-3.007,-0.0887,1.3805
2617,0.0467,0.7223,-2.9965,-0.0625,1.3999
2618,0.0468,0.7214,-2.9965,-0.0593,1.4081
2619,0.0469,0.7231,-2.9848,-0.04,1.424
2620,0.0474,0.7204,-3.0075,-0.0932,1.3659
2621,0.0476,0.7144,-2.9877,-0.0978,1.3948
2622,0.0467,0.7199,-2.9965,-0.079,1.3978
2623,0.0467,0.72,-3.0147,-0.0906,1.3839
2624,0.0473,0.7213,-3.0147,-0.0959,1.3805
2625,0.0469,0.7188,-3.0067,-0.0988,1.3708
2626,0.0469,0.7203,-3.0257,-0.1095,1.3601
2627,0.0463,0.7192,-2.9993,-0.0671,1.3874
2628,0.0441,0.7228,-2.9885,-0.0215,1.4331
2629,0.0461,0.7188,-3.007,-0.0889,1.3505
2630,0.0456,0.7221,-3.0038,-0.0777,1.4034
2631,0.0468,0.7224,-2.9931,-0.0591,1.4096
2632,0.0462,0.7215,-3.0153,-0.0789,1.3886
2633,0.0466,0.7202,-3.015,-0.0864,1.3772
2634,0.0466,0.7189,-3.0147,-0.102,1.3516
2635,0.0465,0.7217,-2.9914,-0.0564,1.3952
2636,0.0463,0.7248,-2.985,-0.0343,1.4237
2637,0.0471,0.7192,-3.007,-0.0965,1.3844
2638,0.0475,0.7219,-3.0042,-0.0759,1.3945
2639,0.0448,0.7143,-3.0025,-0.1017,1.3481
2640,0.0481,0.7213,-2.9965,-0.0635,1.4329
2641,0.0461,0.7197,-3.0266,-0.0934,1.386
2642,0.045,0.7263,-2.9965,-0.0343,1.4363
2643,0.0472,0.7202,-3.0037,-0.0947,1.3984
2644,0.0477,0.7243,-2.993,-0.0575,1.4279
2645,0.0469,0.7228,-2.9965,-0.0595,1.4089
2646,0.0476,0.7239,-3.0009,-0.0682,1.4195
2647,0.0477,0.7217,-3.0083,-0.0849,1.3976
2648,0.0471,0.7197,-3.0111,-0.0944,1.3723
2649,0.0471,0.72,-3.0144,-0.0982,1.3707
2650,0.0472,0.7214,-3.0041,-0.0748,1.4001
2651,0.0464,0.7224,-3.0073,-0.0695,1.4039
2652,0.0456,0.7203,-2.9995,-0.0684,1.4266
2653,0.0472,0.7214,-3.0041,-0.0748,1.4002
2654,0.0474,0.7198,-2.9931,-0.0759,1.3988
2655,0.046,0.7205,-2.9876,-0.051,1.4255
2656,0.0471,0.7197,-3.0144,-0.0982,1.3716
2657,0.0454,0.721,-3.0071,-0.0809,1.3937
2658,0.0453,0.7231,-2.9965,-0.0528,1.4222
2659,0.0467,0.7164,-3.0224,-0.1266,1.3542
2660,0.0473,0.7183,-3.0301,-0.1217,1.3526
2661,0.0473,0.7199,-2.9969,-0.0877,1.4079
2662,0.0475,0.7194,-2.9886,-0.0739,1.4121
2663,0.0478,0.7185,-3.0081,-0.1071,1.3787
2664,0.0472,0.7229,-3.0041,-0.0748,1.4012
2665,0.0466,0.7161,-3.0301,-0.1278,1.3231
2666,0.0467,0.722,-3.0038,-0.0823,1.3655
2667,0.0461,0.722,-3.0185,-0.0826,1.3687
2668,0.0471,0.7188,-3.0181,-0.116,1.3391
2669,0.0472,0.7244,-2.9843,-0.0651,1.4215
2670,0.0471,0.7229,-2.9965,-0.065,1.4006
2671,0.0471,0.7224,-2.9965,-0.0678,1.4009
2672,0.0475,0.7207,-3.0116,-0.092,1.3886
2673,0.0474,0.7229,-3.0042,-0.0718,1.4099
2674,0.047,0.7258,-2.9764,-0.0234,1.449
2675,0.045,0.7229,-3.0042,-0.0544,1.415
2676,0.0472,0.7223,-2.9895,-0.0518,1.4253
2677,0.0469,0.7183,-3.0335,-0.1269,1.3398
2678,0.0463,0.7224,-2.9988,-0.0619,1.3759
2679,0.047,0.7209,-2.9965,-0.0759,1.4049
2680,0.0479,0.7188,-3.0231,-0.112,1.3587
2681,0.0475,0.7228,-2.9994,-0.0675,1.3827
2682,0.0464,0.7155,-3.0023,-0.096,1.3701
2683,0.0451,0.7173,-2.9744,-0.0499,1.4083
2684,0.047,0.7209,-2.9965,-0.0759,1.4049
2685,0.0473,0.7211,-3.0113,-0.0913,1.3817
2686,0.0467,0.7207,-3.0121,-0.0727,1.4145
2687,0.0466,0.7211,-3.007,-0.0808,1.3812
2688,0.0472,0.7205,-3.0041,-0.0953,1.4012
2689,0.045,0.7235,-2.9805,-0.0331,1.4338
2690,0.0471,0.7227,-2.9965,-0.0678,1.4015
2691,0.0458,0.7196,-3.0025,-0.073,1.3631
2692,0.0474,0.7219,-2.9625,-0.0381,1.4134
2693,0.0462,0.7222,-2.9914,-0.0508,1.3993
2694,0.0455,0.7194,-3.0073,-0.0923,1.3741
2695,0.0472,0.7217,-3.0041,-0.0748,1.4
2696,0.0467,0.7214,-3.0147,-0.0879,1.3813
2697,0.0473,0.7231,-3.0038,-0.0729,1.3997
2698,0.0455,0.7226,-2.9965,-0.0568,1.4239
2699,0.0463,0.7175,-3.0214,-0.1083,1.3448
2700,0.0477,0.721,-3.0153,-0.1048,1.3681
2701,0.0466,0.7163,-3.0363,-0.1331,1.3292
2702,0.0469,0.7193,-3.0037,-0.0902,1.3596
2703,0.0472,0.7214,-3.0073,-0.0771,1.3961
2704,0.0474,0.7218,-3.0008,-0.0714,1.4105
2705,0.0456,0.72,-2.9722,-0.0456,1.4234
2706,0.0467,0.7144,-3.0186,-0.1154,1.3506
2707,0.0458,0.7214,-3.0071,-0.0674,1.3947
2708,0.0462,0.7212,-2.9887,-0.0467,1.4054
2709,0.0477,0.7244,-3.0009,-0.0684,1.4195
2710,0.047,0.7214,-3.004,-0.0779,1.392
2711,0.0471,0.7233,-2.9732,-0.033,1.4388
2712,0.0478,0.7236,-3.0045,-0.0648,1.4278
2713,0.0462,0.7235,-2.985,-0.0339,1.4322
2714,0.0462,0.7216,-3.0071,-0.0728,1.3943
2715,0.0467,0.7182,-2.9717,-0.0554,1.4372
2716,0.0471,0.7216,-3.0075,-0.0716,1.4058
2717,0.0472,0.7215,-3.0007,-0.0744,1.4003
2718,0.0451,0.7136,-2.9941,-0.0898,1.3634
2719,0.0471,0.7197,-3.0111,-0.0944,1.3723
2720,0.047,0.7246,-2.9965,-0.0591,1.4122
2721,0.0457,0.7242,-3.0166,-0.0798,1.3987
2722,0.0469,0.7228,-2.9965,-0.0591,1.4088
2723,0.0465,0.7173,-3.0023,-0.0965,1.3691
2724,0.047,0.7167,-3.037,-0.1335,1.3432
2725,0.0475,0.7204,-3.0042,-0.0901,1.3636
2726,0.0475,0.7242,-2.9965,-0.0567,1.4133
2727,0.0453,0.7168,-2.9913,-0.0757,1.3909
2728,0.0456,0.7199,-3.0301,-0.0996,1.3611
2729,0.0462,0.7206,-3.0353,-0.1297,1.3336
2730,0.0459,0.7179,-2.9914,-0.0836,1.3994
2731,0.0462,0.7216,-2.9877,-0.0471,1.4067
2732,0.046,0.7129,-3.0102,-0.1245,1.3468
2733,0.0473,0.7228,-3.0073,-0.0765,1.3901
2734,0.0473,0.7206,-3.0147,-0.0957,1.3812
2735,0.0475,0.7203,-3.004,-0.09,1.416
2736,0.0475,0.7264,-2.9848,-0.0415,1.4379
2737,0.0471,0.7195,-3.0144,-0.0987,1.3714
2738,0.0472,0.7183,-2.9913,-0.0795,1.4014
2739,0.0472,0.719,-2.974,-0.0573,1.4202
2740,0.0473,0.7199,-3.0113,-0.0915,1.3795
2741,0.0465,0.72,-3.0144,-0.0909,1.3722
2742,0.0468,0.7233,-3.0075,-0.0657,1.4075
2743,0.0476,0.7204,-3.0048,-0.0853,1.396
2744,0.0456,0.7256,-2.9883,-0.0332,1.4548
2745,0.0472,0.7183,-3.0024,-0.0994,1.3797
2746,0.047,0.7239,-2.9959,-0.0734,1.4199
2747,0.0465,0.7181,-3.0295,-0.1159,1.3458
2748,0.0467,0.7257,-2.9995,-0.0464,1.4336
2749,0.0472,0.7201,-2.9923,-0.0761,1.3921
2750,0.0455,0.7145,-2.9988,-0.1056,1.3481
2751,0.0468,0.7208,-2.9993,-0.0731,1.3882
2752,0.0466,0.7197,-3.0214,-0.1088,1.3376
2753,0.0473,0.723,-2.9851,-0.0681,1.4266
2754,0.047,0.7266,-2.985,-0.0538,1.3828
2755,0.047,0.7218,-3.0116,-0.088,1.3922
2756,0.045,0.7259,-2.9959,-0.041,1.4204
2757,0.0475,0.7228,-3.007,-0.0874,1.3771
2758,0.0465,0.7219,-3.0038,-0.0688,1.3978
2759,0.0471,0.7195,-3.0144,-0.0987,1.3714
2760,0.0476,0.7234,-3.0009,-0.0684,1.4201
2761,0.0479,0.7221,-2.993,-0.0669,1.4271
2762,0.0462,0.7211,-2.9791,-0.0387,1.4359
2763,0.0465,0.7222,-2.977,-0.0319,1.4225
2764,0.0475,0.7243,-2.9965,-0.0754,1.3914
2765,0.0598,0.714,-1.6393,0.9861,0.7389
2766,0.0474,0.7259,-2.9965,-0.0522,1.4302
2767,0.048,0.7224,-2.993,-0.0671,1.4257
2768,0.0465,0.7216,-3.0069,-0.0798,1.3773
2769,0.046,0.715,-2.9988,-0.102,1.3689
2770,0.0466,0.7254,-2.9725,-0.0331,1.4348
2771,0.0472,0.7191,-3.0147,-0.1095,1.3508
2772,0.0473,0.7206,-3.0113,-0.0953,1.381
2773,0.0468,0.7207,-3.007,-0.0834,1.3807
2774,0.0474,0.7227,-2.9965,-0.0698,1.4238
2775,0.0468,0.7191,-3.0222,-0.105,1.3592
2776,0.0472,0.7215,-2.9885,-0.0581,1.4147
2777,0.0474,0.7229,-3.0042,-0.0716,1.4095
2778,0.0466,0.7202,-3.0069,-0.0915,1.372
2779,0.0467,0.7229,-2.993,-0.0471,1.4316
2780,0.0469,0.7209,-3.0071,-0.0809,1.3879
2781,0.0463,0.7198,-3.0178,-0.0963,1.3594
2782,0.0474,0.7189,-3.0147,-0.0997,1.3636
2783,0.0479,0.7228,-3.0045,-0.0691,1.4118
2784,0.0473,0.721,-3.0079,-0.0915,1.3806
2785,0.0459,0.7267,-2.9884,-0.0307,1.4402
2786,0.0468,0.7231,-2.9965,-0.0625,1.4021
2787,0.0478,0.7242,-3.001,-0.0648,1.4284
2788,0.0477,0.7212,-3.0083,-0.0889,1.3956
2789,0.0468,0.719,-2.9952,-0.0713,1.3897
2790,0.0473,0.7174,-2.9748,-0.0667,1.4358
2791,0.0476,0.7191,-3.0073,-0.095,1.3857
2792,0.047,0.722,-2.993,-0.0554,1.4199
2793,0.0465,0.7229,-2.9965,-0.0508,1.4226
2794,0.0471,0.7216,-3.0037,-0.0758,1.3897
2795,0.0476,0.7227,-3.0003,-0.078,1.3998
2796,0.0477,0.7185,-3.0261,-0.1192,1.348
2797,0.0476,0.7211,-3.0073,-0.0966,1.3687
2798,0.0474,0.7226,-3.0008,-0.0857,1.3811
2799,0.0478,0.7244,-2.9994,-0.0805,1.4144
2800,0.0475,0.7171,-3.0192,-0.1207,1.3384
2801,0.0475,0.7239,-3.0042,-0.0722,1.4103
2802,0.0472,0.7244,-3.0043,-0.0637,1.424
2803,0.047,0.7227,-3.0071,-0.0808,1.3935
2804,0.0473,0.7202,-3.0147,-0.0953,1.3784
2805,0.0457,0.7267,-2.9811,-0.0324,1.4474
2806,0.0466,0.7238,-2.9886,-0.043,1.4198
2807,0.0473,0.7229,-2.9931,-0.0645,1.4094
2808,0.0456,0.7252,-2.9847,-0.0385,1.4348
2809,0.0475,0.7269,-3.0045,-0.06,1.4362
2810,0.047,0.7214,-3.004,-0.0779,1.392
2811,0.0469,0.7202,-3.0071,-0.0946,1.3581
2812,0.0468,0.723,-2.977,-0.0471,1.4377
2813,0.0476,0.7203,-3.0153,-0.0899,1.3969
2814,0.0475,0.7203,-3.0073,-0.0937,1.3675
2815,0.0477,0.7153,-2.9988,-0.1175,1.3479
2816,0.0451,0.7252,-2.9762,-0.0162,1.4834
2817,0.0471,0.7199,-3.0144,-0.0987,1.3713
2818,0.0471,0.7242,-2.9886,-0.0574,1.4153
2819,0.047,0.7203,-3.0226,-0.1061,1.3667
2820,0.0464,0.7189,-3.0147,-0.0893,1.3675
2821,0.0469,0.7173,-3.0226,-0.1209,1.3378
2822,0.0453,0.7249,-2.9718,-0.0324,1.4246
2823,0.0467,0.7207,-3.0037,-0.086,1.3943
2824,0.0469,0.722,-3.015,-0.0846,1.3908
2825,0.047,0.7235,-2.9965,-0.0593,1.4029
2826,0.0467,0.7221,-2.9887,-0.0603,1.4147
2827,0.047,0.7167,-3.0341,-0.1289,1.3471
2828,0.0479,0.7241,-2.9845,-0.0348,1.4397
2829,0.0469,0.7219,-2.9993,-0.0784,1.4082
2830,0.0476,0.724,-3.0012,-0.0683,1.4217
2831,0.0473,0.7211,-3.0075,-0.0761,1.39
2832,0.0468,0.7251,-3.0038,-0.0688,1.4013
2833,0.0467,0.7167,-3.0329,-0.1291,1.3301
2834,0.0473,0.7215,-2.9965,-0.0569,1.4065
2835,0.0466,0.7228,-2.9912,-0.0589,1.3763
2836,0.0476,0.7221,-3.0038,-0.0822,1.3975
2837,0.0464,0.7206,-2.9993,-0.0677,1.3841
2838,0.0474,0.7219,-3.004,-0.0734,1.4071
2839,0.0471,0.72,-3.0111,-0.0944,1.3719
2840,0.0466,0.7236,-2.9993,-0.0644,1.4036
2841,0.0474,0.7206,-3.0038,-0.0917,1.4075
2842,0.0474,0.7202,-2.9913,-0.0789,1.3928
2843,0.0469,0.7241,-2.9987,-0.0736,1.3706
2844,0.0468,0.7211,-3.007,-0.0829,1.3806
2845,0.0464,0.7235,-2.9994,-0.0552,1.4128
2846,0.0471,0.7217,-3.015,-0.0958,1.3774
2847,0.0465,0.7222,-2.9886,-0.043,1.416
2848,0.0465,0.7223,-2.9914,-0.0535,1.3924
2849,0.0475,0.7169,-3.0226,-0.1286,1.3361
2850,0.0473,0.7206,-3.0006,-0.0618,1.415
2851,0.0465,0.7239,-2.9887,-0.0467,1.4117
2852,0.0474,0.7182,-3.0257,-0.1165,1.3583
2853,0.0464,0.7196,-3.0181,-0.0933,1.3685
2854,0.0464,0.7158,-3.0294,-0.1241,1.3197
2855,0.0462,0.724,-2.9843,-0.0339,1.4393
2856,0.047,0.7235,-2.9958,-0.0658,1.3813
2857,0.0465,0.7228,-3.0073,-0.0695,1.4042
2858,0.047,0.7209,-2.9965,-0.0759,1.4049
2859,0.0466,0.7205,-2.9993,-0.0788,1.3941
2860,0.0449,0.7195,-3.0181,-0.0945,1.3745
2861,0.0477,0.7227,-3.0077,-0.0848,1.3761
2862,0.047,0.7242,-2.9965,-0.0589,1.4123
2863,0.047,0.7222,-3.0073,-0.0866,1.3682
2864,0.0468,0.7214,-2.9965,-0.0591,1.4052
2865,0.0466,0.7193,-3.0147,-0.102,1.3518
2866,0.0468,0.7197,-3.0257,-0.1089,1.3604
2867,0.0466,0.7187,-3.0295,-0.131,1.3059
2868,0.0477,0.7207,-3.0073,-0.0836,1.3811
2869,0.0473,0.7192,-2.9994,-0.0938,1.3562
2870,0.047,0.7208,-2.9805,-0.0584,1.4276
2871,0.0469,0.7213,-3.015,-0.0854,1.3887
2872,0.0459,0.7219,-3.0266,-0.0983,1.3782
2873,0.0473,0.7199,-3.0113,-0.0915,1.3798
2874,0.0475,0.7178,-3.0226,-0.1099,1.3683
2875,0.0479,0.7214,-3.0077,-0.0915,1.3844
2876,0.046,0.7169,-3.0301,-0.1076,1.3591
2877,0.0471,0.7197,-3.0144,-0.0982,1.3716
2878,0.0472,0.7185,-3.0147,-0.1095,1.3513
2879,0.047,0.7218,-3.015,-0.0879,1.3951
2880,0.0461,0.7166,-3.0218,-0.1103,1.3439
2881,0.0466,0.7233,-2.9885,-0.0398,1.4329
2882,0.0474,0.7182,-3.0147,-0.115,1.3728
2883,0.0475,0.7255,-2.9994,-0.0664,1.4008
2884,0.0463,0.7188,-3.0224,-0.1029,1.3525
2885,0.0455,0.7222,-2.9994,-0.0665,1.3969
2886,0.0474,0.7243,-2.9965,-0.0645,1.4116
2887,0.0478,0.7176,-2.9988,-0.118,1.3477
2888,0.0468,0.7205,-3.007,-0.0829,1.3794
2889,0.0458,0.7217,-3.0005,-0.0722,1.4274
2890,0.0468,0.7209,-3.0042,-0.081,1.385
2891,0.0457,0.7211,-3.0261,-0.101,1.3697
2892,0.0455,0.7225,-2.993,-0.0568,1.4235
2893,0.047,0.7201,-3.015,-0.0888,1.3771
2894,0.047,0.7242,-2.993,-0.0429,1.4428
2895,0.0477,0.7206,-3.0153,-0.1039,1.3684
2896,0.0474,0.724,-2.9852,-0.0506,1.4187
2897,0.0461,0.7176,-2.9912,-0.0808,1.401
2898,0.0466,0.7212,-2.9965,-0.0625,1.3994
2899,0.0474,0.7238,-2.9885,-0.0583,1.4076
2900,0.0469,0.7226,-3.0042,-0.0669,1.414
2901,0.0463,0.7146,-3.0383,-0.1437,1.3407
2902,0.0478,0.719,-3.0153,-0.1122,1.3556
2903,0.047,0.7209,-2.9931,-0.0739,1.4183
2904,0.0467,0.7216,-3.0147,-0.0879,1.3817
2905,0.0478,0.7217,-3.0075,-0.094,1.3761
2906,0.0456,0.7188,-3.0178,-0.0887,1.3566
2907,0.0473,0.7184,-3.0112,-0.1127,1.3756
2908,0.0476,0.722,-2.993,-0.0719,1.4002
2909,0.0477,0.7202,-3.0006,-0.0796,1.3834
2910,0.0459,0.7236,-2.9965,-0.0643,1.4137
2911,0.0473,0.7206,-3.0071,-0.0852,1.3884
2912,0.0465,0.7179,-3.0252,-0.1116,1.3511
2913,0.047,0.7199,-3.0116,-0.0892,1.372
2914,0.0473,0.7176,-3.0257,-0.1169,1.3584
2915,0.0474,0.7218,-3.0042,-0.0857,1.3819
2916,0.0473,0.725,-2.9808,-0.0467,1.4207
2917,0.0471,0.7238,-3.0043,-0.0637,1.4237
2918,0.0463,0.7225,-3.007,-0.0741,1.3934
2919,0.0464,0.7221,-2.9821,-0.046,1.3948
2920,0.0471,0.72,-3.0111,-0.0944,1.3719
2921,0.0468,0.7201,-3.0257,-0.1089,1.3585
2922,0.0467,0.7126,-3.0383,-0.1459,1.3188
2923,0.046,0.7243,-2.9808,-0.0412,1.4582
2924,0.0464,0.717,-3.0376,-0.1244,1.349
2925,0.0473,0.7245,-3.001,-0.0595,1.4336
2926,0.0477,0.7233,-2.9895,-0.0573,1.4281
2927,0.0468,0.723,-3.015,-0.0868,1.38
2928,0.0469,0.7206,-3.0222,-0.1094,1.3594
2929,0.0451,0.7235,-2.9965,-0.052,1.4297
2930,0.0469,0.7198,-2.9886,-0.0612,1.4066
2931,0.047,0.7177,-3.0231,-0.1187,1.3449
2932,0.0475,0.7196,-2.9994,-0.0948,1.3827
2933,0.0469,0.7248,-2.9884,-0.0332,1.441
2934,0.047,0.7214,-2.9912,-0.0676,1.4126
2935,0.0483,0.7278,-2.9929,-0.0499,1.4519
2936,0.0468,0.7212,-2.9993,-0.0697,1.3849
2937,0.0476,0.7241,-2.9785,-0.0433,1.4559
2938,0.0479,0.7205,-3.0004,-0.0879,1.3939
2939,0.0473,0.7229,-3.0038,-0.0727,1.3985
2940,0.0467,0.7196,-3.007,-0.0834,1.3785
2941,0.0479,0.7186,-3.0271,-0.1241,1.3543
2942,0.0468,0.7246,-2.9646,-0.0161,1.4496
2943,0.0473,0.7203,-3.0079,-0.0915,1.3795
2944,0.0466,0.7225,-2.9958,-0.0632,1.3899
2945,0.0475,0.7203,-3.0043,-0.0826,1.3882
2946,0.047,0.7204,-3.0071,-0.0947,1.3509
2947,0.0478,0.7227,-3.0041,-0.0854,1.4272
2948,0.0475,0.7219,-3.0043,-0.0828,1.3895
2949,0.0473,0.7191,-3.0144,-0.1059,1.3596
2950,0.0473,0.7214,-3.0113,-0.0953,1.3809
2951,0.047,0.7202,-2.9718,-0.0394,1.4276
2952,0.0468,0.7216,-2.9886,-0.0599,1.3858
2953,0.0467,0.722,-3.0073,-0.0867,1.3638
