,T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
1158,0.0475,0.7226,-3.0071,-0.086,1.3878
1159,0.0481,0.7209,-2.991,-0.0813,1.4075
1160,0.0474,0.7229,-3.0042,-0.0716,1.4096
1161,0.0474,0.7287,-2.9856,-0.0501,1.398
1162,0.0461,0.7234,-2.9959,-0.0526,1.414
1163,0.0472,0.7246,-2.9965,-0.0556,1.4133
1164,0.0465,0.7214,-2.9993,-0.0677,1.3888
1165,0.048,0.7211,-2.9544,-0.036,1.471
1166,0.0471,0.7224,-2.993,-0.0527,1.4326
1167,0.0475,0.7158,-3.026,-0.1398,1.3162
1168,0.0458,0.7138,-2.9989,-0.0943,1.3842
1169,0.0472,0.7242,-3.0073,-0.0778,1.4034
1170,0.0474,0.7218,-3.0042,-0.0857,1.3816
1171,0.0472,0.7182,-3.0252,-0.1191,1.3503
1172,0.0473,0.7172,-3.0329,-0.1371,1.3281
1173,0.0474,0.7214,-2.9995,-0.0923,1.3568
1174,0.0471,0.7215,-3.0009,-0.0691,1.412
1175,0.0473,0.7228,-2.9931,-0.0645,1.4108
1176,0.0471,0.7227,-2.9965,-0.0678,1.4015
1177,0.0465,0.7226,-2.9852,-0.043,1.4183
1178,0.0464,0.7235,-2.9825,-0.0485,1.3766
1179,0.0463,0.72,-3.0037,-0.0718,1.3883
1180,0.0458,0.7171,-2.9714,-0.0428,1.419
1181,0.0474,0.718,-3.015,-0.1141,1.3855
1182,0.0461,0.7232,-2.9993,-0.0558,1.3998
1183,0.0473,0.7173,-3.0265,-0.117,1.354
1184,0.0471,0.7203,-3.0041,-0.0887,1.372
1185,0.0459,0.7189,-2.9722,-0.0512,1.4223
1186,0.0474,0.7226,-3.0042,-0.0716,1.4095
1187,0.0476,0.7227,-2.993,-0.0721,1.3985
1188,0.0458,0.7242,-2.9847,-0.0514,1.4291
1189,0.0478,0.7207,-3.0231,-0.1223,1.3472
1190,0.0465,0.7175,-2.9721,-0.0593,1.4267
1191,0.0452,0.7241,-2.9744,-0.0107,1.4288
1192,0.0473,0.7208,-3.0147,-0.0951,1.3813
1193,0.0473,0.7194,-3.0178,-0.1075,1.3584
1194,0.0467,0.7201,-3.0178,-0.1017,1.3614
1195,0.0455,0.7192,-2.9482,-0.0076,1.4726
1196,0.0472,0.7228,-2.9993,-0.0692,1.4007
1197,0.0472,0.7186,-3.0178,-0.1099,1.3594
1198,0.0456,0.7239,-3.0042,-0.0591,1.411
1199,0.0474,0.7219,-2.993,-0.0694,1.4227
1200,0.0461,0.7178,-2.9611,-0.0472,1.4431
1201,0.047,0.7214,-2.9764,-0.0453,1.4453
1202,0.0473,0.7214,-3.0147,-0.0959,1.3809
1203,0.0454,0.7158,-2.9692,-0.054,1.415
1204,0.047,0.7214,-3.004,-0.0779,1.392
1205,0.047,0.7214,-3.004,-0.0779,1.392
1206,0.0477,0.7272,-2.9883,-0.0519,1.4215
1207,0.0473,0.721,-3.0147,-0.0965,1.3797
1208,0.0459,0.7209,-2.9965,-0.0622,1.4003
1209,0.0469,0.7183,-3.0226,-0.1022,1.3674
1210,0.0468,0.7208,-3.007,-0.0829,1.3791
1211,0.0472,0.7223,-2.9923,-0.0617,1.4076
1212,0.046,0.7263,-2.9808,-0.0357,1.4709
1213,0.0465,0.7199,-3.0181,-0.0939,1.3664
1214,0.0477,0.7192,-3.0153,-0.094,1.3804
1215,0.0466,0.722,-3.0073,-0.0688,1.3892
1216,0.0472,0.7225,-3.0041,-0.0746,1.4019
1217,0.0461,0.72,-3.007,-0.0754,1.38
1218,0.0472,0.7188,-3.0037,-0.0931,1.3935
1219,0.0471,0.7207,-3.0073,-0.0771,1.394
1220,0.0469,0.7199,-3.0116,-0.0981,1.364
1221,0.0475,0.7255,-2.9886,-0.0545,1.4203
1222,0.0466,0.721,-3.0266,-0.1103,1.347
1223,0.0471,0.7217,-2.9993,-0.0692,1.3979
1224,0.0467,0.7223,-2.9965,-0.0625,1.3999
1225,0.0467,0.7213,-3.0073,-0.0733,1.3813
1226,0.0477,0.7236,-2.9895,-0.066,1.4344
1227,0.0478,0.7194,-3.0231,-0.1078,1.3765
1228,0.047,0.7214,-3.004,-0.0779,1.392
1229,0.0455,0.7228,-3.0159,-0.0622,1.4163
1230,0.0476,0.7193,-3.0226,-0.1106,1.3683
1231,0.0475,0.7222,-2.9885,-0.0733,1.4039
1232,0.0472,0.7131,-3.0412,-0.1502,1.3016
1233,0.0474,0.7244,-3.0079,-0.0925,1.3615
1234,0.0475,0.721,-3.0075,-0.0785,1.3897
1235,0.0469,0.7229,-2.9886,-0.0488,1.4177
1236,0.0462,0.719,-3.0102,-0.086,1.3687
1237,0.047,0.7186,-3.0104,-0.106,1.3454
1238,0.0468,0.7208,-2.9993,-0.0731,1.3883
1239,0.0454,0.7212,-2.988,-0.0283,1.4384
1240,0.0467,0.7185,-3.0222,-0.105,1.3583
1241,0.048,0.7256,-2.9845,-0.0494,1.4685
1242,0.0474,0.7223,-3.0037,-0.0813,1.3897
1243,0.0462,0.7218,-3.0121,-0.0689,1.4154
1244,0.0478,0.7226,-3.0118,-0.0893,1.397
1245,0.0473,0.7232,-2.9884,-0.0557,1.4044
1246,0.0462,0.7174,-2.9624,-0.0373,1.4429
1247,0.0477,0.7248,-2.9975,-0.068,1.4201
1248,0.0473,0.7202,-2.9995,-0.086,1.3922
1249,0.0469,0.7227,-2.9965,-0.0593,1.4101
1250,0.0473,0.7202,-3.0147,-0.0953,1.3804
1251,0.0471,0.7184,-3.0153,-0.1011,1.3506
1252,0.0472,0.7226,-3.0041,-0.0754,1.4006
1253,0.0456,0.7165,-2.9825,-0.0729,1.3882
1254,0.0473,0.717,-3.0329,-0.1373,1.328
1255,0.046,0.7188,-2.9803,-0.0586,1.4218
1256,0.046,0.7165,-2.9912,-0.0804,1.4001
1257,0.0475,0.7216,-2.9965,-0.053,1.4218
1258,0.0472,0.7262,-2.9722,-0.0348,1.4363
1259,0.0476,0.7194,-3.0118,-0.1002,1.3675
1260,0.047,0.7214,-3.004,-0.0779,1.392
1261,0.047,0.7243,-2.9931,-0.0591,1.4112
1262,0.0476,0.7214,-3.0038,-0.0826,1.3966
1263,0.0472,0.7245,-2.993,-0.0556,1.4202
1264,0.0471,0.7232,-2.9965,-0.0678,1.4018
1265,0.0474,0.7222,-3.0071,-0.0852,1.39
1266,0.0471,0.7242,-2.9965,-0.056,1.4201
1267,0.047,0.7229,-2.9965,-0.0562,1.4175
1268,0.0474,0.7249,-2.9895,-0.0518,1.4198
1269,0.0472,0.7214,-3.0181,-0.1016,1.3678
1270,0.0482,0.7193,-2.9764,-0.0681,1.431
1271,0.045,0.7235,-2.9959,-0.0513,1.4204
1272,0.0472,0.7224,-2.993,-0.0672,1.3951
1273,0.0467,0.7202,-2.9536,-0.0353,1.4498
1274,0.0467,0.721,-3.0147,-0.0879,1.3801
1275,0.0461,0.7171,-2.9799,-0.0764,1.4291
1276,0.0462,0.7232,-2.993,-0.0423,1.4372
1277,0.0473,0.7203,-3.0042,-0.0857,1.3799
1278,0.045,0.7244,-2.9912,-0.0444,1.4138
1279,0.0474,0.7226,-3.0008,-0.0716,1.4086
1280,0.0468,0.716,-3.0261,-0.1354,1.3088
1281,0.0476,0.7236,-3.0043,-0.0682,1.4187
1282,0.0463,0.7202,-3.0102,-0.0866,1.368
1283,0.0468,0.7207,-3.007,-0.0834,1.3804
1284,0.0468,0.7185,-3.0178,-0.1048,1.3574
1285,0.0443,0.7239,-2.9875,-0.0336,1.4371
1286,0.0459,0.7199,-2.9714,-0.053,1.4021
1287,0.0473,0.7244,-2.9965,-0.052,1.4257
1288,0.0474,0.7187,-3.0222,-0.1126,1.3571
1289,0.0469,0.7183,-3.0192,-0.1024,1.3693
1290,0.0466,0.7241,-2.9886,-0.0436,1.4095
1291,0.0445,0.7215,-3.0073,-0.056,1.3989
1292,0.0454,0.7199,-3.0189,-0.0976,1.3547
1293,0.0435,0.7204,-3.0301,-0.0832,1.3574
1294,0.0452,0.7223,-2.9921,-0.054,1.4095
1295,0.047,0.7212,-3.0118,-0.081,1.3989
1296,0.0473,0.7184,-3.0218,-0.129,1.3162
1297,0.0478,0.7233,-3.0043,-0.0727,1.4037
1298,0.045,0.7203,-3.0074,-0.0748,1.3971
1299,0.0484,0.7165,-2.9748,-0.1091,1.3689
1300,0.0464,0.7187,-3.0104,-0.092,1.379
1301,0.0468,0.7207,-3.0036,-0.079,1.3806
1302,0.0468,0.7206,-2.9722,-0.0412,1.4288
1303,0.0453,0.7168,-2.9913,-0.0757,1.3915
1304,0.0475,0.7208,-2.9891,-0.0515,1.4177
1305,0.0476,0.721,-3.004,-0.0885,1.352
1306,0.0463,0.7213,-3.0071,-0.072,1.3896
1307,0.0476,0.7194,-3.0118,-0.1045,1.3664
1308,0.0474,0.7212,-2.9959,-0.0812,1.4176
1309,0.0467,0.719,-3.007,-0.0829,1.3794
1310,0.0449,0.7222,-2.9886,-0.0442,1.4209
1311,0.0473,0.72,-3.0003,-0.0877,1.4072
1312,0.0469,0.721,-3.0071,-0.0797,1.3891
1313,0.0453,0.7241,-3.0045,-0.0471,1.4337
1314,0.046,0.7261,-2.9893,-0.0467,1.4611
1315,0.0469,0.7238,-2.9884,-0.0501,1.3988
1316,0.0473,0.7258,-2.9767,-0.0302,1.4392
1317,0.0459,0.717,-2.9803,-0.0734,1.3917
1318,0.0478,0.7232,-3.0153,-0.0898,1.3981
1319,0.0475,0.7204,-3.0008,-0.0755,1.3931
1320,0.0473,0.7201,-3.0075,-0.0876,1.3984
1321,0.045,0.7232,-2.9886,-0.0442,1.4252
1322,0.0475,0.7239,-3.0042,-0.0716,1.4102
1323,0.0593,0.7149,-1.6707,0.971,0.7342
1324,0.0466,0.7214,-3.0038,-0.0679,1.399
1325,0.047,0.7122,-3.0488,-0.1678,1.2915
1326,0.0469,0.7193,-3.015,-0.0876,1.3929
1327,0.0466,0.7213,-2.993,-0.0617,1.4029
1328,0.048,0.7232,-2.9792,-0.062,1.3643
1329,0.0469,0.7229,-2.9965,-0.0591,1.4105
1330,0.0469,0.7193,-3.0037,-0.0902,1.3589
1331,0.0473,0.7207,-3.0075,-0.0885,1.3763
1332,0.0463,0.7217,-3.0075,-0.065,1.3941
1333,0.0469,0.7216,-3.015,-0.0848,1.3889
1334,0.0473,0.718,-3.0185,-0.1026,1.3596
1335,0.0468,0.7177,-3.0072,-0.1107,1.3581
1336,0.0455,0.7219,-3.0003,-0.0749,1.4093
1337,0.0476,0.7223,-3.0073,-0.0913,1.4035
1338,0.047,0.7231,-2.9993,-0.0697,1.39
1339,0.0478,0.718,-2.9767,-0.0733,1.4243
1340,0.0466,0.7236,-2.9886,-0.043,1.407
1341,0.0478,0.7172,-2.9988,-0.1071,1.3782
1342,0.047,0.7214,-3.004,-0.0779,1.392
1343,0.0465,0.7209,-3.0181,-0.0933,1.3683
1344,0.0465,0.7273,-2.9803,-0.0199,1.4351
1345,0.0452,0.7185,-2.9911,-0.0604,1.4235
1346,0.0475,0.7216,-2.9876,-0.068,1.3944
1347,0.0468,0.7203,-3.0257,-0.11,1.3588
1348,0.0475,0.7235,-2.993,-0.061,1.4182
1349,0.0467,0.7249,-2.977,-0.0314,1.4207
1350,0.0473,0.7198,-3.0147,-0.0953,1.3793
1351,0.0471,0.72,-3.0144,-0.0982,1.3707
1352,0.0467,0.7222,-2.9965,-0.0625,1.4013
1353,0.0447,0.722,-3.0185,-0.0778,1.3773
1354,0.0471,0.721,-3.007,-0.083,1.3758
1355,0.0462,0.7162,-2.9988,-0.0988,1.3771
1356,0.0479,0.7228,-3.0156,-0.0862,1.409
1357,0.0463,0.7205,-2.9959,-0.0678,1.4167
1358,0.0462,0.7187,-2.98,-0.0553,1.4295
1359,0.0479,0.7128,-3.0222,-0.1533,1.3233
1360,0.0473,0.723,-3.0041,-0.075,1.4014
1361,0.046,0.7205,-3.0023,-0.0698,1.3774
1362,0.0469,0.7208,-2.9995,-0.0713,1.3863
1363,0.0472,0.7236,-3.0071,-0.0802,1.3808
1364,0.0469,0.7215,-2.9886,-0.0712,1.3859
1365,0.0475,0.7221,-3.0008,-0.0759,1.3942
1366,0.0472,0.7211,-3.0036,-0.0816,1.3809
1367,0.0473,0.7209,-3.0042,-0.0857,1.3808
1368,0.0473,0.7215,-3.0147,-0.0955,1.3806
1369,0.0471,0.72,-3.0144,-0.0982,1.3707
1370,0.0466,0.7195,-3.0073,-0.0735,1.3791
1371,0.0468,0.7195,-3.0038,-0.0828,1.4029
1372,0.0472,0.7185,-3.0252,-0.1191,1.3494
1373,0.0475,0.7211,-3.0038,-0.0785,1.3965
1374,0.0472,0.7216,-3.0041,-0.075,1.4004
1375,0.0472,0.7229,-3.0041,-0.0748,1.4012
1376,0.0461,0.7172,-3.0069,-0.0927,1.3852
1377,0.047,0.7247,-2.9965,-0.0593,1.4024
1378,0.047,0.7225,-3.0009,-0.0635,1.422
1379,0.0455,0.7191,-2.9722,-0.0456,1.4211
1380,0.0459,0.7236,-2.993,-0.0559,1.4324
1381,0.0463,0.7205,-3.0071,-0.0722,1.3892
1382,0.0466,0.7184,-3.0144,-0.1062,1.364
1383,0.0447,0.7151,-2.9988,-0.0876,1.3833
1384,0.0466,0.7185,-3.0218,-0.1205,1.3236
1385,0.0464,0.7205,-2.9993,-0.0671,1.3866
1386,0.0473,0.7189,-3.0178,-0.1099,1.36
1387,0.047,0.7239,-2.985,-0.0459,1.4341
1388,0.0454,0.7234,-2.993,-0.058,1.4297
1389,0.0464,0.7225,-2.9887,-0.0467,1.4098
1390,0.0478,0.725,-2.993,-0.0648,1.4485
1391,0.0603,0.7133,-1.6424,0.9851,0.7301
1392,0.047,0.7227,-3.0116,-0.0848,1.391
1393,0.0471,0.7224,-2.9965,-0.0678,1.4009
1394,0.047,0.7209,-3.015,-0.0892,1.3726
1395,0.0474,0.7241,-2.9852,-0.0539,1.4194
1396,0.0456,0.7199,-2.9919,-0.0783,1.3773
1397,0.046,0.7233,-2.993,-0.0542,1.4273
1398,0.0468,0.7191,-3.0257,-0.1089,1.359
1399,0.047,0.7253,-2.9803,-0.0387,1.4223
1400,0.0477,0.7199,-3.004,-0.1022,1.3818
1401,0.0468,0.7223,-2.9931,-0.0591,1.4065
1402,0.0473,0.7205,-3.0113,-0.103,1.3644
1403,0.0477,0.7245,-2.9965,-0.0646,1.4072
1404,0.0474,0.7182,-3.0154,-0.1087,1.3589
1405,0.0469,0.7217,-3.007,-0.0829,1.3723
1406,0.0452,0.7281,-2.9769,-0.0213,1.4827
1407,0.0472,0.7219,-3.0041,-0.0748,1.4006
1408,0.0473,0.7205,-2.9847,-0.0515,1.438
1409,0.0458,0.7195,-2.9624,-0.0319,1.4545
1410,0.0476,0.7195,-3.0118,-0.1006,1.3685
1411,0.047,0.7204,-3.0118,-0.0816,1.3961
1412,0.0472,0.719,-3.0218,-0.1157,1.3501
1413,0.0481,0.7179,-2.9876,-0.0891,1.4008
1414,0.0454,0.7163,-2.983,-0.0675,1.3987
1415,0.0474,0.7215,-3.015,-0.0985,1.3749
1416,0.046,0.7218,-2.9717,-0.0374,1.4552
1417,0.0478,0.7203,-3.0186,-0.1079,1.3376
1418,0.0464,0.7233,-2.9887,-0.0467,1.4006
1419,0.0468,0.7168,-3.037,-0.1312,1.3366
1420,0.047,0.7186,-3.0189,-0.1074,1.338
1421,0.0469,0.7236,-3.0123,-0.07,1.4221
1422,0.0469,0.7217,-3.007,-0.0834,1.3718
1423,0.048,0.7209,-3.0087,-0.0943,1.3844
1424,0.0474,0.7258,-2.993,-0.0522,1.4296
1425,0.047,0.7206,-3.015,-0.0876,1.3939
1426,0.0472,0.719,-3.015,-0.0986,1.3758
1427,0.0474,0.7256,-2.98,-0.0358,1.4586
1428,0.0465,0.72,-3.0144,-0.0909,1.3722
1429,0.0466,0.7231,-3.0079,-0.0534,1.4329
1430,0.0466,0.7178,-2.9904,-0.083,1.3882
1431,0.0479,0.7218,-3.0156,-0.1012,1.3765
1432,0.0473,0.7207,-3.0147,-0.0962,1.3779
1433,0.0465,0.7202,-2.9959,-0.0766,1.4104
1434,0.0469,0.7236,-3.0075,-0.0687,1.4084
1435,0.0471,0.7197,-3.0144,-0.0982,1.3716
1436,0.047,0.7199,-3.0226,-0.1061,1.3686
1437,0.0467,0.7198,-3.007,-0.0829,1.3796
1438,0.047,0.7209,-2.9965,-0.0759,1.4049
1439,0.0476,0.7254,-3.0011,-0.0564,1.4433
1440,0.0468,0.7188,-3.0116,-0.0981,1.3636
1441,0.0467,0.7227,-2.9913,-0.053,1.4054
1442,0.0481,0.7218,-2.9847,-0.0641,1.4419
1443,0.0461,0.721,-3.0182,-0.0944,1.3471
1444,0.0477,0.7229,-2.9959,-0.0648,1.4056
1445,0.047,0.7214,-3.004,-0.0779,1.392
1446,0.0472,0.7229,-3.0041,-0.0748,1.4017
1447,0.0468,0.7249,-2.9767,-0.0276,1.4383
1448,0.0461,0.7182,-2.9605,-0.0371,1.4263
1449,0.0473,0.7267,-2.9965,-0.0392,1.4456
1450,0.0472,0.7192,-2.9969,-0.0687,1.4048
1451,0.0462,0.7194,-3.0257,-0.1016,1.3614
1452,0.0474,0.7216,-3.0008,-0.0716,1.4096
1453,0.0468,0.7248,-2.9975,-0.0551,1.438
1454,0.0477,0.7185,-3.0231,-0.1228,1.3454
1455,0.0472,0.723,-2.9767,-0.0478,1.4315
1456,0.0471,0.72,-3.0111,-0.0944,1.3715
1457,0.0472,0.7196,-2.9832,-0.0715,1.4016
1458,0.0479,0.7188,-3.0271,-0.1251,1.3531
1459,0.0469,0.7209,-3.0116,-0.0843,1.3938
1460,0.0472,0.7229,-3.0041,-0.0748,1.4017
1461,0.0467,0.7225,-3.0041,-0.0702,1.4056
1462,0.046,0.7178,-2.983,-0.0697,1.4007
1463,0.0469,0.7229,-2.9965,-0.0591,1.4105
1464,0.0471,0.721,-2.9848,-0.0804,1.3779
1465,0.047,0.7223,-2.9993,-0.0698,1.3983
1466,0.0468,0.7204,-3.007,-0.0829,1.3797
1467,0.0473,0.7262,-2.9965,-0.0529,1.435
1468,0.048,0.7157,-2.9876,-0.094,1.3988
1469,0.0468,0.7228,-3.0114,-0.0862,1.3703
1470,0.0456,0.725,-2.9885,-0.0459,1.4356
1471,0.0471,0.7218,-3.0071,-0.0797,1.3804
1472,0.0468,0.7222,-3.004,-0.0655,1.4058
1473,0.0468,0.7215,-2.9959,-0.0802,1.3787
1474,0.047,0.7214,-3.004,-0.0779,1.392
1475,0.0452,0.7218,-2.9994,-0.0613,1.4126
1476,0.0464,0.7214,-2.9965,-0.0578,1.3982
1477,0.0465,0.7239,-2.9887,-0.0467,1.4023
1478,0.0452,0.7223,-2.9995,-0.0535,1.4215
1479,0.046,0.7133,-2.9952,-0.097,1.3814
1480,0.0453,0.7146,-3.0024,-0.0981,1.3694
1481,0.0454,0.7239,-2.9886,-0.0467,1.4245
1482,0.0475,0.724,-2.9965,-0.0613,1.4196
1483,0.0473,0.7197,-3.0079,-0.0911,1.3805
1484,0.0473,0.7226,-2.9895,-0.0662,1.3898
1485,0.0468,0.724,-3.001,-0.0557,1.4366
1486,0.0471,0.7232,-2.9965,-0.0556,1.419
1487,0.0454,0.7208,-3.0003,-0.0749,1.4086
1488,0.0466,0.7194,-3.0185,-0.0902,1.3766
1489,0.0451,0.7242,-2.9886,-0.0442,1.4165
1490,0.0462,0.722,-3.0075,-0.0608,1.4018
1491,0.0471,0.7217,-3.0118,-0.0814,1.3992
1492,0.0466,0.7235,-2.993,-0.0508,1.4239
1493,0.0457,0.7216,-3.0153,-0.0771,1.3986
1494,0.0458,0.7187,-2.9791,-0.0589,1.413
1495,0.0465,0.7224,-2.9993,-0.062,1.401
1496,0.0474,0.7215,-3.0121,-0.0831,1.3908
1497,0.0475,0.7194,-3.0181,-0.1078,1.3668
1498,0.0475,0.7205,-2.9886,-0.0741,1.413
1499,0.0455,0.7151,-2.9941,-0.0996,1.3562
1500,0.0474,0.7229,-3.0042,-0.0724,1.4108
1501,0.0473,0.7199,-3.0266,-0.1068,1.3782
1502,0.0462,0.7188,-3.0144,-0.0924,1.3563
1503,0.0473,0.7233,-3.0003,-0.0721,1.3898
1504,0.0466,0.7227,-2.9994,-0.0579,1.4082
1505,0.0474,0.722,-3.0042,-0.0716,1.4091
1506,0.0465,0.7268,-2.9803,-0.0199,1.4348
1507,0.0461,0.7205,-2.9708,-0.0362,1.4717
1508,0.0466,0.72,-3.0185,-0.0909,1.3769
1509,0.0475,0.721,-3.0116,-0.0926,1.3891
1510,0.0467,0.7199,-3.0036,-0.079,1.3798
1511,0.0466,0.7218,-2.9885,-0.0542,1.3971
1512,0.0472,0.7262,-3.0006,-0.059,1.4333
1513,0.0461,0.7203,-3.0231,-0.0894,1.3866
1514,0.047,0.7234,-2.9886,-0.0484,1.4198
1515,0.0467,0.7247,-2.9959,-0.0579,1.409
1516,0.0451,0.7235,-2.992,-0.0437,1.4502
1517,0.0466,0.7153,-3.0224,-0.1266,1.3559
1518,0.0473,0.7161,-3.0329,-0.1373,1.3291
1519,0.0467,0.7196,-3.0104,-0.0966,1.3554
1520,0.0475,0.726,-2.9848,-0.0413,1.4411
1521,0.0471,0.7227,-2.9965,-0.0678,1.4015
1522,0.0472,0.7221,-3.0041,-0.0748,1.4006
1523,0.0447,0.7213,-3.0004,-0.0507,1.4115
1524,0.0474,0.7158,-3.0301,-0.1265,1.3294
1525,0.0456,0.7239,-3.0042,-0.0591,1.411
1526,0.0456,0.7224,-2.9965,-0.0676,1.4057
1527,0.0479,0.7206,-3.0077,-0.0913,1.3862
1528,0.0467,0.7215,-3.0147,-0.0879,1.3806
1529,0.0465,0.7183,-3.0195,-0.1103,1.3464
1530,0.045,0.7234,-2.985,-0.0416,1.4388
1531,0.0471,0.7229,-2.9965,-0.065,1.4006
1532,0.047,0.7236,-2.9965,-0.0593,1.4016
1533,0.0475,0.7203,-3.0042,-0.0759,1.3929
1534,0.0471,0.7199,-3.0144,-0.0982,1.3713
1535,0.0457,0.7211,-3.0041,-0.0726,1.4287
1536,0.0478,0.7226,-2.9965,-0.0622,1.4118
1537,0.0475,0.7187,-3.0189,-0.1002,1.3663
1538,0.0471,0.7225,-2.9876,-0.0646,1.4237
1539,0.047,0.7223,-2.9993,-0.0726,1.3905
1540,0.0473,0.7207,-3.0147,-0.0965,1.3799
1541,0.0468,0.7219,-3.004,-0.0644,1.4114
1542,0.0469,0.7186,-3.0116,-0.0892,1.3729
1543,0.0467,0.7212,-3.0147,-0.0877,1.3818
1544,0.0445,0.7209,-2.9959,-0.0512,1.4241
1545,0.0471,0.7199,-3.0144,-0.0987,1.3712
1546,0.0474,0.719,-3.015,-0.1068,1.3596
1547,0.0464,0.7179,-3.029,-0.1178,1.3368
1548,0.047,0.7223,-3.0073,-0.0749,1.398
1549,0.0471,0.7193,-3.0144,-0.0982,1.3721
1550,0.047,0.7233,-3.0116,-0.0848,1.3902
1551,0.0472,0.7216,-3.0041,-0.0748,1.3999
1552,0.0482,0.7192,-2.98,-0.0686,1.4309
1553,0.047,0.7203,-3.0178,-0.1044,1.3496
1554,0.0471,0.7236,-2.9929,-0.0605,1.4427
1555,0.0474,0.7215,-3.0038,-0.0915,1.4086
1556,0.0473,0.7224,-2.9965,-0.0647,1.4113
1557,0.0478,0.722,-2.985,-0.0705,1.4232
1558,0.0475,0.7185,-3.0192,-0.1099,1.3664
1559,0.047,0.724,-3.0042,-0.0669,1.4152
1560,0.047,0.7217,-2.9965,-0.0562,1.4169
1561,0.0472,0.7215,-2.9965,-0.0787,1.3817
1562,0.0452,0.7219,-3.0036,-0.0761,1.4064
1563,0.047,0.7214,-3.004,-0.0779,1.392
1564,0.0467,0.7226,-2.9887,-0.0521,1.4103
1565,0.0461,0.7184,-2.9795,-0.0472,1.438
1566,0.0472,0.7216,-3.0041,-0.075,1.4004
1567,0.0465,0.7139,-3.002,-0.1115,1.3444
1568,0.0472,0.7211,-2.9931,-0.0727,1.4129
1569,0.0464,0.722,-3.0023,-0.0725,1.3678
1570,0.0471,0.7239,-3.0041,-0.0651,1.4205
1571,0.0468,0.7207,-3.007,-0.0834,1.3804
1572,0.0473,0.7212,-3.0004,-0.0691,1.4069
1573,0.0471,0.7218,-3.0119,-0.0994,1.3673
1574,0.0459,0.7196,-2.9958,-0.0548,1.4005
1575,0.047,0.7188,-2.9995,-0.0877,1.3946
1576,0.0475,0.7216,-3.0116,-0.0885,1.3892
1577,0.0463,0.7155,-2.974,-0.061,1.4195
1578,0.0473,0.7199,-2.9965,-0.0771,1.3977
1579,0.0476,0.7153,-3.0335,-0.1389,1.3207
1580,0.0476,0.7193,-3.0261,-0.1136,1.3693
1581,0.047,0.7209,-2.9965,-0.0759,1.4049
1582,0.0466,0.7166,-3.0329,-0.1297,1.3293
1583,0.047,0.72,-3.0185,-0.0969,1.3763
1584,0.0456,0.7208,-3.0073,-0.0777,1.4029
1585,0.0472,0.7211,-2.9965,-0.0729,1.4137
1586,0.0471,0.7174,-3.0218,-0.1209,1.3388
1587,0.0471,0.7234,-2.9848,-0.0507,1.4468
1588,0.0465,0.7216,-3.0071,-0.0866,1.3517
1589,0.0456,0.7242,-2.9885,-0.0459,1.4349
1590,0.0466,0.7275,-2.9803,-0.0233,1.4354
1591,0.0467,0.72,-3.0147,-0.0906,1.3839
1592,0.0465,0.7241,-2.983,-0.0357,1.4073
1593,0.0473,0.722,-2.9959,-0.0667,1.4391
1594,0.0478,0.7202,-3.0121,-0.1021,1.3747
1595,0.047,0.7209,-2.9965,-0.0759,1.4049
1596,0.0471,0.7199,-3.0144,-0.0987,1.3713
1597,0.0467,0.7177,-3.0231,-0.1035,1.3632
1598,0.0474,0.7214,-2.9995,-0.0742,1.3842
1599,0.0459,0.7229,-2.9806,-0.0516,1.4098
1600,0.0473,0.7212,-3.004,-0.0881,1.3761
1601,0.0472,0.7192,-3.0038,-0.081,1.3818
1602,0.0438,0.7186,-3.0142,-0.077,1.3606
1603,0.0479,0.7215,-3.0153,-0.0942,1.3833
1604,0.0472,0.724,-2.9815,-0.0413,1.4261
1605,0.0466,0.7235,-2.9886,-0.043,1.42
1606,0.0449,0.7196,-3.0257,-0.0963,1.3613
1607,0.0476,0.7225,-3.0116,-0.0924,1.3908
1608,0.0455,0.7208,-2.9498,-0.0132,1.4836
1609,0.0467,0.7221,-3.0004,-0.0655,1.405
1610,0.0465,0.7179,-3.0189,-0.115,1.3254
1611,0.0472,0.7206,-3.0036,-0.0844,1.3811
1612,0.0469,0.718,-2.9674,-0.0675,1.4153
1613,0.0462,0.7185,-2.983,-0.0546,1.4066
1614,0.0477,0.7246,-2.9965,-0.0575,1.429
1615,0.0468,0.7175,-3.0178,-0.1044,1.3589
1616,0.0477,0.7186,-3.0085,-0.1016,1.3746
1617,0.0457,0.7178,-2.9623,-0.0448,1.4359
1618,0.0467,0.7218,-2.9993,-0.0788,1.3952
1619,0.0476,0.7238,-3.0116,-0.0928,1.3895
1620,0.0471,0.7203,-3.0041,-0.0887,1.372
1621,0.0465,0.7213,-2.9993,-0.0734,1.4079
1622,0.0454,0.7228,-3.0041,-0.0625,1.402
1623,0.0474,0.7225,-3.0008,-0.0712,1.4093
1624,0.0473,0.7221,-3.0121,-0.079,1.4058
1625,0.0471,0.7196,-3.0144,-0.0982,1.372
1626,0.0457,0.7089,-3.0203,-0.1393,1.3461
1627,0.0459,0.7217,-2.993,-0.0545,1.4245
1628,0.0471,0.7247,-2.9805,-0.0345,1.4272
1629,0.0468,0.7164,-3.037,-0.1312,1.338
1630,0.0455,0.7183,-2.9718,-0.0421,1.43
1631,0.0473,0.7249,-2.9848,-0.0513,1.449
