,T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
1288,0.0551,0.9424,-0.1721,3.0393,2.3486
1289,0.0556,0.9506,-0.1621,3.0392,2.3871
1290,0.0555,0.9494,-0.1405,3.039,2.3841
1291,0.056,0.953,-0.1374,3.0388,2.4128
1292,0.056,0.9491,-0.1634,3.039,2.3987
1293,0.0555,0.9498,-0.1532,3.039,2.3897
1294,0.0557,0.9527,-0.1418,3.0389,2.406
1295,0.0558,0.9504,-0.1526,3.0389,2.4072
1296,0.0549,0.9479,-0.1644,3.0393,2.3759
1297,0.0556,0.9516,-0.1328,3.0389,2.3928
1298,0.0554,0.9505,-0.1642,3.039,2.3929
1299,0.0557,0.9491,-0.1701,3.0389,2.4172
1300,0.0556,0.951,-0.1109,3.0389,2.3993
1301,0.0557,0.9499,-0.147,3.039,2.3936
1302,0.0549,0.9483,-0.1553,3.0392,2.3733
1303,0.0558,0.9537,-0.1514,3.0391,2.3971
1304,0.0557,0.9524,-0.1552,3.039,2.406
1305,0.0554,0.9475,-0.1715,3.0391,2.3815
1306,0.0557,0.9477,-0.1716,3.0391,2.3771
1307,0.0559,0.9513,-0.1345,3.0389,2.402
1308,0.0552,0.9518,-0.1688,3.0392,2.3586
1309,0.0548,0.9477,-0.1849,3.0392,2.3676
1310,0.0555,0.9471,-0.1787,3.0391,2.3808
1311,0.0555,0.9475,-0.1698,3.0391,2.3836
1312,0.0562,0.9559,-0.1555,3.0388,2.419
1313,0.0561,0.9527,-0.1312,3.0389,2.4019
1314,0.0558,0.9525,-0.1354,3.0389,2.4114
1315,0.0551,0.9473,-0.1719,3.0392,2.3787
1316,0.0557,0.9518,-0.1643,3.0391,2.3756
1317,0.056,0.95,-0.1429,3.0389,2.3943
1318,0.0555,0.949,-0.171,3.0392,2.3744
1319,0.0553,0.9473,-0.1703,3.0391,2.3935
1320,0.0555,0.9524,-0.157,3.039,2.4071
1321,0.0555,0.9482,-0.1695,3.0391,2.3759
1322,0.056,0.9516,-0.1481,3.0389,2.3901
1323,0.0902,0.8715,-0.1359,2.655,1.801
1324,0.0562,0.9519,-0.1435,3.0388,2.4141
1325,0.0558,0.9543,-0.1635,3.039,2.3938
1326,0.0549,0.9477,-0.1794,3.0393,2.3541
1327,0.0553,0.9519,-0.1634,3.0391,2.3702
1328,0.0559,0.9513,-0.1499,3.0388,2.4126
1329,0.0555,0.9527,-0.1572,3.0391,2.3983
1330,0.0552,0.9486,-0.1573,3.0391,2.3794
1331,0.0556,0.9503,-0.1759,3.0391,2.3866
1332,0.0554,0.9481,-0.1584,3.0391,2.3892
1333,0.0554,0.9456,-0.1669,3.0389,2.3914
1334,0.0557,0.952,-0.1518,3.039,2.396
1335,0.0551,0.9469,-0.1617,3.0391,2.3861
1336,0.0563,0.952,-0.1469,3.0388,2.4059
1337,0.056,0.9511,-0.1303,3.0388,2.4113
1338,0.0556,0.9515,-0.1406,3.0389,2.4028
1339,0.0549,0.9519,-0.1797,3.0393,2.3749
1340,0.0552,0.9472,-0.1757,3.0393,2.3746
1341,0.0559,0.9512,-0.1745,3.0389,2.4072
1342,0.0549,0.9476,-0.1665,3.0394,2.3473
1343,0.0557,0.9467,-0.1675,3.039,2.3951
1344,0.0553,0.9493,-0.1679,3.0392,2.3836
1345,0.055,0.9483,-0.1636,3.0391,2.3957
1346,0.0558,0.9502,-0.1542,3.039,2.3968
1347,0.0557,0.9483,-0.1681,3.0389,2.3983
1348,0.0555,0.9482,-0.1587,3.0391,2.3946
1349,0.0559,0.9512,-0.1645,3.0389,2.3875
1350,0.0559,0.9526,-0.1398,3.0389,2.4082
1351,0.0555,0.9508,-0.1628,3.0391,2.3871
1352,0.0553,0.95,-0.1575,3.0391,2.4049
1353,0.0554,0.9495,-0.1576,3.0391,2.3787
1354,0.0553,0.9458,-0.1663,3.0392,2.3606
1355,0.0553,0.9476,-0.1743,3.0392,2.3677
1356,0.0556,0.9495,-0.1784,3.039,2.3987
1357,0.0553,0.9503,-0.1445,3.0391,2.3813
1358,0.0557,0.9512,-0.141,3.0389,2.41
1359,0.0551,0.949,-0.1734,3.0391,2.3836
1360,0.0548,0.9483,-0.1666,3.0394,2.3656
1361,0.0548,0.9491,-0.1784,3.0393,2.3849
1362,0.0559,0.9478,-0.1613,3.039,2.3895
1363,0.0555,0.9501,-0.1671,3.0391,2.3885
1364,0.0557,0.949,-0.1479,3.0389,2.4048
1365,0.056,0.9532,-0.1264,3.039,2.3923
1366,0.0555,0.9497,-0.151,3.039,2.4051
1367,0.0552,0.9455,-0.1595,3.0391,2.3825
1368,0.0553,0.9492,-0.146,3.0392,2.37
1369,0.0557,0.9434,-0.1805,3.039,2.3924
1370,0.0561,0.9499,-0.1329,3.0388,2.4162
1371,0.0561,0.9521,-0.1278,3.0389,2.4088
1372,0.0561,0.9537,-0.148,3.0388,2.4131
1373,0.0555,0.9522,-0.1801,3.0392,2.3909
1374,0.0553,0.9503,-0.1547,3.0392,2.3829
1375,0.0558,0.9504,-0.1568,3.0391,2.3885
1376,0.0554,0.9483,-0.1488,3.0392,2.3772
1377,0.0549,0.9454,-0.1555,3.0392,2.3688
1378,0.0558,0.9513,-0.1693,3.0389,2.408
1379,0.0556,0.9488,-0.157,3.0392,2.362
1380,0.0554,0.943,-0.1671,3.039,2.3885
1381,0.0549,0.9438,-0.1785,3.0391,2.381
1382,0.0557,0.9515,-0.159,3.039,2.3865
1383,0.0555,0.9512,-0.1671,3.0391,2.3886
1384,0.0553,0.9501,-0.1795,3.0391,2.4048
1385,0.0553,0.9463,-0.1604,3.039,2.3901
1386,0.0553,0.9492,-0.1691,3.0391,2.3911
1387,0.0555,0.9488,-0.1699,3.0391,2.3804
1388,0.0551,0.9499,-0.1847,3.0393,2.3757
1389,0.0548,0.9474,-0.1841,3.0394,2.3547
1390,0.0551,0.9477,-0.1367,3.0391,2.3819
1391,0.0887,0.8749,-0.1289,2.6579,1.8404
1392,0.055,0.9497,-0.1751,3.0394,2.3611
1393,0.0554,0.9502,-0.1467,3.039,2.397
1394,0.0562,0.9492,-0.1539,3.0388,2.4131
1395,0.0557,0.9517,-0.1581,3.0389,2.4229
1396,0.0555,0.9501,-0.1622,3.0391,2.3775
1397,0.0545,0.9435,-0.1871,3.0393,2.3718
1398,0.056,0.9503,-0.1439,3.0388,2.4148
1399,0.0561,0.9528,-0.1321,3.0388,2.414
1400,0.0557,0.9497,-0.1582,3.039,2.3973
1401,0.0551,0.9459,-0.1801,3.0393,2.3643
1402,0.0553,0.9443,-0.1578,3.0391,2.3735
1403,0.056,0.953,-0.1415,3.0389,2.4063
1404,0.056,0.952,-0.1452,3.0388,2.4092
1405,0.0541,0.9433,-0.1871,3.0392,2.3982
1406,0.056,0.9491,-0.1441,3.0388,2.4116
1407,0.0559,0.9483,-0.1428,3.0388,2.4253
1408,0.0553,0.9527,-0.1802,3.0393,2.3807
1409,0.0548,0.9503,-0.185,3.0393,2.3718
1410,0.0549,0.9492,-0.1743,3.0392,2.354
1411,0.0555,0.949,-0.1625,3.0389,2.4058
1412,0.0555,0.95,-0.1623,3.0392,2.3699
1413,0.0559,0.9494,-0.1574,3.0389,2.3961
1414,0.0548,0.9427,-0.1781,3.0394,2.3621
1415,0.0559,0.9506,-0.1447,3.039,2.3936
1416,0.0549,0.949,-0.1747,3.0394,2.3684
1417,0.0553,0.9461,-0.1598,3.039,2.3858
1418,0.0558,0.9493,-0.1597,3.0389,2.4056
1419,0.0558,0.9536,-0.1321,3.0389,2.407
1420,0.0547,0.9451,-0.1742,3.0393,2.3821
1421,0.0549,0.9471,-0.1791,3.0392,2.3943
1422,0.0554,0.9489,-0.1686,3.0389,2.3998
1423,0.0554,0.9474,-0.1611,3.039,2.3987
1424,0.055,0.9475,-0.1731,3.0391,2.3834
1425,0.0552,0.9468,-0.1508,3.039,2.3962
1426,0.055,0.9537,-0.1534,3.0392,2.3872
1427,0.0559,0.9502,-0.1641,3.0388,2.4101
1428,0.0562,0.9526,-0.1328,3.0388,2.4049
1429,0.0556,0.9494,-0.1728,3.0389,2.4085
1430,0.0558,0.9507,-0.1705,3.039,2.3965
1431,0.0551,0.9478,-0.1812,3.0393,2.368
1432,0.0553,0.9467,-0.1662,3.0391,2.3848
1433,0.0559,0.951,-0.1655,3.0389,2.401
1434,0.0555,0.9512,-0.1702,3.0391,2.3916
1435,0.0556,0.9508,-0.1657,3.039,2.3963
1436,0.0559,0.9521,-0.1468,3.0389,2.4054
1437,0.0558,0.9539,-0.1547,3.039,2.3986
1438,0.0559,0.9498,-0.1725,3.039,2.3924
1439,0.0557,0.952,-0.1404,3.0389,2.4121
1440,0.0557,0.9506,-0.1554,3.0389,2.4108
1441,0.0557,0.9525,-0.1574,3.0389,2.4087
1442,0.0556,0.9506,-0.1449,3.039,2.3898
1443,0.0558,0.9501,-0.1601,3.0389,2.404
1444,0.0562,0.9508,-0.1517,3.0389,2.4083
1445,0.056,0.9507,-0.161,3.0388,2.417
1446,0.0562,0.9519,-0.1134,3.0387,2.4289
1447,0.0559,0.9493,-0.1497,3.039,2.3814
1448,0.0561,0.9529,-0.1232,3.0388,2.4041
1449,0.0556,0.9512,-0.1558,3.039,2.3986
1450,0.0559,0.9484,-0.1574,3.039,2.3933
1451,0.0557,0.9479,-0.1546,3.039,2.3917
1452,0.0559,0.9508,-0.153,3.0389,2.3976
1453,0.0553,0.9456,-0.1603,3.0391,2.3857
1454,0.0555,0.954,-0.151,3.0391,2.3851
1455,0.0559,0.949,-0.1476,3.039,2.3819
1456,0.0549,0.9501,-0.1658,3.0393,2.3637
1457,0.0557,0.9508,-0.1707,3.0392,2.3757
1458,0.056,0.9504,-0.16,3.0389,2.4007
1459,0.0553,0.9517,-0.1691,3.0392,2.359
1460,0.0561,0.9506,-0.1498,3.039,2.394
1461,0.0557,0.9482,-0.1485,3.0389,2.4057
1462,0.0557,0.9476,-0.1612,3.0391,2.373
1463,0.0545,0.9491,-0.1705,3.0393,2.3633
1464,0.0553,0.9505,-0.1774,3.0393,2.383
1465,0.0557,0.95,-0.1539,3.0389,2.4036
1466,0.0561,0.9483,-0.1299,3.0388,2.4159
1467,0.0552,0.9511,-0.1717,3.0391,2.3966
1468,0.0555,0.95,-0.1621,3.039,2.3825
1469,0.0552,0.9504,-0.1655,3.0391,2.4075
1470,0.055,0.9509,-0.1541,3.0392,2.3789
1471,0.0551,0.9486,-0.1773,3.0393,2.3698
1472,0.0556,0.9511,-0.1741,3.0392,2.3886
1473,0.0554,0.9468,-0.1706,3.0391,2.3782
1474,0.0545,0.9481,-0.1681,3.0393,2.3649
1475,0.0555,0.9493,-0.1596,3.0391,2.382
1476,0.056,0.9518,-0.1526,3.0392,2.3695
1477,0.0559,0.949,-0.1479,3.0389,2.4025
1478,0.0556,0.9483,-0.1634,3.0389,2.4048
1479,0.0553,0.9485,-0.1631,3.0391,2.3716
1480,0.0557,0.9481,-0.1759,3.039,2.3961
1481,0.0555,0.949,-0.1672,3.0392,2.3698
1482,0.0558,0.9528,-0.1296,3.0389,2.4012
1483,0.0549,0.949,-0.182,3.0391,2.3806
1484,0.0553,0.9444,-0.1759,3.0389,2.4096
1485,0.0558,0.9529,-0.1587,3.039,2.398
1486,0.0548,0.9458,-0.1805,3.0392,2.375
1487,0.0552,0.9506,-0.1715,3.0391,2.3858
1488,0.0555,0.9495,-0.1695,3.039,2.3924
1489,0.0557,0.9504,-0.1579,3.0389,2.4043
1490,0.0557,0.947,-0.164,3.0391,2.3712
1491,0.0552,0.9483,-0.1754,3.0392,2.3778
1492,0.0556,0.9518,-0.1643,3.0389,2.3938
1493,0.0559,0.9509,-0.1409,3.0389,2.4091
1494,0.0552,0.9505,-0.1764,3.0393,2.3562
1495,0.056,0.9502,-0.15,3.0388,2.4165
1496,0.0558,0.9489,-0.157,3.039,2.3881
1497,0.0552,0.9499,-0.1552,3.0391,2.3776
1498,0.0555,0.9485,-0.1768,3.0394,2.3723
1499,0.0558,0.9494,-0.16,3.039,2.4014
1500,0.0555,0.947,-0.1634,3.0391,2.3896
1501,0.0555,0.9496,-0.1745,3.0391,2.3986
1502,0.0556,0.9468,-0.1603,3.0392,2.378
1503,0.0553,0.9469,-0.1745,3.0392,2.3785
1504,0.0559,0.9496,-0.1475,3.0389,2.3899
1505,0.0557,0.9507,-0.1459,3.0389,2.3971
1506,0.0561,0.949,-0.1623,3.0389,2.3999
1507,0.0555,0.9527,-0.1647,3.0391,2.3945
1508,0.0559,0.9536,-0.1559,3.0389,2.3877
1509,0.0557,0.9501,-0.1534,3.039,2.4023
1510,0.0552,0.9482,-0.1659,3.0392,2.3826
1511,0.0556,0.9502,-0.1472,3.039,2.4137
1512,0.0548,0.9509,-0.1681,3.0393,2.3749
1513,0.0559,0.9527,-0.1601,3.0389,2.3927
1514,0.0554,0.9492,-0.18,3.039,2.3924
1515,0.0559,0.9493,-0.1417,3.039,2.3957
1516,0.0554,0.9507,-0.1625,3.0391,2.377
1517,0.0558,0.9472,-0.1506,3.039,2.3716
1518,0.0559,0.9484,-0.1326,3.0389,2.3977
1519,0.0557,0.948,-0.1486,3.039,2.3807
1520,0.0557,0.9489,-0.1542,3.039,2.3814
1521,0.0557,0.9507,-0.1487,3.0388,2.4083
1522,0.0558,0.9507,-0.1654,3.039,2.3931
1523,0.0554,0.9483,-0.1695,3.0392,2.3468
1524,0.0552,0.9502,-0.1684,3.0392,2.3694
1525,0.0553,0.9489,-0.1292,3.039,2.3963
1526,0.0561,0.9504,-0.1533,3.0392,2.367
1527,0.0555,0.95,-0.1561,3.0389,2.4067
1528,0.0559,0.948,-0.1766,3.0389,2.4058
1529,0.0552,0.9508,-0.1667,3.0391,2.4024
1530,0.0554,0.9505,-0.1676,3.0391,2.3885
1531,0.0559,0.951,-0.1456,3.0389,2.4065
1532,0.0551,0.9474,-0.1617,3.0393,2.3598
1533,0.0551,0.95,-0.1664,3.0391,2.3966
1534,0.0559,0.9507,-0.1494,3.039,2.3768
1535,0.0549,0.9476,-0.1731,3.0393,2.3635
1536,0.0549,0.9489,-0.1788,3.0393,2.3719
1537,0.0556,0.9462,-0.1519,3.0391,2.3807
1538,0.055,0.9486,-0.1629,3.0392,2.3732
1539,0.0558,0.9468,-0.1373,3.039,2.387
1540,0.0554,0.9519,-0.1628,3.0393,2.38
1541,0.0559,0.9517,-0.1674,3.0391,2.3909
1542,0.0559,0.9511,-0.1479,3.039,2.3923
1543,0.0555,0.9466,-0.1431,3.039,2.3818
1544,0.0557,0.9524,-0.15,3.0392,2.3761
1545,0.055,0.95,-0.1513,3.0393,2.3742
1546,0.0555,0.9467,-0.1716,3.0389,2.4043
1547,0.0553,0.9451,-0.1692,3.039,2.3912
1548,0.0558,0.9489,-0.1471,3.0388,2.4096
1549,0.0557,0.9486,-0.1747,3.0389,2.4045
1550,0.0559,0.9558,-0.1414,3.0388,2.4292
1551,0.0549,0.9459,-0.1616,3.0391,2.3812
1552,0.0559,0.9506,-0.1653,3.0388,2.4193
1553,0.0555,0.9482,-0.1695,3.0392,2.3686
1554,0.0551,0.9523,-0.177,3.0393,2.3598
1555,0.0557,0.9521,-0.1421,3.0391,2.3829
1556,0.0558,0.9518,-0.1347,3.0389,2.4033
1557,0.056,0.9532,-0.1443,3.0389,2.4065
1558,0.0552,0.9511,-0.1592,3.0389,2.4101
1559,0.056,0.9501,-0.1595,3.0388,2.4136
1560,0.056,0.9505,-0.1614,3.039,2.3785
1561,0.0557,0.9499,-0.1485,3.0389,2.406
1562,0.0554,0.9498,-0.1731,3.0391,2.3818
1563,0.0556,0.9498,-0.1748,3.0391,2.3841
1564,0.0559,0.9501,-0.1381,3.0389,2.3948
1565,0.055,0.9458,-0.1745,3.0391,2.3883
1566,0.0546,0.9478,-0.1765,3.0392,2.38
1567,0.0554,0.9474,-0.1691,3.0391,2.3939
1568,0.0556,0.9493,-0.1819,3.0389,2.4088
1569,0.0554,0.9511,-0.1558,3.039,2.39
1570,0.0555,0.9479,-0.1607,3.0391,2.3807
1571,0.0549,0.9447,-0.1766,3.0392,2.3721
1572,0.0558,0.9499,-0.1594,3.0388,2.4102
1573,0.0559,0.9465,-0.1694,3.0388,2.4175
1574,0.0556,0.9509,-0.1495,3.039,2.3923
1575,0.0558,0.9466,-0.1704,3.039,2.3918
1576,0.0562,0.9513,-0.1407,3.0388,2.4163
1577,0.0553,0.9486,-0.1722,3.0392,2.3751
1578,0.0555,0.9515,-0.1635,3.0391,2.3938
1579,0.0558,0.9492,-0.1866,3.0388,2.4201
1580,0.0553,0.949,-0.1622,3.039,2.3976
1581,0.0552,0.9492,-0.1595,3.0391,2.4056
1582,0.0557,0.9467,-0.1671,3.0392,2.3768
1583,0.0557,0.9524,-0.1729,3.0388,2.4181
1584,0.0558,0.9535,-0.1623,3.039,2.4061
1585,0.0555,0.9512,-0.1407,3.0391,2.3959
1586,0.0556,0.9522,-0.1663,3.039,2.4078
1587,0.0555,0.9481,-0.1663,3.0391,2.3897
1588,0.0551,0.9377,-0.1715,3.0392,2.3656
1589,0.0555,0.9488,-0.1663,3.0392,2.3643
1590,0.0562,0.9532,-0.147,3.0388,2.4173
1591,0.0556,0.9491,-0.1721,3.0392,2.3908
1592,0.0545,0.9461,-0.1781,3.0393,2.3649
1593,0.0547,0.9524,-0.1944,3.0395,2.3437
1594,0.0551,0.949,-0.1689,3.0392,2.3811
1595,0.0552,0.9549,-0.1634,3.0392,2.3757
1596,0.0551,0.9466,-0.1819,3.0392,2.3768
1597,0.0559,0.949,-0.1582,3.0388,2.409
1598,0.0558,0.9549,-0.1667,3.0392,2.384
1599,0.0559,0.9507,-0.1661,3.0392,2.3638
1600,0.055,0.9486,-0.1723,3.0391,2.3892
1601,0.0548,0.9502,-0.1766,3.0392,2.3824
1602,0.0551,0.9497,-0.1642,3.0391,2.3898
1603,0.0551,0.9437,-0.1849,3.039,2.398
1604,0.0558,0.9528,-0.1539,3.039,2.4039
1605,0.0558,0.9499,-0.1667,3.0389,2.4016
1606,0.0557,0.9517,-0.1411,3.0389,2.3899
1607,0.0559,0.9475,-0.1696,3.0389,2.4
1608,0.0552,0.9508,-0.1576,3.0391,2.3996
1609,0.0546,0.946,-0.1747,3.0394,2.3686
1610,0.0556,0.9501,-0.1636,3.0392,2.3671
1611,0.0553,0.949,-0.1536,3.0393,2.3638
1612,0.056,0.9495,-0.1396,3.0388,2.4122
1613,0.0554,0.9474,-0.1644,3.039,2.3999
1614,0.0548,0.9514,-0.1806,3.0394,2.3764
1615,0.0551,0.9495,-0.1698,3.0392,2.394
1616,0.0557,0.9497,-0.1788,3.0391,2.3986
1617,0.0552,0.9491,-0.1739,3.0391,2.3869
1618,0.0557,0.9522,-0.1644,3.039,2.3902
1619,0.0557,0.9504,-0.1495,3.039,2.3814
1620,0.0556,0.9495,-0.1715,3.039,2.3925
1621,0.0559,0.948,-0.1413,3.039,2.3843
1622,0.0547,0.9463,-0.1616,3.0393,2.3653
1623,0.0551,0.9515,-0.1769,3.0392,2.3748
1624,0.0552,0.9501,-0.1706,3.0391,2.3823
1625,0.0553,0.9512,-0.1802,3.0391,2.3905
1626,0.0553,0.9464,-0.1657,3.039,2.3894
1627,0.0553,0.9489,-0.165,3.0391,2.3835
1628,0.0557,0.9489,-0.1642,3.039,2.4009
1629,0.056,0.9495,-0.1648,3.039,2.3919
1630,0.0553,0.9495,-0.1543,3.0392,2.3849
1631,0.0551,0.9491,-0.1777,3.0393,2.3764
1632,0.0555,0.9506,-0.1706,3.0393,2.3676
1633,0.0557,0.9539,-0.1638,3.0392,2.3837
1634,0.0558,0.9494,-0.1535,3.039,2.3932
1635,0.0564,0.9547,-0.1144,3.0388,2.4154
1636,0.0559,0.947,-0.1453,3.0389,2.3953
1637,0.0555,0.9486,-0.1471,3.0391,2.3783
1638,0.0558,0.9485,-0.1682,3.0391,2.3776
1639,0.056,0.9535,-0.1441,3.039,2.3996
1640,0.0557,0.947,-0.1562,3.0389,2.4117
1641,0.0555,0.9507,-0.174,3.0391,2.3947
1642,0.0558,0.952,-0.1674,3.0388,2.4184
1643,0.055,0.947,-0.174,3.0391,2.388
1644,0.0554,0.9486,-0.1743,3.0392,2.3668
1645,0.0559,0.9487,-0.1599,3.0389,2.4042
1646,0.0562,0.954,-0.1394,3.0389,2.4033
1647,0.055,0.9446,-0.1799,3.0393,2.3518
1648,0.0551,0.946,-0.1895,3.0392,2.3658
1649,0.0554,0.9517,-0.1689,3.0393,2.3658
1650,0.0556,0.9489,-0.1607,3.0391,2.386
1651,0.0554,0.9492,-0.164,3.039,2.3929
1652,0.0879,0.8746,-0.147,2.6588,1.835
1653,0.0555,0.9484,-0.1775,3.039,2.3979
1654,0.0559,0.9469,-0.1313,3.0389,2.3921
1655,0.0552,0.9483,-0.1656,3.0393,2.36
1656,0.0546,0.9513,-0.1534,3.0393,2.3451
1657,0.0555,0.9469,-0.1642,3.0391,2.3767
1658,0.0558,0.951,-0.1303,3.039,2.3891
1659,0.0556,0.9483,-0.1657,3.0392,2.3908
1660,0.0561,0.9519,-0.1374,3.0388,2.4023
1661,0.0551,0.9475,-0.1439,3.0391,2.3994
1662,0.056,0.9535,-0.1392,3.0392,2.3744
1663,0.0559,0.9497,-0.171,3.0391,2.3831
1664,0.0561,0.9513,-0.1593,3.0389,2.406
1665,0.0555,0.9492,-0.1122,3.039,2.3923
1666,0.0551,0.9469,-0.1801,3.039,2.3963
1667,0.0547,0.9483,-0.1863,3.0393,2.363
1668,0.0552,0.9499,-0.1832,3.0393,2.3637
1669,0.0554,0.9507,-0.1706,3.0391,2.3858
1670,0.0561,0.9483,-0.1593,3.0388,2.4027
1671,0.0555,0.9477,-0.1507,3.0391,2.3817
1672,0.0554,0.9516,-0.1634,3.0391,2.4093
1673,0.0552,0.9489,-0.1702,3.0391,2.3922
1674,0.0551,0.9503,-0.1679,3.0392,2.3812
1675,0.0552,0.9513,-0.1534,3.0391,2.3718
1676,0.0558,0.9489,-0.1703,3.039,2.3932
1677,0.0556,0.9492,-0.1723,3.0392,2.3691
1678,0.0559,0.9525,-0.137,3.0389,2.4007
1679,0.0559,0.9498,-0.1581,3.0389,2.4092
1680,0.056,0.9482,-0.1481,3.0389,2.3906
1681,0.0555,0.9476,-0.1363,3.0391,2.3814
1682,0.0558,0.9522,-0.1301,3.039,2.4017
1683,0.0554,0.9505,-0.1788,3.0393,2.3779
1684,0.0555,0.9491,-0.1721,3.0392,2.3695
1685,0.056,0.9516,-0.1497,3.0389,2.3989
1686,0.0553,0.9501,-0.1706,3.0391,2.402
1687,0.0552,0.9492,-0.173,3.0391,2.3883
1688,0.0546,0.9479,-0.1838,3.0392,2.3755
1689,0.0546,0.9463,-0.1813,3.0394,2.3427
1690,0.0553,0.9516,-0.1607,3.0391,2.3921
1691,0.0561,0.9543,-0.1539,3.0389,2.4129
1692,0.055,0.948,-0.1685,3.0391,2.386
1693,0.0553,0.9479,-0.1706,3.0392,2.3664
1694,0.0558,0.9511,-0.1601,3.0389,2.4058
1695,0.0547,0.9469,-0.1669,3.0392,2.3841
1696,0.0561,0.9519,-0.1658,3.0389,2.4002
1697,0.0554,0.9491,-0.1664,3.0392,2.3814
1698,0.0553,0.9496,-0.1629,3.0391,2.38
1699,0.0553,0.9495,-0.1711,3.0391,2.3976
1700,0.0554,0.9517,-0.1518,3.039,2.4036
1701,0.0558,0.9501,-0.1303,3.0389,2.403
1702,0.0555,0.9475,-0.1683,3.039,2.3939
1703,0.0555,0.952,-0.166,3.039,2.3901
1704,0.0553,0.9476,-0.1672,3.039,2.3928
1705,0.0552,0.9504,-0.1693,3.0392,2.3741
1706,0.0559,0.9493,-0.1329,3.0388,2.3986
1707,0.0559,0.9534,-0.1382,3.0389,2.4102
1708,0.0553,0.9489,-0.1708,3.0392,2.3693
1709,0.0558,0.9476,-0.1628,3.0388,2.4086
1710,0.0561,0.9531,-0.1421,3.0388,2.4103
1711,0.0548,0.9486,-0.1636,3.0394,2.3712
1712,0.0556,0.951,-0.1602,3.039,2.4018
1713,0.055,0.9521,-0.1623,3.0393,2.3739
1714,0.0559,0.9507,-0.1537,3.0389,2.407
1715,0.0558,0.9513,-0.1646,3.0389,2.3995
1716,0.0555,0.9508,-0.1527,3.0389,2.4049
1717,0.055,0.9483,-0.179,3.0391,2.3818
1718,0.0547,0.9482,-0.1772,3.0393,2.3819
1719,0.0559,0.9516,-0.1522,3.0389,2.4084
1720,0.0555,0.9479,-0.1757,3.0389,2.4059
1721,0.0555,0.9482,-0.1418,3.0391,2.3915
1722,0.0554,0.9531,-0.1622,3.0392,2.3913
1723,0.0551,0.9492,-0.1804,3.0392,2.388
1724,0.0559,0.95,-0.1576,3.0389,2.4052
1725,0.0911,0.8699,-0.1426,2.6338,1.7885
1726,0.0558,0.9514,-0.1559,3.0391,2.3901
1727,0.0555,0.95,-0.1573,3.039,2.3931
1728,0.0563,0.9559,-0.1258,3.0389,2.4157
1729,0.0561,0.9501,-0.1537,3.0389,2.4031
1730,0.0552,0.9483,-0.1596,3.0391,2.3842
1731,0.056,0.9505,-0.156,3.0387,2.4288
1732,0.0557,0.9509,-0.1684,3.0389,2.4013
1733,0.0893,0.8734,-0.1206,2.6607,1.8088
1734,0.0551,0.9458,-0.1848,3.0391,2.3863
1735,0.0558,0.9523,-0.1552,3.0391,2.3818
1736,0.0554,0.9512,-0.1792,3.0392,2.3808
1737,0.0554,0.9487,-0.1422,3.0391,2.3888
1738,0.0556,0.951,-0.1297,3.0391,2.3907
1739,0.0557,0.9517,-0.1271,3.039,2.386
1740,0.0556,0.9508,-0.1671,3.0391,2.3922
1741,0.0556,0.9499,-0.1797,3.0389,2.4121
1742,0.0553,0.9521,-0.1491,3.0392,2.3858
1743,0.0549,0.9448,-0.1662,3.0391,2.3854
1744,0.0556,0.95,-0.1661,3.0391,2.3791
1745,0.0555,0.951,-0.1722,3.039,2.4083
1746,0.0553,0.9475,-0.1727,3.0391,2.3815
1747,0.0556,0.9486,-0.1595,3.039,2.3943
1748,0.0551,0.9468,-0.1757,3.0392,2.3814
1749,0.0555,0.9521,-0.1651,3.0392,2.3965
1750,0.0554,0.9477,-0.1368,3.039,2.3935
1751,0.0552,0.9514,-0.1533,3.0392,2.3861
1752,0.0552,0.9481,-0.1676,3.0392,2.3811
1753,0.0558,0.9536,-0.142,3.039,2.4044
1754,0.0547,0.9506,-0.1928,3.0395,2.3589
1755,0.0557,0.9491,-0.1588,3.039,2.3932
1756,0.056,0.9479,-0.1467,3.0388,2.4106
1757,0.0553,0.9412,-0.1795,3.0392,2.355
1758,0.0547,0.9517,-0.1836,3.0395,2.3618
1759,0.0555,0.9509,-0.1476,3.0391,2.3815
1760,0.0555,0.9527,-0.1343,3.039,2.3794
1761,0.055,0.949,-0.1729,3.0391,2.3952
1762,0.0562,0.9533,-0.1456,3.0388,2.4087
1763,0.0561,0.9522,-0.1508,3.0388,2.4128
1764,0.055,0.9466,-0.1662,3.0391,2.3972
1765,0.0554,0.9508,-0.1673,3.039,2.3904
1766,0.0553,0.9446,-0.1504,3.039,2.3816
1767,0.055,0.9479,-0.1751,3.0391,2.381
1768,0.0546,0.9417,-0.1825,3.0393,2.366
1769,0.0556,0.9565,-0.1771,3.0392,2.4003
1770,0.0558,0.9502,-0.1695,3.0389,2.4006
1771,0.0556,0.9495,-0.163,3.0391,2.3852
1772,0.0555,0.9483,-0.1605,3.039,2.3952
1773,0.0558,0.9495,-0.1611,3.0389,2.4017
1774,0.0556,0.9517,-0.1427,3.0389,2.4207
1775,0.0552,0.9497,-0.1899,3.039,2.3949
1776,0.0559,0.948,-0.1396,3.0389,2.3962
1777,0.0559,0.9481,-0.129,3.0389,2.3969
1778,0.0556,0.95,-0.1671,3.0391,2.3816
