,T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
2558,0.0545,0.9434,-0.1664,3.0394,2.3568
2559,0.0552,0.95,-0.1767,3.0392,2.3905
2560,0.0556,0.9519,-0.149,3.039,2.3875
2561,0.055,0.9518,-0.1683,3.0392,2.3854
2562,0.056,0.9517,-0.1548,3.039,2.394
2563,0.0558,0.9509,-0.1595,3.0389,2.3966
2564,0.0545,0.9469,-0.184,3.0393,2.3504
2565,0.0556,0.949,-0.1734,3.0392,2.3613
2566,0.0559,0.952,-0.1357,3.0389,2.4023
2567,0.055,0.9507,-0.1767,3.0392,2.3788
2568,0.055,0.9484,-0.162,3.0393,2.3651
2569,0.0555,0.9494,-0.1442,3.0391,2.3912
2570,0.0553,0.9478,-0.1696,3.0391,2.3892
2571,0.056,0.9511,-0.1514,3.039,2.3837
2572,0.0559,0.9478,-0.1469,3.039,2.3776
2573,0.0552,0.9509,-0.1753,3.0392,2.3944
2574,0.055,0.9491,-0.1803,3.0392,2.3778
2575,0.0552,0.9454,-0.16,3.0391,2.3772
2576,0.0556,0.9504,-0.1513,3.039,2.393
2577,0.0554,0.9505,-0.1739,3.0391,2.3826
2578,0.0559,0.9523,-0.155,3.0388,2.4141
2579,0.0555,0.95,-0.1651,3.0391,2.3857
2580,0.056,0.9509,-0.1534,3.0388,2.4123
2581,0.0556,0.9505,-0.1618,3.0391,2.3775
2582,0.0556,0.9467,-0.1638,3.0388,2.4081
2583,0.0554,0.9508,-0.1809,3.039,2.4119
2584,0.0553,0.9496,-0.1548,3.039,2.4111
2585,0.0559,0.9495,-0.1653,3.039,2.4021
2586,0.0555,0.9511,-0.1674,3.0392,2.3814
2587,0.056,0.9509,-0.1536,3.0389,2.3988
2588,0.0556,0.9474,-0.1644,3.0388,2.4158
2589,0.0559,0.9484,-0.1576,3.039,2.396
2590,0.0559,0.9494,-0.1608,3.0389,2.3988
2591,0.0556,0.9514,-0.1517,3.0389,2.4157
2592,0.0555,0.955,-0.1898,3.0392,2.3909
2593,0.0548,0.9482,-0.1662,3.0392,2.3934
2594,0.0557,0.9511,-0.1624,3.0392,2.3709
2595,0.0559,0.949,-0.1616,3.0389,2.4025
2596,0.0555,0.9472,-0.1815,3.0393,2.3713
2597,0.055,0.9509,-0.1687,3.0392,2.3682
2598,0.0554,0.9497,-0.1576,3.039,2.395
2599,0.0553,0.9508,-0.1702,3.0393,2.3582
2600,0.0558,0.9535,-0.1588,3.0389,2.4112
2601,0.0555,0.9495,-0.143,3.0391,2.384
2602,0.0558,0.9505,-0.1482,3.039,2.3854
2603,0.0554,0.9499,-0.1612,3.0391,2.3839
2604,0.0552,0.9459,-0.1707,3.0391,2.3847
2605,0.0555,0.9506,-0.1623,3.0391,2.3932
2606,0.0549,0.9433,-0.185,3.0393,2.3524
2607,0.0552,0.9484,-0.1823,3.0393,2.3882
2608,0.0555,0.953,-0.173,3.0392,2.4028
2609,0.0558,0.9514,-0.1397,3.0389,2.4081
2610,0.0559,0.9493,-0.1617,3.0391,2.3771
2611,0.0553,0.9471,-0.1692,3.0391,2.3796
2612,0.0559,0.9524,-0.1431,3.0388,2.4191
2613,0.0543,0.9486,-0.1773,3.0393,2.382
2614,0.0552,0.9512,-0.1696,3.0391,2.3967
2615,0.056,0.9499,-0.1662,3.039,2.3952
2616,0.0547,0.9486,-0.1786,3.0392,2.3826
2617,0.0553,0.9469,-0.1638,3.039,2.4087
2618,0.0556,0.9478,-0.176,3.0391,2.3754
2619,0.056,0.9512,-0.153,3.0389,2.4023
2620,0.0551,0.9489,-0.173,3.0393,2.3692
2621,0.0553,0.9505,-0.1642,3.039,2.3864
2622,0.055,0.9515,-0.1751,3.0392,2.3783
2623,0.0555,0.9472,-0.1689,3.039,2.3882
2624,0.0555,0.9523,-0.16,3.0391,2.3866
2625,0.0555,0.9464,-0.1688,3.039,2.3779
2626,0.0564,0.9518,-0.138,3.0387,2.421
2627,0.056,0.9528,-0.1228,3.0389,2.4048
2628,0.0559,0.9493,-0.115,3.0389,2.3951
2629,0.0559,0.9494,-0.1567,3.0389,2.3957
2630,0.0552,0.9502,-0.1661,3.0391,2.3947
2631,0.0554,0.9493,-0.1603,3.0391,2.3764
2632,0.0558,0.9496,-0.1471,3.0389,2.3998
2633,0.0556,0.9496,-0.1587,3.039,2.3937
2634,0.055,0.9515,-0.1829,3.0393,2.375
2635,0.0558,0.9475,-0.1576,3.0389,2.4055
2636,0.0561,0.9522,-0.1496,3.0388,2.4058
2637,0.0557,0.951,-0.1621,3.039,2.3978
2638,0.0556,0.9515,-0.1453,3.0391,2.3929
2639,0.0554,0.949,-0.1669,3.0391,2.3944
2640,0.0559,0.9494,-0.1522,3.039,2.3895
2641,0.0553,0.9478,-0.1633,3.039,2.4025
2642,0.0551,0.9497,-0.1583,3.0392,2.3821
2643,0.0554,0.9503,-0.1758,3.039,2.3886
2644,0.0558,0.9481,-0.166,3.0389,2.3923
2645,0.0559,0.9511,-0.1556,3.0389,2.4023
2646,0.0558,0.9465,-0.1502,3.0389,2.4046
2647,0.0553,0.9462,-0.1492,3.0391,2.3687
2648,0.0555,0.9527,-0.1575,3.039,2.411
2649,0.0558,0.949,-0.1526,3.0389,2.4106
2650,0.0554,0.9461,-0.1688,3.0392,2.3704
2651,0.0556,0.9514,-0.1501,3.039,2.3888
2652,0.0553,0.948,-0.159,3.0391,2.3778
2653,0.055,0.9449,-0.1796,3.0392,2.3627
2654,0.056,0.9503,-0.1674,3.039,2.3987
2655,0.0555,0.9511,-0.1526,3.039,2.4002
2656,0.0559,0.9472,-0.1627,3.0389,2.3948
2657,0.0557,0.9467,-0.1572,3.039,2.3817
2658,0.0552,0.9505,-0.1799,3.0393,2.3691
2659,0.0556,0.95,-0.1574,3.0392,2.3716
2660,0.0555,0.9502,-0.1487,3.0391,2.3887
2661,0.0553,0.9502,-0.1588,3.039,2.3939
2662,0.0559,0.9522,-0.1402,3.039,2.4027
2663,0.0557,0.9515,-0.1488,3.039,2.3985
2664,0.0556,0.9494,-0.1695,3.039,2.3879
2665,0.0559,0.9485,-0.1532,3.039,2.3886
2666,0.0553,0.9502,-0.156,3.039,2.402
2667,0.0558,0.9496,-0.1727,3.0389,2.407
2668,0.0553,0.9492,-0.171,3.0392,2.3997
2669,0.0551,0.949,-0.1686,3.0393,2.3716
2670,0.0551,0.9523,-0.151,3.0392,2.3776
2671,0.0551,0.9501,-0.1713,3.0392,2.3739
2672,0.0554,0.9481,-0.1732,3.039,2.3919
2673,0.0554,0.9487,-0.1695,3.0391,2.3981
2674,0.0559,0.9486,-0.1541,3.0389,2.402
2675,0.0554,0.9549,-0.1484,3.0392,2.371
2676,0.0554,0.9503,-0.1553,3.0391,2.379
2677,0.056,0.951,-0.1549,3.0389,2.3994
2678,0.0556,0.9501,-0.1593,3.0389,2.4071
2679,0.0559,0.9503,-0.1619,3.0387,2.4331
2680,0.0551,0.9445,-0.1824,3.0391,2.397
2681,0.0553,0.9493,-0.1688,3.0392,2.3737
2682,0.0556,0.9506,-0.1554,3.0391,2.3652
2683,0.0562,0.9552,-0.1314,3.0387,2.4222
2684,0.0557,0.9502,-0.1484,3.0388,2.4201
2685,0.0557,0.9492,-0.1713,3.0389,2.3937
2686,0.0558,0.9513,-0.1572,3.0389,2.4063
2687,0.0552,0.9504,-0.1678,3.0391,2.3865
2688,0.0556,0.9501,-0.1587,3.0391,2.394
2689,0.0557,0.9491,-0.1719,3.039,2.3842
2690,0.0554,0.9498,-0.1626,3.0392,2.3521
2691,0.0555,0.9504,-0.1687,3.0391,2.3941
2692,0.0553,0.9487,-0.1648,3.0391,2.3885
2693,0.0556,0.9486,-0.1559,3.0389,2.4028
2694,0.055,0.9503,-0.1642,3.0392,2.3896
2695,0.0557,0.9512,-0.1726,3.0391,2.3784
2696,0.0553,0.9459,-0.1662,3.0392,2.3693
2697,0.0554,0.9475,-0.1581,3.0391,2.3833
2698,0.0556,0.9498,-0.1601,3.0391,2.3891
2699,0.0551,0.952,-0.1919,3.0394,2.3677
2700,0.0557,0.9537,-0.1461,3.0391,2.4082
2701,0.0558,0.9522,-0.131,3.039,2.3967
2702,0.0549,0.9503,-0.1566,3.0392,2.3754
2703,0.0556,0.9524,-0.1458,3.0389,2.4032
2704,0.0554,0.9518,-0.1695,3.039,2.383
2705,0.0555,0.9503,-0.1587,3.039,2.3926
2706,0.0558,0.9498,-0.1679,3.0389,2.3984
2707,0.0559,0.9487,-0.162,3.0389,2.3993
2708,0.0556,0.9524,-0.1402,3.039,2.4072
2709,0.0554,0.9472,-0.1686,3.0392,2.3671
2710,0.0552,0.9521,-0.1689,3.0393,2.3733
2711,0.0552,0.9476,-0.1712,3.0393,2.3461
2712,0.0554,0.9519,-0.174,3.0391,2.3866
2713,0.0563,0.9528,-0.1563,3.0389,2.3926
2714,0.0558,0.9517,-0.168,3.0391,2.3717
2715,0.0552,0.9476,-0.1648,3.039,2.4002
2716,0.0558,0.9505,-0.1379,3.039,2.3787
2717,0.0559,0.9525,-0.1469,3.0391,2.3906
2718,0.0557,0.9521,-0.1533,3.0389,2.4007
2719,0.0556,0.9518,-0.1542,3.0391,2.3713
2720,0.0557,0.9509,-0.1583,3.0391,2.3965
2721,0.0557,0.9481,-0.1641,3.0391,2.3944
2722,0.0557,0.9495,-0.1726,3.0389,2.4193
2723,0.055,0.9469,-0.1741,3.0392,2.384
2724,0.0558,0.9508,-0.1346,3.0389,2.4055
2725,0.0554,0.946,-0.1685,3.0389,2.394
2726,0.0554,0.9499,-0.1584,3.0389,2.4128
2727,0.0558,0.9501,-0.1642,3.0387,2.4436
2728,0.0554,0.9516,-0.1612,3.0391,2.4049
2729,0.0554,0.9503,-0.159,3.039,2.4046
2730,0.0558,0.9499,-0.1502,3.0389,2.4095
2731,0.0561,0.9509,-0.1501,3.0389,2.4074
2732,0.0558,0.946,-0.1601,3.0389,2.3968
2733,0.0558,0.9517,-0.1587,3.039,2.4102
2734,0.0561,0.9529,-0.1182,3.0389,2.3944
2735,0.0554,0.9467,-0.157,3.0391,2.3802
2736,0.0561,0.9523,-0.1643,3.0388,2.4181
2737,0.0551,0.9488,-0.1676,3.0391,2.3974
2738,0.0559,0.9482,-0.1501,3.0389,2.3953
2739,0.0561,0.9497,-0.1502,3.0388,2.4003
2740,0.0551,0.9469,-0.1836,3.0391,2.3915
2741,0.0558,0.9505,-0.1511,3.0388,2.4051
2742,0.0555,0.9494,-0.1714,3.0391,2.3889
2743,0.0558,0.9535,-0.143,3.0389,2.4067
2744,0.0558,0.9486,-0.1564,3.039,2.3796
2745,0.0558,0.9487,-0.1559,3.0389,2.3957
2746,0.0555,0.9518,-0.1596,3.039,2.3886
2747,0.0557,0.9528,-0.1679,3.0389,2.412
2748,0.055,0.9497,-0.1865,3.0392,2.3765
2749,0.0557,0.9496,-0.1605,3.039,2.3931
2750,0.0551,0.9491,-0.1672,3.0391,2.373
2751,0.056,0.9513,-0.158,3.0391,2.3736
2752,0.056,0.952,-0.1403,3.039,2.3953
2753,0.0557,0.9468,-0.1343,3.039,2.3817
2754,0.0558,0.946,-0.1534,3.039,2.3985
2755,0.0554,0.9484,-0.1744,3.0391,2.3816
2756,0.0556,0.9485,-0.1658,3.0389,2.4027
2757,0.0556,0.9481,-0.1681,3.0391,2.3752
2758,0.0555,0.9493,-0.1724,3.0391,2.3766
2759,0.0558,0.9479,-0.1381,3.0389,2.4004
2760,0.0557,0.9526,-0.1516,3.039,2.401
2761,0.0555,0.9487,-0.1709,3.0391,2.3867
2762,0.055,0.9527,-0.1796,3.0393,2.3862
2763,0.0542,0.9484,-0.198,3.0395,2.3781
2764,0.0554,0.95,-0.1683,3.0391,2.3835
2765,0.0884,0.8768,-0.1247,2.6654,1.8392
2766,0.0553,0.9506,-0.1616,3.0391,2.3794
2767,0.0552,0.9494,-0.1576,3.0392,2.3914
2768,0.0558,0.9502,-0.163,3.039,2.3937
2769,0.0551,0.9447,-0.1805,3.0393,2.3599
2770,0.0559,0.9477,-0.1534,3.039,2.3674
2771,0.0562,0.9524,-0.1672,3.0389,2.385
2772,0.0559,0.9458,-0.1669,3.0388,2.4044
2773,0.0556,0.9543,-0.169,3.0392,2.3874
2774,0.0557,0.9438,-0.1667,3.039,2.3775
2775,0.0558,0.9536,-0.1549,3.039,2.3808
2776,0.0558,0.9516,-0.1626,3.039,2.3912
2777,0.056,0.9539,-0.1442,3.0391,2.3871
2778,0.055,0.9509,-0.1729,3.0394,2.368
2779,0.0553,0.9502,-0.1683,3.0391,2.401
2780,0.0544,0.9448,-0.1687,3.0392,2.3723
2781,0.0556,0.9515,-0.1352,3.0389,2.398
2782,0.0549,0.9463,-0.1727,3.0393,2.3647
2783,0.055,0.9454,-0.1766,3.0393,2.3537
2784,0.0555,0.9509,-0.1549,3.0391,2.3748
2785,0.056,0.9504,-0.1077,3.0389,2.4021
2786,0.0557,0.9527,-0.16,3.0389,2.4138
2787,0.055,0.9478,-0.1699,3.0391,2.3902
2788,0.0559,0.9507,-0.1548,3.0389,2.4073
2789,0.0557,0.9498,-0.1537,3.0391,2.3905
2790,0.0557,0.9536,-0.1558,3.039,2.3912
2791,0.0559,0.9515,-0.149,3.039,2.3948
2792,0.0559,0.951,-0.1462,3.0389,2.4041
2793,0.0558,0.9468,-0.1609,3.0388,2.4043
2794,0.0553,0.9494,-0.1553,3.039,2.4024
2795,0.0554,0.9497,-0.1507,3.0391,2.3843
2796,0.0555,0.9486,-0.1607,3.0391,2.3784
2797,0.0559,0.9485,-0.1687,3.0389,2.4055
2798,0.0547,0.9471,-0.182,3.0395,2.3542
2799,0.0556,0.9509,-0.1706,3.0392,2.3708
2800,0.0555,0.9501,-0.1646,3.039,2.3882
2801,0.0557,0.9452,-0.1529,3.0391,2.3822
2802,0.056,0.9494,-0.1518,3.0389,2.4076
2803,0.0555,0.9486,-0.1663,3.0391,2.3857
2804,0.0564,0.9553,-0.1373,3.039,2.3969
2805,0.0552,0.9497,-0.1636,3.039,2.3919
2806,0.0558,0.9523,-0.1556,3.0388,2.4114
2807,0.0559,0.9515,-0.1562,3.039,2.3923
2808,0.0552,0.9493,-0.1746,3.0391,2.402
2809,0.0553,0.949,-0.1679,3.0391,2.4108
2810,0.0556,0.9527,-0.1618,3.039,2.4157
2811,0.0547,0.9429,-0.1831,3.0391,2.3933
2812,0.0561,0.9499,-0.1683,3.0388,2.4021
2813,0.0558,0.9461,-0.1642,3.039,2.3855
2814,0.0557,0.9502,-0.1451,3.0391,2.3947
2815,0.0554,0.9508,-0.1541,3.0389,2.4026
2816,0.0554,0.9474,-0.1553,3.0391,2.3806
2817,0.0554,0.9493,-0.1436,3.0389,2.4135
2818,0.0559,0.9523,-0.136,3.0389,2.4069
2819,0.0554,0.9466,-0.1749,3.0389,2.3855
2820,0.0555,0.9542,-0.1509,3.0391,2.387
2821,0.056,0.9517,-0.1404,3.0388,2.4135
2822,0.0555,0.9462,-0.1729,3.039,2.4024
2823,0.0546,0.946,-0.1549,3.0393,2.3701
2824,0.0557,0.9521,-0.1607,3.039,2.4058
2825,0.0558,0.9531,-0.1447,3.0388,2.424
2826,0.0556,0.9512,-0.1617,3.039,2.3907
2827,0.0555,0.9483,-0.1497,3.039,2.3928
2828,0.0551,0.9502,-0.1738,3.0393,2.371
2829,0.0556,0.9482,-0.164,3.039,2.3818
2830,0.0554,0.9487,-0.1625,3.0391,2.3858
2831,0.0559,0.9492,-0.1646,3.0387,2.4229
2832,0.0553,0.9479,-0.1673,3.0391,2.3902
2833,0.0552,0.9499,-0.1548,3.0392,2.3722
2834,0.0557,0.9489,-0.1621,3.0391,2.3732
2835,0.0557,0.9491,-0.1634,3.039,2.3907
2836,0.0557,0.9487,-0.1607,3.0389,2.3957
2837,0.0554,0.9478,-0.1849,3.039,2.387
2838,0.0556,0.9444,-0.1407,3.0391,2.3732
2839,0.0561,0.9514,-0.1241,3.0389,2.3979
2840,0.0555,0.9515,-0.1555,3.0391,2.4187
2841,0.0556,0.9502,-0.146,3.0391,2.395
2842,0.0556,0.9511,-0.167,3.0391,2.4027
2843,0.0555,0.9504,-0.1421,3.039,2.4053
2844,0.0555,0.9522,-0.1574,3.039,2.3993
2845,0.0559,0.9496,-0.1398,3.0389,2.395
2846,0.0558,0.949,-0.1693,3.039,2.4018
2847,0.0552,0.9506,-0.1728,3.0391,2.38
2848,0.0558,0.9488,-0.1616,3.0388,2.4106
2849,0.0551,0.9467,-0.1707,3.0391,2.3876
2850,0.0552,0.9507,-0.1709,3.0392,2.3883
2851,0.0554,0.9518,-0.1715,3.0391,2.3936
2852,0.0559,0.9509,-0.1572,3.0388,2.4048
2853,0.0559,0.9492,-0.1416,3.0388,2.4076
2854,0.0556,0.9506,-0.1616,3.0391,2.3739
2855,0.0546,0.9494,-0.1776,3.0393,2.386
2856,0.0553,0.9464,-0.1717,3.039,2.3913
2857,0.0559,0.9466,-0.1541,3.0389,2.3936
2858,0.0561,0.9521,-0.1576,3.0388,2.4109
2859,0.0552,0.9519,-0.1843,3.0392,2.3929
2860,0.0556,0.9486,-0.1568,3.039,2.3993
2861,0.0556,0.9503,-0.1651,3.0389,2.398
2862,0.0554,0.9464,-0.1652,3.0389,2.4107
2863,0.0555,0.9503,-0.1233,3.0389,2.4159
2864,0.0559,0.9482,-0.1599,3.0388,2.4058
2865,0.0554,0.9504,-0.1599,3.0392,2.3627
2866,0.0555,0.9521,-0.1654,3.0392,2.3801
2867,0.0558,0.9487,-0.1475,3.039,2.3881
2868,0.0559,0.9474,-0.1628,3.0391,2.392
2869,0.0555,0.9501,-0.1417,3.0391,2.3821
2870,0.0549,0.9481,-0.192,3.0395,2.3448
2871,0.0556,0.9517,-0.152,3.0391,2.3831
2872,0.0561,0.9503,-0.147,3.0388,2.4151
2873,0.0555,0.9499,-0.164,3.0389,2.389
2874,0.0554,0.9452,-0.1745,3.0389,2.4202
2875,0.0551,0.9473,-0.1613,3.0391,2.3808
2876,0.0558,0.9491,-0.1551,3.039,2.3867
2877,0.0556,0.9513,-0.1582,3.0388,2.417
2878,0.0555,0.9471,-0.1588,3.039,2.3894
2879,0.0558,0.9491,-0.1358,3.0389,2.3979
2880,0.0561,0.9541,-0.1597,3.0388,2.4096
2881,0.0551,0.9487,-0.1691,3.0391,2.3797
2882,0.0561,0.9537,-0.1474,3.0388,2.4137
2883,0.055,0.9466,-0.1661,3.0391,2.38
2884,0.0552,0.9456,-0.17,3.0392,2.3652
2885,0.0552,0.9486,-0.1659,3.0392,2.384
2886,0.0554,0.9502,-0.1628,3.0391,2.384
2887,0.0551,0.945,-0.1748,3.0392,2.3665
2888,0.0557,0.9517,-0.1623,3.039,2.4007
2889,0.0556,0.9493,-0.1527,3.039,2.3924
2890,0.0554,0.9482,-0.1826,3.039,2.3929
2891,0.0555,0.949,-0.1553,3.0392,2.3882
2892,0.0556,0.9482,-0.1767,3.0392,2.3628
2893,0.0552,0.949,-0.1744,3.0392,2.377
2894,0.0557,0.949,-0.1847,3.0388,2.4172
2895,0.0556,0.9538,-0.1481,3.0391,2.3954
2896,0.0553,0.9484,-0.177,3.0392,2.3753
2897,0.055,0.9496,-0.1674,3.0392,2.3927
2898,0.0555,0.949,-0.1765,3.0393,2.359
2899,0.0559,0.9476,-0.152,3.0389,2.3978
2900,0.0552,0.9473,-0.1618,3.039,2.3998
2901,0.0554,0.953,-0.1549,3.0391,2.3939
2902,0.0559,0.9501,-0.1323,3.0389,2.4076
2903,0.0558,0.9512,-0.1667,3.039,2.3789
2904,0.0557,0.9502,-0.1542,3.0391,2.3936
2905,0.0551,0.9484,-0.1678,3.0391,2.3895
2906,0.0555,0.9484,-0.1576,3.0391,2.3904
2907,0.0551,0.9504,-0.1793,3.0392,2.399
2908,0.0551,0.9466,-0.1692,3.0392,2.3802
2909,0.0548,0.9493,-0.1794,3.0393,2.3715
2910,0.0552,0.9502,-0.176,3.0393,2.3663
2911,0.055,0.9492,-0.1572,3.0393,2.3818
2912,0.056,0.9482,-0.1484,3.0388,2.4101
2913,0.0559,0.9482,-0.1297,3.0389,2.4019
2914,0.0552,0.9506,-0.1557,3.0392,2.3793
2915,0.0553,0.9472,-0.1721,3.0391,2.3792
2916,0.0556,0.9495,-0.1632,3.039,2.4001
2917,0.0554,0.9468,-0.1717,3.0392,2.3696
2918,0.0554,0.9494,-0.1667,3.0391,2.3779
2919,0.0559,0.9511,-0.1572,3.0389,2.3979
2920,0.0556,0.9523,-0.168,3.039,2.3841
2921,0.0554,0.9464,-0.148,3.0389,2.4098
2922,0.0555,0.9511,-0.1643,3.0391,2.3836
2923,0.056,0.9485,-0.129,3.0389,2.3926
2924,0.0556,0.95,-0.163,3.0391,2.3848
2925,0.0555,0.95,-0.1654,3.039,2.3885
2926,0.0554,0.9517,-0.1548,3.039,2.3947
2927,0.0559,0.9502,-0.1401,3.0389,2.4003
2928,0.0559,0.9502,-0.1676,3.0388,2.4192
2929,0.0557,0.9515,-0.1702,3.0391,2.3958
2930,0.0555,0.9492,-0.154,3.0391,2.3884
2931,0.0554,0.9476,-0.1501,3.0389,2.4027
2932,0.055,0.9501,-0.1659,3.0392,2.3806
2933,0.0557,0.9519,-0.1315,3.0389,2.416
2934,0.0561,0.953,-0.1362,3.0388,2.4114
2935,0.0559,0.9494,-0.1389,3.0388,2.4108
2936,0.0552,0.9514,-0.1723,3.0391,2.3803
2937,0.0554,0.9501,-0.1776,3.0392,2.3813
2938,0.0555,0.9484,-0.1505,3.039,2.3756
2939,0.0556,0.9466,-0.161,3.0392,2.3707
2940,0.0551,0.9472,-0.1677,3.0392,2.3809
2941,0.0552,0.9482,-0.1618,3.0392,2.3672
2942,0.0555,0.9529,-0.1698,3.039,2.4125
2943,0.0557,0.9503,-0.1653,3.0392,2.3836
2944,0.0545,0.9464,-0.1788,3.0394,2.3512
2945,0.0557,0.9472,-0.1695,3.0391,2.3783
2946,0.0558,0.9485,-0.1641,3.039,2.397
2947,0.0559,0.9509,-0.1463,3.0388,2.4093
2948,0.0555,0.9503,-0.1645,3.0391,2.385
2949,0.0549,0.9518,-0.1785,3.0393,2.3888
2950,0.0551,0.9485,-0.1713,3.0392,2.3636
2951,0.0556,0.9514,-0.1635,3.0389,2.4145
2952,0.0554,0.9509,-0.1499,3.0392,2.3774
2953,0.0555,0.949,-0.1618,3.0392,2.3732
2954,0.0558,0.9504,-0.1572,3.039,2.3893
2955,0.0555,0.9479,-0.1715,3.0392,2.3728
2956,0.0555,0.9463,-0.1754,3.0392,2.3746
2957,0.0559,0.9496,-0.1743,3.0388,2.4182
2958,0.056,0.9495,-0.1396,3.0388,2.4113
2959,0.0555,0.9463,-0.1683,3.039,2.3918
2960,0.0555,0.95,-0.1874,3.0389,2.4088
2961,0.0557,0.9458,-0.1691,3.039,2.3999
2962,0.0552,0.9488,-0.184,3.0391,2.3979
2963,0.0554,0.9497,-0.163,3.0391,2.3729
2964,0.0555,0.9499,-0.1832,3.0391,2.3922
2965,0.0559,0.9495,-0.1539,3.0389,2.4113
2966,0.0553,0.9512,-0.1714,3.0392,2.3693
2967,0.0555,0.9452,-0.165,3.039,2.3811
2968,0.0551,0.9484,-0.1654,3.0391,2.3856
2969,0.0558,0.952,-0.1576,3.0389,2.397
2970,0.0551,0.95,-0.1771,3.0392,2.3818
2971,0.0552,0.9518,-0.1771,3.0392,2.3736
2972,0.0554,0.951,-0.1751,3.0391,2.3887
2973,0.0558,0.9515,-0.1538,3.039,2.4068
2974,0.0553,0.949,-0.1584,3.0391,2.3931
2975,0.0553,0.9513,-0.1697,3.0392,2.382
2976,0.0554,0.9486,-0.1663,3.0391,2.3976
2977,0.056,0.9517,-0.1349,3.0389,2.3965
2978,0.0555,0.9503,-0.172,3.0391,2.3844
2979,0.0557,0.9501,-0.1547,3.039,2.3955
2980,0.0556,0.9516,-0.1521,3.0389,2.4065
2981,0.0555,0.9508,-0.156,3.0389,2.3958
2982,0.0554,0.9483,-0.1692,3.0391,2.38
2983,0.0557,0.9469,-0.1581,3.039,2.3884
2984,0.0552,0.9499,-0.1649,3.039,2.4111
2985,0.0556,0.9519,-0.1647,3.039,2.3974
2986,0.0553,0.9514,-0.1766,3.0392,2.3897
2987,0.0554,0.9498,-0.1686,3.0391,2.3835
2988,0.0556,0.9517,-0.1673,3.0391,2.3875
2989,0.0557,0.9511,-0.1475,3.0391,2.3937
2990,0.0557,0.9511,-0.1527,3.0391,2.3937
2991,0.0557,0.9454,-0.1642,3.0389,2.3988
2992,0.0552,0.9521,-0.1755,3.0393,2.3848
2993,0.0553,0.9519,-0.173,3.0391,2.3938
2994,0.0553,0.9477,-0.1629,3.0391,2.3882
2995,0.0553,0.954,-0.1553,3.0392,2.4033
2996,0.0551,0.9486,-0.1776,3.0392,2.3684
2997,0.0554,0.9524,-0.1614,3.0391,2.4008
2998,0.0554,0.9534,-0.1539,3.0391,2.4
2999,0.055,0.946,-0.1802,3.039,2.4077
3000,0.0551,0.9498,-0.1673,3.0391,2.4003
3001,0.056,0.9461,-0.1502,3.0388,2.3976
3002,0.0557,0.9469,-0.1352,3.0389,2.4017
3003,0.0558,0.9485,-0.159,3.0388,2.4134
3004,0.0559,0.9529,-0.1434,3.0389,2.4064
3005,0.0553,0.9475,-0.1621,3.0392,2.3683
3006,0.0544,0.9481,-0.1893,3.0394,2.357
3007,0.0555,0.9468,-0.1718,3.0391,2.3833
3008,0.0559,0.9521,-0.144,3.0389,2.4019
3009,0.0554,0.9474,-0.1717,3.039,2.405
3010,0.056,0.9504,-0.1526,3.0389,2.3945
3011,0.0555,0.9517,-0.1507,3.039,2.397
3012,0.0562,0.9516,-0.1545,3.0388,2.4114
3013,0.0556,0.9514,-0.1464,3.0391,2.3849
3014,0.0549,0.9481,-0.1728,3.0393,2.3516
3015,0.055,0.9521,-0.1735,3.0392,2.3791
3016,0.0554,0.9513,-0.1671,3.039,2.3907
3017,0.0557,0.9514,-0.1516,3.039,2.4006
3018,0.0555,0.9478,-0.1542,3.0391,2.3669
3019,0.0557,0.9475,-0.1672,3.0389,2.4068
3020,0.0552,0.9494,-0.1713,3.0391,2.378
3021,0.0557,0.9486,-0.146,3.0389,2.393
3022,0.0551,0.9471,-0.1701,3.0394,2.3337
3023,0.0555,0.9478,-0.1682,3.0391,2.3712
3024,0.0555,0.9483,-0.1583,3.0391,2.3768
3025,0.0549,0.951,-0.1776,3.0394,2.3615
3026,0.0549,0.949,-0.1726,3.0393,2.3662
3027,0.0559,0.9513,-0.1433,3.039,2.3751
3028,0.0554,0.9475,-0.1728,3.039,2.4048
3029,0.0555,0.9558,-0.1477,3.0391,2.4135
3030,0.0556,0.9508,-0.1572,3.039,2.3877
3031,0.0551,0.9498,-0.1728,3.0391,2.3824
3032,0.056,0.9516,-0.1515,3.0388,2.4175
3033,0.0552,0.9481,-0.176,3.0391,2.3845
3034,0.055,0.95,-0.1594,3.0392,2.3807
3035,0.0558,0.9475,-0.1713,3.0391,2.3863
3036,0.0555,0.9486,-0.1733,3.0392,2.3616
3037,0.0555,0.9479,-0.1719,3.0392,2.3625
3038,0.0557,0.9514,-0.1606,3.0389,2.4247
3039,0.0559,0.9508,-0.1496,3.0389,2.3958
3040,0.0559,0.9533,-0.1442,3.0389,2.3997
3041,0.0557,0.9478,-0.1633,3.0389,2.3989
3042,0.0557,0.9496,-0.1488,3.0389,2.3921
3043,0.0557,0.9466,-0.1587,3.039,2.3853
3044,0.055,0.9467,-0.1687,3.0392,2.3757
3045,0.0558,0.9526,-0.1436,3.0391,2.3791
3046,0.0551,0.953,-0.1541,3.0392,2.377
3047,0.0553,0.9508,-0.1725,3.0393,2.3645
3048,0.0553,0.9488,-0.1552,3.0391,2.3797
3049,0.0549,0.95,-0.1482,3.0392,2.368
