T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
0.0476220235244371,0.7222687641928622,-3.0152711540269705,-0.0964054189418769,1.377376597407255
0.0551182394169245,0.947349303398011,-0.1727940120930849,3.039219583010252,2.392167454557664
0.0559366945902884,0.9487288960461026,-0.1524189826143209,3.0388341351114567,2.3964234385060954
0.0559159326707678,0.9495573392049702,-0.1456837389252653,3.0387180809750336,2.432012056814692
0.0469842165927235,0.7198031225164266,-3.0178023372561285,-0.1044264038745908,1.350861550829321
0.0975135555495549,0.7163041948838501,-0.7387890675302476,1.6430325088704771,0.6170342735553717
0.0472308257082821,0.7214867840339061,-3.0069657123430664,-0.0882567887641857,1.3812665586984385
0.0553625690365637,0.955007436700929,-0.1542088877249296,3.0391141857768296,2.409261526403576
0.0471999565266312,0.7185889194930749,-3.025207724529823,-0.1200572401599717,1.3496707911124948
0.0966959057713201,0.7177580187381274,-0.7380766247259325,1.6496504505228196,0.6203106876285783
0.0467460507276467,0.7225293220423494,-3.0040768318119766,-0.0701671611417404,1.405639343131175
0.0468693818379705,0.7253826683399749,-2.9885046822376324,-0.0393686348446166,1.43019260852944
0.0989040593464394,0.717441089662006,-0.728841310947969,1.648618291951008,0.6227749408926798
0.0460706072821972,0.7176748986274424,-2.9598899792098523,-0.0516800799991826,1.4029840659560608
0.0978947303529839,0.7166066961928034,-0.731606756085655,1.6461613292130322,0.6102597821948861
0.0552627919305678,0.9483881743759858,-0.1628994021145941,3.039175606386737,2.3873615264068824
0.0547008398758481,0.949521973938512,-0.1644771257101376,3.039274430278951,2.394489620176596
0.0456003694545257,0.7191325705886826,-2.964084663809608,-0.038894875625015,1.4470857143143534
0.0999811130534193,0.7179594758634544,-0.7193413463210896,1.6617903942234196,0.6228176452716859
0.0479415700239752,0.7253704354300333,-2.9894143795363823,-0.054279416372769,1.4368845377972377
0.0557116756237434,0.9499859081714574,-0.1613186610977938,3.039048638973079,2.3876748749996386
0.0550281949179926,0.9458825916278089,-0.1407082888408339,3.039005448164794,2.389230470544961
0.0553294737317653,0.9480575355348176,-0.1702840273458483,3.039152673803507,2.3786966277853248
0.0556247083674264,0.9495481587865372,-0.1579500074033721,3.0389869902471416,2.389390663694636
0.0454644384815251,0.7161740811164835,-3.015922450042736,-0.1135653622671304,1.329345415426637
0.0556530652079798,0.9533318771508644,-0.1696044730841743,3.039178791820151,2.3830606298449526
0.0468220874381713,0.7250177738054077,-2.9964983018003246,-0.0418866039822584,1.4468712123195564
0.0469635572538509,0.7215818958256711,-2.996474731700438,-0.055615538889647,1.417312745666047
0.0965956922597267,0.716903107345704,-0.7545930347710532,1.6478044492868789,0.6191437950859404
0.0981538174015825,0.7171228154153487,-0.7397165060658041,1.645406578822619,0.6359192729852596
0.047865280488834,0.7189933839613616,-2.9874800139020694,-0.0730598016501975,1.4019179325653437
0.0548498534761726,0.9438469430391452,-0.1866556245123936,3.0390915392124214,2.3880372408410384
0.0560004123065142,0.945574743885578,-0.1235613714303849,3.038835261236549,2.403642277935519
0.0975687307147722,0.7181909661340466,-0.7831242971039802,1.6047969736325234,0.6148808317729683
0.098759005221175,0.7178994101910481,-0.7261104827167557,1.6625814283058382,0.622250823385024
0.0966818205626542,0.7191271346746806,-0.7686795253871556,1.640322581459632,0.6249865972809081
0.0970771365089728,0.7183617587228784,-0.7708538210912426,1.626913769709884,0.6270946149071289
0.0470098301734181,0.7214161045182125,-3.003954117719947,-0.0779270117242975,1.3919716201291925
0.0557084907441039,0.9520300537543346,-0.1464088313057504,3.0390304158650343,2.4033119891086807
0.0465809824589662,0.7190155184547181,-3.022421388134474,-0.1072456806199948,1.3482098765996766
0.0477148994488942,0.7190806747576906,-3.0023919976363613,-0.0996066560725532,1.3741822423771748
0.0558601411215406,0.9483483295534296,-0.1714112972093137,3.038968371880384,2.3969726510518803
0.0472547485613525,0.7196847601875009,-3.0147054945213387,-0.095337705610038,1.3794819672490988
0.0467224186733173,0.720539480947768,-3.007138534478283,-0.0919934586984154,1.3598831285347994
0.0558328885818467,0.9461886671705152,-0.1413703259276829,3.038924728413108,2.3989566960904947
0.0975715199036576,0.7167575606308477,-0.7195075182715399,1.6578582057557574,0.6163104746327341
0.0473670422305829,0.7178302344093013,-3.00383013931594,-0.1051354809532093,1.3726479170794532
0.0989208534391296,0.7194389727916284,-0.7974731698275597,1.596534766533283,0.6381122525669002
0.0474424538879425,0.721398469857566,-2.9958503336333373,-0.0793699029938629,1.3853362942124223
0.055663832760151,0.9485590785001456,-0.1767300777427108,3.0388868982387063,2.4086852112919592
0.0979745695421934,0.716086491754127,-0.7243545251468537,1.6576452661720606,0.6130071196566951
0.0558173092363546,0.950890877450864,-0.1561418865234716,3.038969773819364,2.3936644031103187
0.097248413884812,0.7164333600801727,-0.7358970800780209,1.655561537268008,0.6132055826654014
0.0992212320269468,0.7180804114461543,-0.704830826707133,1.6671138827867908,0.6230260510157977
