features,VIF Factor
CRIM,6.296388282422481
ZN,5.429387950340319
INDUS,6.0952871386236716
CHAS,2.7561012225473545
NOX,28.3182464216967
RM,5.007086071422611
AGE,3.9527523153589974
DIS,17.139742975583843
RAD,6.46599407626971
TAX,4.490626645131496
PTRATIO,8.88411247661165
B,2.3136020602537495
LSTAT,4.627144212614973
