Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
-24.34703399284114,6.952024641557005,0.024646175945665663,-0.38356414747232637,-3.8972077419652007e-13,-3.4955820867604857,9.701600484282862,-0.0521930437010365,-0.9333666287634936,0.11931863564892105,-0.01960900725277602,-0.23034494143624018,0.015299343682548816,0.0867533857050039,0.8490320143645371
