features,VIF Factor
ZN,
INDUS,inf
CHAS,5.9762738103035815
NOX,4.165470023304971
RM,2.3482102292511935
AGE,3.9247898943533084
DIS,10.027895868789606
RAD,inf
TAX,inf
PTRATIO,inf
B,2.2548284551926145
LSTAT,3.7207212278041473
