,0,1,2
48,2.0818958222421547e-18,1.0,5.088459348391628e-44
49,1.0,0.0,2.020725195165424e-44
50,1.0,0.0,3.3351510164166333e-19
51,0.9999999760296928,2.397030768043703e-08,2.4921920122513848e-51
52,1.0,0.0,2.447949517384304e-22
53,1.0,4.259971039454475e-127,2.2569248295721396e-54
54,1.0,0.0,4.414705506346806e-36
55,0.9999999976498835,0.0,2.3501165940461726e-09
56,1.0,0.0,1.8035141842615517e-36
57,1.0,0.0,4.436001476856481e-45
58,5.5659235235636366e-05,0.0,0.9999443407647648
59,6.654110726410947e-05,0.0,0.9999334588927355
60,7.719553156597503e-05,0.0,0.9999228044684337
61,5.2540935686447616e-05,0.0,0.9999474590643133
62,1.0,0.0,2.766841278743261e-22
63,0.9999999999999991,0.0,8.171794490545029e-16
64,1.0785606065463981e-20,1.0,3.0058171322610666e-53
65,7.18478187349268e-07,0.0,0.9999992815218125
66,0.9999999911905393,8.809460314532272e-09,3.823592645911628e-51
67,1.476215735114107e-06,0.9999985237842652,2.375558220796173e-41
68,5.899124982292159e-07,0.0,0.9999994100875015
69,1.8867499167061922e-20,1.0,1.4633452865312425e-45
70,7.546326691530596e-18,1.0,1.1643936597687363e-42
71,1.0,0.0,1.6363373791236748e-19
72,4.379133995269716e-14,0.9999999999999556,6.060511545278802e-47
73,0.9999998557651579,1.4423484196127204e-07,3.039001036342263e-51
74,2.566547461016415e-07,0.9999997433452538,2.2438454283780421e-41
75,8.75765737381386e-05,0.0,0.999912423426262
76,6.980106464072456e-20,1.0,2.1027226743764947e-45
77,0.999999999999984,0.0,1.622766507626922e-14
78,1.0,0.0,1.944057021502432e-46
79,5.530492011728626e-07,0.999999446950799,6.77514996317776e-42
80,1.0,0.0,1.3218034886732527e-22
81,2.3103333395303356e-12,0.999999999997689,1.3149091573356252e-45
82,0.9999999664493094,3.355069062022779e-08,2.854952153807921e-50
83,1.0,0.0,5.696467550411705e-23
84,0.9999999999999876,0.0,1.2337686234186115e-14
85,0.9999999999999716,0.0,2.861212824018477e-14
86,1.0,0.0,8.001584993504967e-25
87,1.0,0.0,3.294745952401923e-22
88,2.380536980114469e-20,1.0,1.1286152155398047e-46
89,0.9999999981287395,0.0,1.8712608996519657e-09
90,0.9999999999999654,0.0,3.473538450121902e-14
91,3.6442371477006513e-07,0.0,0.9999996355762846
92,1.0,0.0,2.446948647017392e-49
93,1.0,0.0,4.3606759790256205e-25
94,1.0,0.0,1.6969601190148492e-49
95,1.4878115624961584e-06,0.0,0.9999985121884373
96,7.958420171624953e-06,0.0,0.9999920415798278
97,0.00016065781005809144,0.0,0.9998393421899422
98,0.9999999999912941,0.0,8.705708087289516e-12
99,0.01510169538675901,0.0,0.9848983046132413
100,0.9999999999882538,0.0,1.1745950714668122e-11
101,1.8027701153470157e-06,0.0,0.9999981972298851
102,3.5778645069200212e-06,0.0,0.9999964221354934
103,5.854577579785123e-06,0.0,0.9999941454224197
104,0.9999999999914886,0.0,8.51174333757781e-12
105,0.02214716205466166,0.0,0.9778528379453384
106,0.9999999975204332,0.0,2.4795673903207712e-09
107,0.9999999999936344,0.0,6.365632795606436e-12
108,0.9999999999935385,0.0,6.462032946962524e-12
109,0.9999999999922311,0.0,7.76911566694237e-12
110,0.06392918690309338,0.0,0.9360708130969064
111,9.587062117683694e-06,0.0,0.9999904129378816
112,0.9999999972239504,0.0,2.7760501998039365e-09
113,4.2122067014204574e-07,0.9999995787793291,5.668550542400365e-65
114,1.6878759388435934e-08,0.9999999831212404,1.0325930213460932e-44
115,4.023005920052853e-07,0.9999995976994082,1.564811235908297e-44
116,4.651915290975756e-07,0.9999995348084701,3.0368230760110566e-52
117,1.6070502206026296e-07,0.9999998392949778,3.575902070968008e-45
118,1.0,0.0,8.24753514347939e-48
119,1.0,0.0,4.306523692811742e-65
120,0.02216803411164815,0.0,0.977831965888352
121,1.0,0.0,5.964117976158518e-59
122,1.0,0.0,2.7339902693272893e-58
123,1.0,0.0,8.372292228774622e-59
124,1.0,0.0,2.5828200290839145e-45
125,1.0,0.0,3.2813338614684313e-65
126,1.0,0.0,4.7376906884708024e-32
127,1.0,0.0,9.656654904805909e-33
128,1.0,0.0,2.0175422779315697e-66
129,1.0,0.0,8.829961222330897e-34
130,1.0,0.0,1.508182769576902e-37
131,1.0,0.0,1.1861151895176795e-50
132,1.0,0.0,3.1068963155762297e-66
133,1.0,0.0,2.0428301481899998e-49
134,1.0,0.0,2.2922304672184814e-48
135,1.0,0.0,2.4893829156683825e-33
136,1.0,0.0,1.2925329280505655e-31
137,1.0,0.0,7.667656291253344e-32
138,1.0,0.0,8.73373582830085e-50
139,1.0,0.0,3.4821994462524804e-67
140,1.0,0.0,1.1328950268139514e-49
141,1.0,0.0,1.6887134587144588e-46
142,1.0,0.0,7.086386749677415e-38
143,1.0,0.0,4.505819711320076e-60
144,1.0,0.0,2.524132284441918e-47
145,1.0,0.0,1.132148151865403e-37
146,1.0,0.0,1.0758535989947199e-33
147,1.0,0.0,3.9624595232946795e-44
148,1.0,0.0,1.1219391141226157e-48
149,1.0,0.0,1.9431223597437946e-43
150,1.0,0.0,1.396378538089749e-48
151,1.0,0.0,9.183178506554566e-50
152,1.0,0.0,1.8713404011665394e-46
153,1.0,0.0,2.207466861192022e-43
154,1.0,0.0,2.953973431256063e-35
155,1.0,0.0,1.4489970905085466e-46
156,1.0,0.0,4.382541627796951e-47
157,1.0,0.0,3.976208874850354e-51
158,1.0,0.0,3.781836185767229e-36
159,1.0,0.0,3.143331277413639e-46
160,1.0,0.0,1.7062485552757875e-46
161,0.9999999976709191,0.0,2.3290810693447352e-09
162,0.9999999990571364,0.0,9.428639220309305e-10
163,0.9999999984729193,0.0,1.527081226593394e-09
164,0.9999999996830269,0.0,3.16973663288677e-10
165,0.9999999990571364,0.0,9.428639220309305e-10
166,0.9999999999888036,0.0,1.1196380697876117e-11
167,0.9999999999999947,0.0,5.316850000887563e-15
168,0.9999999999999929,0.0,6.378693106431347e-15
169,0.9999999999999929,0.0,6.6668187042105095e-15
170,0.9999999999904112,0.0,9.588882501665278e-12
171,0.9999999992944186,0.0,7.055815744195268e-10
172,0.9999999995346016,0.0,4.653981446903828e-10
173,0.9999999999999991,0.0,9.616633455704947e-16
174,2.058566857484477e-07,0.9999997941433135,1.9550336409086548e-24
175,1.8255350213719754e-30,1.0,1.5877964850896354e-51
176,5.06766371633465e-18,1.0,6.021154589612562e-64
177,0.0010005558553180059,0.0,0.9989994441446826
178,2.401330730324419e-08,0.9999999759866934,4.8756870868861944e-20
179,0.00024222106821377503,0.0,0.9997577789317864
180,1.865607226639636e-29,1.0,3.026047068793801e-51
181,0.0003057141859108434,0.0,0.9996942858140898
182,4.40564562693951e-28,1.0,4.603845787143648e-30
183,0.0002762071134752166,0.0,0.9997237928865247
184,2.148332486984354e-37,1.0,7.018304775599869e-39
185,1.7888579709230887e-07,0.9999998211142032,1.0669758668479506e-25
186,0.00013684086387730018,0.0,0.9998631591361227
187,0.0004196977057060793,0.0,0.9995803022942934
188,5.927983291891692e-10,0.9999999994072013,5.705722859261334e-17
189,0.00024114951679789746,0.0,0.9997588504832029
190,7.222526057102889e-15,0.9999999999999929,3.0960818532186236e-64
191,1.4341024203375464e-15,0.9999999999999982,1.3996960277960154e-69
192,2.8425180066285416e-08,0.99999997157482,4.8194436412477134e-20
193,6.29619798159287e-09,0.9999999937038027,5.748424861573385e-21
194,5.733694619301817e-15,0.9999999999999947,1.5107057250430384e-30
195,7.642082949793777e-13,0.9999999999992362,2.1742272930489614e-28
196,4.3495309517880116e-08,0.9999999565046905,3.2648648320497305e-20
197,5.994062131948349e-06,0.0,0.9999940059378681
198,1.0682011658454015e-08,0.9999999893179884,1.7951016943147202e-22
199,1.620351532147335e-08,0.9999999837964851,3.361046924445697e-22
200,0.0014254676116103374,0.0,0.998574532388389
201,7.017001231078886e-08,0.9999999298299886,1.754054652770495e-21
202,3.3952115108251385e-08,0.9999999660478848,4.585697316248936e-20
203,7.199677396199001e-15,0.9999999999999929,1.2511965378420735e-34
204,5.149621297913178e-13,0.9999999999994067,7.83417205217183e-14
205,2.7086825243769686e-09,0.9999999972913169,2.237828813138521e-23
206,5.907186217350779e-08,0.9999999409281379,3.4241006668460426e-20
207,1.642696643502322e-14,0.999999999999984,2.179615021611665e-48
208,2.1251823158097846e-08,0.9999999787481768,4.26614221787367e-20
209,1.4675258817626497e-13,0.9999999999998526,1.1557868682963334e-15
210,1.9103596391263058e-08,0.9999999808964033,4.509944136644639e-21
211,1.4043864164169138e-06,0.9999985956135833,2.3738969837633364e-24
212,4.3494733420310584e-08,0.9999999565052661,2.6305101007337132e-20
213,5.913462604140874e-13,0.9999999999994085,3.5322797579518014e-31
214,0.0009824505738027594,0.0,0.9990175494261981
215,1.294827439243696e-11,0.9999999999870521,4.876412711481598e-31
216,3.482091240344872e-08,0.9999999651790882,1.306348781456353e-20
217,6.694091968623274e-06,0.0,0.9999933059080316
218,1.4336756126427035e-08,0.9999999856632443,8.240786739109645e-22
219,1.6628984093667202e-12,0.9999999999983356,2.0707081038181057e-15
220,1.0916180202112648e-10,0.9999999998908375,1.0269359870325498e-23
221,9.539586230494248e-09,0.9999999904604131,1.4285821062618658e-20
222,9.788278950663464e-12,0.9999999999902123,1.7849688908603677e-41
223,6.785531724674162e-09,0.9999999932144679,3.220885997076582e-22
224,3.5068685151406195e-09,0.9999999964931323,5.296713610377368e-26
225,0.0008719240405923756,0.0,0.9991280759594076
226,2.840828825245181e-09,0.999999997159172,2.7733110021971554e-22
227,5.898611505324752e-08,0.9999999410138845,1.263656565658305e-30
228,0.000769667217292393,0.0,0.9992303327827068
229,3.645873751322026e-08,0.9999999635412624,1.449916810393015e-20
230,1.2264890733117795e-10,0.9999999998773514,3.0058540309910044e-27
231,0.0007713176435437715,0.0,0.9992286823564563
232,0.0007113094494493975,0.0,0.9992886905505508
233,1.1467829431104604e-08,0.9999999885321708,3.2476285177839136e-25
234,7.465150584094256e-16,1.0,1.8561712349671762e-50
235,7.1342344216453585e-16,1.0,4.2064648970272915e-36
236,0.000859508397197979,0.0,0.9991404916028016
237,1.5806343390082346e-14,0.9999999999980531,1.9317118341147075e-12
238,0.000659192455464301,0.0,0.9993408075445365
239,4.201151420621012e-06,0.0,0.9999957988485785
240,4.2275090299387774e-08,0.999999957724909,3.6531721433630474e-20
241,1.1766233570893879e-05,0.0,0.9999882337664292
242,4.5170853186496935e-12,0.9999999999954827,1.1070331766194233e-30
243,4.3494733420310584e-08,0.9999999565052661,2.6305101007337132e-20
244,3.6447990798518084e-13,0.9999999999996341,1.5965185236369714e-15
245,2.812032696178328e-09,0.9999999971879667,5.761041099079267e-20
246,5.249706308567259e-13,0.9999999999994014,7.35859553139393e-14
247,1.1629221878562245e-15,0.9999999999999982,6.79602316418814e-36
248,7.322373938199045e-08,0.9999999267762609,3.819502507445314e-24
249,1.8454364492420055e-16,1.0,1.4684142134915428e-36
250,1.578207638173805e-16,1.0,1.6337418481558422e-50
251,5.391789101937077e-13,0.99999999999946,5.976697080936043e-16
252,1.0930107275772123e-08,0.9999999890698935,3.61675913325918e-40
253,2.6445803828874636e-15,0.9999999999999973,3.470856301159536e-55
254,9.593233723801406e-13,0.9999999999990195,2.0715750813188474e-14
255,3.555759424045634e-17,1.0,3.3588960205004793e-63
256,1.0491486933853461e-16,1.0,1.3035165537627043e-42
257,4.831438720116223e-09,0.9999999951685616,1.343669962365666e-23
258,3.3842342800384054e-28,1.0,7.369775888460181e-68
259,1.629825986496116e-11,0.9999999999837019,9.042724752155643e-21
260,8.369425176213204e-06,0.0,0.9999916305748234
261,9.854080493828341e-06,0.0,0.9999901459195065
262,2.7795229590492345e-08,0.9999999722047711,3.0856555892860156e-21
263,1.376759727680981e-08,0.9999999862324033,8.188009381435331e-21
264,7.791215193161923e-17,1.0,4.0463808985277375e-38
265,2.1419839639835215e-17,1.0,2.163066397867725e-51
266,1.0832146128163986e-06,0.0,0.9999989167853873
267,7.038396593892637e-08,0.9999999296160336,6.632504713419996e-21
268,1.822352479158552e-12,0.9999999999981775,8.610933539558661e-41
269,4.062486519153487e-08,0.9999999593751355,1.8098761831025632e-21
270,4.839916824036747e-13,0.9999999999995168,8.91432988214552e-31
271,1.7253574320044103e-12,0.9999999999982752,1.7042542709215607e-31
272,5.827963294954889e-18,1.0,4.570166970553944e-39
273,5.453906213792749e-16,1.0,4.0257207655766394e-20
274,2.605775491447884e-06,0.9999973942245082,9.141121485535249e-30
275,2.3467188153282003e-07,0.999999765328119,3.152625030568223e-31
276,3.263417875562876e-06,0.0,0.999996736582124
277,3.204359195884917e-09,0.9999999967956406,6.496495372086327e-33
278,4.0793952084706027e-10,0.9999999995920614,1.5725497635588142e-31
279,3.898644070720152e-15,0.9999999999999964,5.791037021941775e-35
280,5.184137320972201e-16,1.0,1.5771771834626407e-45
281,3.614008187084572e-06,0.0,0.9999963859918128
282,6.449005413297567e-13,0.9999999999992966,5.791247308997323e-14
283,3.487270921321043e-10,0.9999999996512727,1.2668031663451004e-23
284,4.4800968073002684e-07,0.99999955199032,5.289890995846163e-25
285,1.0940810242077911e-14,0.9999999999999893,1.3078254446854584e-44
286,2.1765475832789854e-10,0.9999999997823448,1.938769565523795e-31
287,1.3859836541773618e-14,0.9999999999999858,3.2215391873837924e-46
288,4.015876590852403e-10,0.9999999995984119,1.7794050872371618e-37
289,4.6037056208747124e-09,0.9999999953962941,6.726712488954355e-22
290,5.456891644814312e-06,0.0,0.9999945431083551
291,4.3643785199824335e-08,0.9999999563562155,2.7215975588449015e-20
292,3.572778765161538e-14,0.9999999999999645,1.0645605067395686e-33
293,3.5367470168513645e-06,0.0,0.9999964632529836
294,4.035134279755656e-08,0.9999999596486572,5.547810892667754e-28
295,4.740223804701323e-13,0.9999999999995257,3.2404397764763364e-31
296,4.212933938051493e-17,1.0,2.2549960346435914e-38
297,2.1666793366298115e-14,0.9999999999999787,3.7005794615965257e-17
298,1.1209172319069678e-17,1.0,1.6197162335342697e-43
299,9.967015102977557e-13,0.9999999999989981,5.2023244516894565e-15
300,0.0009398959082946698,0.0,0.9990601040917063
301,1.3908547435696193e-05,0.0,0.9999860914525639
302,4.6159147382510504e-06,0.0,0.9999953840852621
303,2.6716274902133352e-15,0.9999999999999982,6.070074039485406e-36
304,2.7877739699142857e-08,0.9999999721222594,8.438061857323134e-21
305,0.0006748090005993364,0.0,0.9993251909994015
306,1.2968451373457745e-17,1.0,1.1788778654368204e-56
307,0.0006124734035082974,0.0,0.9993875265964919
308,0.0018788440486821893,0.0,0.9981211559513186
309,1.9160120758198362e-10,0.9999999998083986,6.8516598186631745e-31
310,1.9170877501455963e-18,1.0,7.205346045417714e-21
311,1.5475631496722908e-09,0.9999999984524361,1.7026163513634824e-23
312,0.0005462725931781501,0.0,0.999453727406821
313,1.3548418772391995e-08,0.9999999864515808,7.450878430261295e-26
314,1.3592051317672466e-07,0.9999998640794864,1.8559902625887953e-24
315,1.8243173062715555e-09,0.9999999981756833,8.412405211299868e-17
316,1.0,0.0,2.223523173786783e-19
317,1.0,0.0,8.790405680984915e-20
318,1.0,0.0,1.577164768051495e-25
319,1.0,0.0,8.00172563321547e-21
320,1.0,0.0,1.2861184700392629e-21
321,1.0,0.0,1.1399253941286721e-25
322,1.0,0.0,6.830681510691599e-26
323,1.0,0.0,7.434647397261423e-26
324,1.0,0.0,4.7659980601078e-22
325,1.0,0.0,7.202438970597563e-22
326,0.999999999451469,0.0,5.485310849089276e-10
327,0.999999999155933,0.0,8.44067499593832e-10
328,1.0,0.0,2.7221750840789096e-16
329,0.9999999993463398,0.0,6.536600028184921e-10
330,0.9999999996188578,0.0,3.8114208798363863e-10
331,1.0,0.0,1.4364424624703194e-16
332,0.9999999999997051,0.0,2.9541115636133875e-13
333,0.9999999999995888,0.0,4.116375423363999e-13
334,0.9999999985144079,0.0,1.4855918116800977e-09
335,1.0,0.0,3.172001028856354e-16
336,1.0,0.0,1.5456462341491673e-16
337,0.9999999999998614,0.0,1.387769234550551e-13
338,0.9999999999999574,0.0,4.3006270265455646e-14
339,0.9999999999998055,0.0,1.9454579441753307e-13
340,1.0,0.0,1.496231191301041e-16
341,0.9999999999999938,0.0,6.572242926466647e-15
342,1.0,0.0,1.7477718815821334e-21
343,1.0,0.0,6.494067882311678e-22
344,1.0,0.0,1.6231292977281639e-21
345,1.0,0.0,9.232817974787016e-18
346,1.0,0.0,5.526050144550586e-18
347,1.0,0.0,2.2110258757046576e-21
348,1.0,0.0,5.789936264244284e-18
349,0.9999999999999973,0.0,2.734710873600858e-15
350,1.0,0.0,1.0888103882721793e-21
351,1.0,0.0,1.0670262780596837e-18
352,1.0,0.0,8.189675575791766e-22
353,1.0,0.0,3.8528889835138623e-19
354,0.9999997102088776,0.0,2.897911222686551e-07
355,0.9999999746252483,0.0,2.537475192828833e-08
356,0.9999999900256755,0.0,9.974324365973679e-09
357,0.9999998769308136,0.0,1.230691867500027e-07
358,0.9999996903260335,0.0,3.096739663502798e-07
359,0.999999948352785,0.0,5.1647214724706985e-08
360,0.9999997524914792,0.0,2.4750852100667203e-07
361,0.004683957703247679,0.0,0.9953160422967526
362,0.999999561927841,0.0,4.380721587388245e-07
363,0.9999999711641459,0.0,2.8835854457470988e-08
364,0.012537848137781618,0.0,0.9874621518622181
365,0.9999999959421988,0.0,4.057801115405949e-09
366,0.011361179969336239,0.0,0.9886388200306642
367,0.999999561927841,0.0,4.380721587388245e-07
368,0.02201647509888133,0.0,0.9779835249011188
