,Diluant(%),Equv(phi),Fuel,Fuel(%),Oxidizer(%),P(atm),T(K),Time(μs)
19,95.79,0.5,CCCCCC,0.21,4.0,1.69,1403,196
80,95.58,1.0,CCCCCC,0.42,4.0,1.9,1353,623
85,95.58,1.0,CCCCCC,0.42,4.0,1.76,1358,688
137,95.58,1.0,CCCCCC,0.42,4.0,1.92,1284,1317
149,95.58,1.0,CCCCCC,0.42,4.0,3.32,1273,1046
151,95.58,1.0,CCCCCC,0.42,4.0,1.93,1237,2706
