Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
57.62613956592705,-1.5150884753754843,-0.08215358956068432,-0.1855810366585352,2.616152825140816,-35.96274031310318,9.234861359530012,-0.0712044417857731,-1.9571391125079813,-0.9069760343400917,-0.027586278470039846,-1.6508620788665265,-0.05037032493552272,0.07702957790363396,0.9380044474052479
