,Diluant(%),Equv(phi),Fuel,Fuel(%),Oxidizer(%),P(atm),T(K),Time(μs)
10,86.0,0.5,CCCC,1.0,13.0,1.11,1412,149
19,85.0,1.0,CCCC,2.0,13.0,1.17,1432,179
27,95.75,2.0,CCCC,1.0,3.25,1.03,1666,177
34,92.86,1.0,CCCC,0.95,6.19,1.24,1450,267
54,92.5,1.0,CCCC,1.0,6.5,3.8,1415,189
56,96.25,1.0,CCCC,0.5,3.25,1.2,1478,275
71,92.5,1.0,CCCC,1.0,6.5,2.03,1400,335
78,92.5,1.0,CCCC,1.0,6.5,1.12,1505,140
97,92.5,1.0,CCCC,1.0,6.5,1.14,1499,151
117,92.5,1.0,CCCC,1.0,6.5,1.18,1405,420
