T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
0.0557801667594852,0.9501480279134756,-0.1555358468487663,3.038969773819364,2.40377795680866
0.0843239105497639,0.7195052553500823,-1.3635173268022458,1.1755313542422938,0.8355513212427939
0.0895707026575541,0.8649699004954859,-0.1694581296848362,2.624645553394176,1.757480778517068
0.0551951152464438,0.9509455165768416,-0.1723327393728652,3.0390509161675463,2.3931741543681366
0.0839902366887227,0.7188352167552259,-1.3422960936551804,1.189294045542188,0.8206368315639598
0.0557007419335959,0.951031660663759,-0.1667295257765078,3.0389472034126346,2.4095288427491752
0.0842708783228534,0.7197381191566021,-1.3475886785312174,1.188728251546416,0.8384906804964698
0.0834130719059965,0.7190523757183354,-1.3615983353069856,1.1716949397216825,0.8307416530044316
0.0835569215850035,0.7206968027472062,-1.3601709481841513,1.1830639596194104,0.8366427635028637
0.0832275775678438,0.718299896846869,-1.3399299977699608,1.190048382302631,0.8409568684208963
0.082298299451438,0.7194829266497524,-1.3655996210814123,1.1826823384849852,0.8467136219146072
0.0557692791871002,0.9528970690412036,-0.1574337386172345,3.038776716732196,2.416724080631508
0.088649937389321,0.8735828375194311,-0.1893334138319523,2.62390239348462,1.7875676474935869
0.0603092624530831,0.7261348359899987,-1.7163892217503238,0.9776704630125904,0.9595253471296198
0.0545670272294557,0.735609254263388,-1.650944608867378,1.1434787103009592,1.0647338807963795
0.0552370281969665,0.9501563187059896,-0.1474931657845038,3.039216112684742,2.376066895106144
0.0560788448493752,0.9523895151110588,-0.1302774322383032,3.0388840134467534,2.4046054938292545
0.0556062416435495,0.9498368920932956,-0.1658522138361365,3.0390704205489247,2.375497604559766
0.0903412336172441,0.8669966457082027,-0.1932393788350133,2.6052389282400337,1.7542152324881664
0.0554290278739488,0.948066578895522,-0.155906794084312,3.0391517939395896,2.371651888784425
0.0554190738876714,0.9466237371739012,-0.1531946485275492,3.0390680978383533,2.3843370211145047
0.0886680610459161,0.8678977617306695,-0.1902819045669717,2.6297083615111267,1.7500683850146463
0.0902771208616329,0.8648107621976403,-0.1889876324809467,2.6210406464200866,1.7520119738672608
0.0889616806080822,0.866257114943661,-0.2022705966632149,2.611933167874641,1.7692393284098835
0.0548313946943236,0.95252922861047,-0.1822991085138583,3.03950930551659,2.3476039968815257
0.0563852425923608,0.7258041485159015,-1.7941893288734827,0.9400622389028296,0.9721783607913224
0.0902464371905994,0.8675943515707825,-0.1811806001006138,2.621609905816999,1.727995978327174
