CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
1.4043470989930649,0.015283628866907286,0.03308257784523722,1.3381356091716436,-13.828110087420526,8.50122195763031,-0.04513651696313071,-1.0628533674877865,0.20203357277357614,-0.01562770326550524,-0.6920414169226745,0.00492958009209022,-0.15166731600712502,0.9856683526194476
