Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
12.179871555952314,-6.3114271018141395,-5.471702654084452,13.13875896285218,16.80691636506505,4.759682607953447,-19.379356305531648,0,0.31153930529923235
