Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-6.299002532473184,-0.6177069908107049,0.7744711940688052,-1.5434447843307977,-1.970045224049548,21.96645928483244,0.9625439596078704
-6.387839830874025,-0.5962873200955876,0.8243567071434816,-1.4981966387403467,-2.7117850602445106,22.10847241300644,0.9573440990624074
-6.236151207172929,-0.6115975676845109,0.7803243127767332,-1.5282260442578983,-2.19130278635429,21.875955972923805,0.9626666049156376
-6.340639088506872,-0.6207644237770418,0.7758736617885402,-1.5386231392718113,-2.0972751992058223,22.02915788690069,0.963714025643282
-6.256530742834546,-0.6229560406122686,0.7896860851865203,-1.55734825158703,-2.245253420005797,21.99304557299507,0.9630868415852454
-6.966248714541999,-0.4325382865668573,0.7538163060535163,-1.425609369912893,-8.84827463071434,22.449932642053664,0.9194737795490912
-6.241418910425127,-0.6212217731704249,0.7800453823872329,-1.5390524679034885,-2.095602231644868,21.8903495135138,0.9618590853718018
-7.129396421032175,-0.4296340585958492,0.745001845346449,-1.4533871642817229,-9.394514881866654,22.67901424220229,0.916625151913666
-6.254575517409245,-0.6247784966625461,0.7865093415908145,-1.5567998959917,-2.192719099543928,21.9780275909532,0.9631661576719543
68.48285535529335,-0.9826951558282286,-0.5213895439358434,-22.16279539180396,1.744822029667053,7.974746328737392,0.7380494929001631
54.5745439733619,-1.0027244945578482,-0.4776120950037066,-17.636337552933526,4.769789769719479,8.065800045189967,0.7490541780519897
-6.443110324412284,-0.6258381105154024,0.7644771123860227,-1.5246360585382903,-2.1093845841710634,22.133953226642383,0.9640319354442956
-7.044175946014602,-0.4455122169646884,0.7715564943277808,-1.4655299951410288,-10.018734306884395,22.76384148932752,0.905973879681502
-6.441397420670581,-0.5978428358615855,0.8197966667356862,-1.4813419059848396,-2.6914899720916985,22.13837043876048,0.956419395026022
69.7925078316652,-0.9495899186594652,-0.5749710982538332,-22.761463014530847,0.940537323364504,8.472459728317595,0.7410876240423667
-6.311930833966232,-0.6142390824412596,0.7779777274944868,-1.532081886269587,-2.152041006944118,21.978150017063506,0.963186447363546
-7.03653706358061,-0.4173768765926249,0.8076287403383544,-1.5031370910637225,-9.706930982816916,22.797659369120154,0.9171415211950644
-6.322083861945961,-0.5944612370001217,0.8138596136458085,-1.4805535883070595,-2.613956926146473,21.94497901675839,0.9572885838645432
35.04401322100705,-0.9132711523395436,-0.4454441840389415,-11.197698574589708,1.8205613101876628,7.91756487167171,0.7298024529663943
-6.3891132125047365,-0.6309209723586185,0.8067111043797048,-1.543977489186007,-2.3638061005901854,22.19706395608046,0.9687216107087276
-6.19086561379553,-0.617669071549392,0.7814562579872837,-1.5461669401725586,-2.070162734486787,21.83854335745078,0.9634485222801654
-6.231095341405034,-0.6103722499198866,0.79509343185433,-1.5363925222068964,-2.1971568012442195,21.89473874440655,0.961217518031235
-6.339273573712179,-0.6153435854992605,0.7471512454238021,-1.508955155343814,-1.9579737300648723,21.91211199637909,0.9647971462626344
-6.819495246008298,-0.4384173006956885,0.8172435792556902,-1.4831957771858055,-10.063445669267423,22.625072841493058,0.9149433519467008
-6.397759954675876,-0.6080285106212282,0.7857993737235891,-1.5284040811591713,-2.224524100834123,22.10534426455702,0.9628581657479078
-6.810097188957618,-0.4508184199642689,0.8387372129069602,-1.4900537155230489,-9.855226426995994,22.695365352358728,0.9156155514842308
-6.303954209779764,-0.6229737830425813,0.7771032594366375,-1.5490248071995152,-2.0409363016835167,22.01108744581426,0.9625046087826838
-6.413818658529686,-0.6225917060404007,0.7688869654758602,-1.5294632726109385,-2.116220750605476,22.10961461907659,0.9634180405775168
-6.940807129208061,-0.4338768769999654,0.7976068587231682,-1.471613968851143,-9.815153751489156,22.68355496336813,0.9127821477413652
63.81797202926026,-0.970568424743836,-0.5280610534481317,-20.631207101156704,2.132357049965311,7.943971733116055,0.732026494931741
62.9813909010656,-0.956565128926877,-0.5016574841381853,-20.37878833096104,1.863885561532439,7.989991855117369,0.7289073187617992
-6.376522521792325,-0.6207488766612345,0.809360080769299,-1.5422975495962927,-2.434070562800861,22.18151050753587,0.9684045986332284
-6.290652002644881,-0.6124210131968428,0.7726970829963603,-1.5280789459012991,-2.119389331472502,21.92928267378289,0.963027796407368
77.74044155267163,-0.99554342364454,-0.5025486049662112,-25.19226388076677,1.4410620215435657,7.977409433989017,0.7254755868571527
55.00567266055031,-0.9663725687290444,-0.4728556025667766,-17.752646899626907,1.89569719613584,8.01143904641162,0.7279083756333227
23.6967500658692,-0.8882300882578783,-0.5109320130984842,-7.476926359829676,3.2932865363744828,7.866193681745527,0.7554226924483722
63.254068911966726,-0.9780657300902283,-0.4835744068737063,-20.4476422115118,1.6590695618132152,7.98770827767625,0.7350242131233627
87.26269964908086,-0.989801623808554,-0.5035509680666731,-28.24775383404689,0.8120733285012891,7.758435452207718,0.7180396965574369
-6.698073368848579,-0.4952699434252775,0.7622822933199969,-1.348506107530855,-9.796610285594593,22.30364050404449,0.9347148487552694
61.28409417970354,-0.9586463297829336,-0.4855846146071209,-19.792851897434453,1.904215174727112,7.905057158372682,0.7290731382672966
58.82121142614989,-0.9572542752578164,-0.4866961119233896,-19.003785753859283,0.5995389486200615,8.041127260017065,0.7336610934808838
-6.18442777728748,-0.6121498577987173,0.7819567594843981,-1.5448104324209866,-2.0817038451921968,21.821726424438832,0.96172880567296
-6.29261930144303,-0.6114439742698043,0.7738109228364842,-1.5307414253425906,-2.154393409656452,21.946143512947653,0.961307859091491
-6.2381686522874045,-0.6171975140743476,0.7768929737547208,-1.5459945697215631,-2.091106305721951,21.904894480425494,0.9634566678861136
-6.340726912690298,-0.6262976040155375,0.7711253392580089,-1.539092665446504,-2.060235750822697,22.03154943759625,0.9634060904897772
70.78636329636666,-0.9842512466606904,-0.4933505509179958,-22.930522107138145,0.2093593796433648,8.12305620916357,0.7310086241584792
72.7862833701137,-0.9934693799936424,-0.4905412735944817,-23.50506574422156,1.855923961395584,7.777335543494488,0.7201344820666724
45.855013774742986,-0.9173471780709412,-0.5014537049374029,-14.774131466203592,2.437706431631181,7.955763744272286,0.7361036292957798
-6.309743550900488,-0.6054655393137601,0.78680713128952,-1.526132154053702,-2.2281370036601524,21.973578515580016,0.9605801550321994
-7.91374787461384,-0.4100477645840823,0.6723970953962812,-1.5383884088923754,-14.428676527696863,23.751251580221385,0.8986558096912541
-7.129351194816746,-0.449620740381887,0.7760276229793632,-1.465984630902275,-9.15634785763385,22.840455081369207,0.9117848023033336
-7.022209156956292,-0.4131207621822495,0.8073172306038361,-1.5290928053104378,-9.766919928177588,22.796435227583466,0.908424778534134
-6.927098221923939,-0.4132604480391761,0.7532711214583778,-1.4602038850960994,-9.606798841442256,22.42357842585488,0.90788055813586
-6.954373495250039,-0.4349684706234344,0.7757970254720417,-1.4610174064624708,-9.697742146192384,22.602618874059203,0.914432392144384
-6.202932362969968,-0.6102995650650387,0.7946078339261571,-1.5355092331718163,-2.2390039788847824,21.86035994506769,0.96205161524569
-6.324411683740176,-0.6138000504925215,0.7711344023393286,-1.5316379952006811,-2.1128489417566563,21.98598419507934,0.9623038628640004
-6.254149298075188,-0.6198178674923626,0.7957413297211418,-1.570220767429722,-2.264324500908039,22.028132704693046,0.9622486578355331
