,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
2545,-0.2715,-0.8558,-0.9028,-0.8266,0.5841,11.6823,0.8085
2546,-8.1834,-0.411,0.591,-1.4965,-13.6893,23.7632,0.9016
2547,-6.806,-0.4665,0.7639,-1.3799,-9.7836,22.4012,0.9346
2548,-7.0228,-0.473,0.7769,-1.3953,-9.3986,22.7367,0.9388
2549,-6.6699,-0.4787,0.8727,-1.4606,-10.4047,22.7138,0.9335
2550,-7.1167,-0.429,0.7471,-1.4503,-9.3953,22.672,0.9167
2551,-6.9547,-0.4349,0.7758,-1.461,-9.6983,22.6031,0.9134
2552,-6.6244,-0.4131,0.8531,-1.499,-10.0963,22.4386,0.92
2553,-8.141,-0.495,0.4626,-1.2895,-8.7514,23.0542,0.8994
2554,-6.9287,-0.4296,0.7897,-1.4839,-9.8616,22.63,0.9143
2555,-6.8673,-0.436,0.7838,-1.4586,-9.7641,22.5259,0.9111
2556,-7.5264,-0.4392,0.7109,-1.4745,-9.4294,23.1255,0.9009
2557,-6.9103,-0.4496,0.8011,-1.4665,-9.4904,22.6671,0.9115
2558,-6.8052,-0.4004,0.7999,-1.4949,-9.9628,22.446,0.9047
2559,-6.9954,-0.451,0.7338,-1.4151,-9.4954,22.5097,0.9112
2560,-6.8325,-0.4488,0.8045,-1.4407,-9.4375,22.5848,0.9145
2561,-6.442,-0.3306,0.9749,-1.6868,-14.5772,22.7822,0.9208
2562,-6.9819,-0.3633,0.7333,-1.5187,-9.7794,22.3647,0.921
2563,-6.8455,-0.4109,0.7991,-1.4759,-9.5763,22.4798,0.9217
2564,-6.9776,-0.4327,0.7809,-1.4715,-9.6797,22.6518,0.9128
2565,-6.6031,-0.4317,0.8389,-1.4887,-10.2677,22.4371,0.9133
2566,-6.9487,-0.4535,0.6965,-1.3404,-9.2236,22.2458,0.9339
2567,-6.6174,-0.4148,0.8236,-1.4747,-9.8595,22.3012,0.9165
2568,-6.9633,-0.4362,0.7707,-1.4586,-9.7508,22.5985,0.9142
2569,-6.8199,-0.4647,0.7794,-1.3961,-9.9346,22.4872,0.9321
2570,-6.9343,-0.4194,0.7652,-1.4782,-9.5231,22.5109,0.9153
2571,-6.9894,-0.4814,0.7498,-1.3714,-10.018,22.6566,0.9244
2572,-6.6417,-0.4586,0.9013,-1.516,-10.2883,22.7751,0.9184
2573,-8.3481,-0.5102,0.4709,-1.3071,-11.1663,23.539,0.8947
2574,-6.8877,-0.4326,0.7619,-1.4219,-8.9298,22.3859,0.9163
2575,-6.9678,-0.4344,0.7687,-1.4561,-9.6334,22.5861,0.9142
2576,-7.1404,-0.4254,0.7919,-1.5115,-9.6799,22.9076,0.9121
2577,-6.9435,-0.4445,0.7531,-1.4267,-9.0478,22.4737,0.9153
2578,-6.7254,-0.3779,0.9296,-1.608,-10.4702,22.8221,0.9181
2579,-6.8451,-0.4352,0.7714,-1.4463,-9.7016,22.4382,0.9119
2580,-6.8032,-0.4117,0.7915,-1.4662,-9.5889,22.3872,0.92
2581,-8.4037,-0.4155,0.5695,-1.5195,-13.9676,24.0122,0.906
2582,-6.7955,-0.4716,0.7432,-1.3469,-9.699,22.2956,0.924
2583,-6.8731,-0.4541,0.8377,-1.4837,-9.7084,22.7755,0.9162
2584,-6.8506,-0.4736,0.8048,-1.4422,-9.2153,22.6105,0.9143
2585,-6.8715,-0.383,0.8878,-1.5976,-10.5315,22.8864,0.9097
2586,-6.5788,-0.4439,0.8951,-1.5358,-10.5491,22.6506,0.913
2587,-7.8948,-0.4116,0.678,-1.5431,-14.4311,23.7561,0.895
2588,-8.3552,-0.5116,0.4689,-1.3047,-11.1433,23.5421,0.8853
2589,-6.9511,-0.4406,0.7834,-1.4594,-9.6183,22.6405,0.9138
2590,-7.319,-0.3604,0.7363,-1.5538,-9.2521,22.7679,0.9236
2591,-6.7984,-0.359,0.8537,-1.5853,-10.0805,22.5712,0.9182
2592,-6.8232,-0.3709,0.9258,-1.6212,-14.9399,23.1869,0.9419
2593,-6.9831,-0.4311,0.7263,-1.4333,-9.6644,22.438,0.9144
2594,-6.8418,-0.3986,0.7592,-1.4789,-9.7946,22.32,0.9062
2595,-7.0419,-0.4377,0.769,-1.4612,-9.6384,22.6967,0.9067
2596,-6.9259,-0.4341,0.7139,-1.397,-9.2859,22.2852,0.9101
2597,-6.9051,-0.4464,0.7336,-1.4071,-9.4744,22.3774,0.9111
2598,-7.2058,-0.3814,0.7925,-1.562,-12.4421,23.0573,0.9174
2599,-6.9017,-0.4381,0.8395,-1.5285,-9.6752,22.8021,0.9191
2600,-6.607,-0.4361,0.8979,-1.5263,-9.9776,22.6229,0.9222
2601,-6.7407,-0.4319,0.7836,-1.4552,-9.694,22.3445,0.9124
2602,-6.901,-0.4113,0.7925,-1.4877,-9.842,22.5692,0.9104
2603,-7.7833,-0.5215,0.6688,-1.3829,-9.1141,23.4588,0.8939
2604,-6.9598,-0.4254,0.7535,-1.4552,-9.5041,22.4898,0.9125
2605,-6.6864,-0.4611,0.7279,-1.3246,-9.5172,22.0553,0.9277
2606,-6.9512,-0.4343,0.7768,-1.4619,-9.6969,22.6003,0.9142
2607,-7.2001,-0.4458,0.6258,-1.3248,-7.9871,22.2237,0.9153
2608,-6.9245,-0.4382,0.798,-1.4719,-9.9087,22.6784,0.9139
2609,-6.6926,-0.3353,0.9054,-1.6644,-13.9832,22.8419,0.9104
2610,-7.8485,-0.4094,0.6919,-1.5392,-13.9126,23.7126,0.9018
2611,-6.7479,-0.3858,0.8512,-1.5594,-13.2994,22.7528,0.9128
2612,-6.8976,-0.4415,0.8213,-1.4934,-10.0824,22.7613,0.9137
2613,-6.9299,-0.4608,0.7246,-1.3847,-9.2619,22.3839,0.9098
2614,-6.7658,-0.4373,0.809,-1.4722,-10.0509,22.5152,0.9164
2615,-6.9517,-0.4153,0.7554,-1.4665,-9.7756,22.4824,0.9137
2616,-6.93,-0.4351,0.7883,-1.4617,-9.7013,22.6215,0.9107
2617,-7.0077,-0.4067,0.7775,-1.5108,-9.6522,22.636,0.9212
2618,-7.1157,-0.4234,0.7717,-1.4918,-9.5278,22.7762,0.9147
2619,-7.0087,-0.4017,0.7242,-1.4676,-8.8536,22.3494,0.931
2620,-6.7767,-0.4921,0.796,-1.4131,-8.8329,22.501,0.9157
2621,-8.2,-0.5255,0.4946,-1.2734,-8.3852,23.3012,0.8979
2622,-6.7368,-0.4552,0.8824,-1.5174,-9.9616,22.7882,0.9145
2623,-6.9384,-0.4399,0.7882,-1.4618,-9.6381,22.6424,0.914
2624,-6.811,-0.4373,0.7909,-1.4562,-9.8578,22.4904,0.9126
2625,-6.9661,-0.4001,0.7904,-1.5194,-9.7645,22.6276,0.9199
2626,-6.8054,-0.4367,0.7925,-1.4566,-9.8347,22.4873,0.9125
2627,-7.1202,-0.4241,0.8064,-1.5231,-9.7449,22.9489,0.913
2628,-6.84,-0.3841,0.8653,-1.5859,-13.5555,22.9398,0.9116
2629,-6.7257,-0.4749,0.8323,-1.4463,-9.8853,22.5978,0.9104
2630,-6.7366,-0.3649,0.9103,-1.6315,-13.9808,22.9733,0.9135
2631,-6.9787,-0.4361,0.7693,-1.46,-9.6525,22.6124,0.9114
2632,-6.7752,-0.4008,0.7782,-1.4731,-9.5874,22.2782,0.92
2633,-7.0868,-0.4,0.7415,-1.4913,-9.43,22.5643,0.921
2634,-6.7992,-0.4551,0.8458,-1.4933,-9.916,22.7194,0.9158
2635,-7.2115,-0.3883,0.7527,-1.5491,-9.6561,22.7975,0.925
2636,-6.9605,-0.4285,0.7992,-1.5049,-9.5512,22.7042,0.9096
2637,-6.9192,-0.4309,0.7903,-1.469,-9.7958,22.6143,0.9132
2638,-6.8808,-0.4433,0.7648,-1.4363,-9.5278,22.4642,0.9084
2639,-7.7754,-0.4231,0.7337,-1.576,-15.0076,23.8622,0.903
2640,-7.0781,-0.4567,0.7017,-1.3844,-8.7339,22.4432,0.9125
2641,-6.9127,-0.4564,0.8116,-1.4633,-9.2925,22.7195,0.9148
2642,-6.5249,-0.4157,0.9166,-1.5497,-14.4922,22.8285,0.9347
2643,-6.9773,-0.4479,0.7496,-1.4249,-9.4256,22.542,0.9118
2644,-6.906,-0.403,0.7153,-1.4297,-9.226,22.1841,0.9226
2645,-7.0403,-0.4247,0.7299,-1.4411,-9.2498,22.4817,0.9157
2646,-6.8931,-0.4355,0.7243,-1.4082,-9.3364,22.287,0.9118
2647,-6.742,-0.4124,0.8219,-1.492,-9.8345,22.4512,0.9188
2648,-6.9547,-0.4349,0.7758,-1.461,-9.6983,22.6031,0.9134
2649,-6.9426,-0.4339,0.7768,-1.4587,-9.6992,22.5908,0.9144
2650,-7.0312,-0.4298,0.7195,-1.42,-9.2032,22.4291,0.9153
2651,-6.9863,-0.4419,0.7917,-1.4698,-9.6222,22.7176,0.9104
2652,-7.4213,-0.3681,0.787,-1.5909,-13.2732,23.3603,0.9143
2653,-6.981,-0.4328,0.7547,-1.4456,-9.5144,22.5343,0.9137
2654,-7.2973,-0.4533,0.7011,-1.4233,-9.5867,22.8105,0.909
2655,-7.2364,-0.4303,0.7051,-1.4464,-8.9678,22.6513,0.9141
2656,-6.948,-0.435,0.7796,-1.4592,-9.7047,22.613,0.9143
2657,-6.7307,-0.3611,0.9225,-1.6442,-14.0644,23.0104,0.9151
2658,-6.781,-0.4047,0.8716,-1.5651,-12.5638,22.8663,0.9141
2659,-7.0052,-0.4471,0.7516,-1.432,-9.5095,22.5915,0.9125
2660,-7.2972,-0.4186,0.7374,-1.4664,-9.1183,22.8506,0.9169
2661,-6.929,-0.4394,0.7553,-1.4354,-9.4613,22.4771,0.9095
2662,-7.211,-0.4427,0.7188,-1.4339,-9.5,22.7285,0.9056
2663,-7.0547,-0.4825,0.6983,-1.361,-8.6743,22.4555,0.9087
2664,-6.8829,-0.4356,0.7824,-1.4599,-9.7809,22.5407,0.9113
2665,-6.7381,-0.4838,0.815,-1.3944,-9.8101,22.5406,0.9352
2666,-6.693,-0.4543,0.8896,-1.5265,-9.8231,22.7539,0.9121
2667,-6.9924,-0.4085,0.742,-1.4669,-9.7114,22.4606,0.9067
2668,-6.781,-0.4428,0.8311,-1.4801,-9.7449,22.6144,0.9125
2669,-6.4938,-0.5029,1.0349,-1.6011,-10.1037,23.1857,0.9129
2670,-6.9112,-0.4203,0.775,-1.4768,-9.9378,22.5307,0.9135
2671,-7.0132,-0.4295,0.73,-1.4434,-9.6617,22.4927,0.9165
2672,-6.6317,-0.4133,0.8406,-1.4931,-10.0151,22.3979,0.9239
2673,-7.0364,-0.432,0.7508,-1.448,-9.4615,22.5871,0.911
2674,-7.259,-0.3819,0.7382,-1.5396,-9.3615,22.7586,0.9194
2675,-6.8794,-0.3841,0.8686,-1.5953,-13.4428,23.0031,0.9154
2676,-7.0498,-0.4396,0.7211,-1.4103,-9.2797,22.4825,0.9133
2677,-7.0006,-0.434,0.7788,-1.4625,-9.6336,22.6746,0.9102
2678,-7.0379,-0.4241,0.7239,-1.432,-9.4605,22.4577,0.9079
2679,-6.9252,-0.4309,0.7867,-1.4709,-9.7898,22.6039,0.9133
2680,-6.7302,-0.4423,0.7906,-1.4416,-9.7977,22.3879,0.9118
2681,-6.9361,-0.4061,0.7246,-1.4458,-9.3603,22.2923,0.9102
2682,-7.3566,-0.4509,0.702,-1.4297,-9.5125,22.8866,0.9041
2683,-8.0288,-0.3912,0.6687,-1.5696,-13.1947,23.8049,0.9075
2684,-6.9252,-0.4309,0.7867,-1.4709,-9.7898,22.6039,0.9133
2685,-7.1286,-0.4301,0.7453,-1.4536,-9.3919,22.6793,0.9163
2686,-7.0128,-0.4518,0.7487,-1.4252,-8.8622,22.5501,0.915
2687,-6.9567,-0.4343,0.7744,-1.4607,-9.681,22.5989,0.9142
2688,-6.9333,-0.4742,0.8064,-1.4494,-9.0812,22.733,0.9167
2689,-6.9081,-0.3598,0.8855,-1.6488,-13.6313,23.0841,0.9143
2690,-6.9744,-0.4318,0.7397,-1.4415,-9.6225,22.4778,0.9137
2691,-6.9401,-0.4204,0.8335,-1.5458,-9.6806,22.7948,0.9207
2692,-7.0689,-0.4695,0.7788,-1.4697,-9.5441,22.8417,0.9036
2693,-7.0658,-0.4086,0.7826,-1.5203,-9.5683,22.7414,0.913
2694,-6.5719,-0.3801,1.0003,-1.6803,-14.2026,23.1494,0.9165
2695,-6.9678,-0.4344,0.7687,-1.4561,-9.6334,22.5861,0.9142
2696,-6.8273,-0.4385,0.7862,-1.4584,-9.9328,22.4971,0.9123
2697,-7.2885,-0.4501,0.7139,-1.3905,-9.243,22.7684,0.9413
2698,-6.7514,-0.3627,0.9173,-1.6432,-14.0082,23.0147,0.9149
2699,-6.9807,-0.4325,0.725,-1.4244,-9.7098,22.4393,0.9138
2700,-7.1414,-0.4459,0.8171,-1.5026,-9.4409,23.0083,0.9229
2701,-6.958,-0.4377,0.7875,-1.4577,-9.7638,22.6735,0.9138
2702,-6.8674,-0.4224,0.8377,-1.538,-9.8,22.7218,0.9213
2703,-7.1514,-0.3995,0.6959,-1.4515,-8.9098,22.4278,0.9227
2704,-6.8873,-0.4037,0.7743,-1.4679,-9.4011,22.4022,0.9223
2705,-7.819,-0.4053,0.6833,-1.5352,-13.687,23.6174,0.8987
2706,-6.9051,-0.4418,0.7847,-1.4383,-9.5473,22.5817,0.9063
2707,-6.7883,-0.4794,0.7968,-1.3977,-9.7845,22.539,0.9329
2708,-6.9159,-0.4434,0.7644,-1.4357,-9.6197,22.5128,0.9108
2709,-6.8624,-0.4236,0.8625,-1.5362,-10.2693,22.8408,0.9161
2710,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
2711,-6.8397,-0.3957,0.7113,-1.4307,-9.4528,22.0813,0.9199
2712,-6.9349,-0.4321,0.7381,-1.4263,-9.3917,22.394,0.9122
2713,-6.7905,-0.3976,0.8116,-1.5145,-9.2898,22.4238,0.9272
2714,-6.9753,-0.4456,0.7506,-1.4454,-9.4888,22.5504,0.9172
2715,-8.1179,-0.4942,0.5584,-1.379,-12.2569,23.623,0.897
2716,-7.1339,-0.4281,0.6836,-1.401,-8.9725,22.3986,0.9154
2717,-6.8421,-0.4098,0.7965,-1.4793,-9.5859,22.4588,0.9219
2718,-7.76,-0.4182,0.734,-1.567,-14.3854,23.8038,0.8991
2719,-6.9547,-0.4349,0.7758,-1.461,-9.6983,22.6031,0.9134
2720,-6.8459,-0.4278,0.771,-1.4589,-9.688,22.4266,0.909
2721,-6.8583,-0.385,0.8554,-1.5881,-13.8234,22.9458,0.9063
2722,-7.0343,-0.4057,0.7672,-1.5045,-9.5569,22.6202,0.9212
2723,-7.3445,-0.4215,0.6966,-1.4648,-9.4514,22.795,0.9134
2724,-6.8706,-0.4533,0.8161,-1.4522,-9.4958,22.6964,0.9139
2725,-6.895,-0.4832,0.8292,-1.4599,-9.299,22.7954,0.9167
2726,-6.7966,-0.4357,0.7953,-1.4697,-9.8202,22.4865,0.9108
2727,-7.9312,-0.4129,0.6678,-1.5339,-14.3879,23.7604,0.9019
2728,-7.006,-0.4336,0.7813,-1.4735,-9.5393,22.6901,0.9103
2729,-6.403,-0.4089,1.0066,-1.6474,-14.3314,23.0298,0.9155
2730,-7.8965,-0.3854,0.777,-1.644,-15.2319,24.1483,0.8935
2731,-7.1311,-0.4171,0.7923,-1.5265,-9.636,22.8918,0.9119
2732,-7.906,-0.4112,0.6918,-1.5284,-13.9988,23.8139,0.8988
2733,-6.9985,-0.4137,0.7446,-1.4535,-9.473,22.4786,0.9089
2734,-7.1325,-0.4308,0.7479,-1.4499,-9.3848,22.7004,0.9164
2735,-7.3354,-0.44,0.6971,-1.4158,-8.8438,22.7497,0.9193
2736,-7.2234,-0.4027,0.7021,-1.4836,-9.4136,22.6085,0.9289
2737,-6.9577,-0.4362,0.7786,-1.4575,-9.6875,22.6244,0.9142
2738,-7.2738,-0.4519,0.7137,-1.4287,-9.55,22.8289,0.9007
2739,-7.8151,-0.4801,0.5793,-1.3634,-9.2741,23.0732,0.8857
2740,-6.9827,-0.4315,0.7541,-1.4453,-9.5231,22.5332,0.9135
2741,-6.9591,-0.4356,0.7726,-1.4595,-9.7309,22.5986,0.9141
2742,-6.9869,-0.4267,0.7229,-1.4304,-9.3068,22.3879,0.912
2743,-7.0482,-0.4362,0.7091,-1.4097,-9.1836,22.4249,0.9152
2744,-7.1209,-0.3544,0.831,-1.6088,-12.8053,23.0634,0.9212
2745,-7.5171,-0.4544,0.6186,-1.3816,-9.2951,22.7652,0.906
2746,-6.9396,-0.452,0.7011,-1.388,-9.2907,22.2999,0.9074
2747,-7.0361,-0.4021,0.7561,-1.492,-9.5078,22.5694,0.9212
2748,-6.833,-0.4574,0.7914,-1.4398,-9.1911,22.5213,0.917
2749,-6.9592,-0.4365,0.7404,-1.4321,-9.3466,22.4485,0.9028
2750,-7.7368,-0.4273,0.7788,-1.5963,-14.5585,23.9784,0.9022
2751,-7.0376,-0.4277,0.7339,-1.4496,-9.6434,22.5413,0.9151
2752,-6.8815,-0.4079,0.7767,-1.4762,-9.7724,22.467,0.9108
2753,-7.0172,-0.388,0.8678,-1.6026,-10.1528,23.0011,0.9177
2754,-6.8188,-0.4098,0.9473,-1.6278,-10.5694,23.1068,0.906
2755,-6.8357,-0.4474,0.788,-1.4437,-9.3896,22.5038,0.9137
2756,-6.676,-0.3762,0.854,-1.5922,-14.0657,22.7049,0.915
2757,-6.9663,-0.4056,0.6716,-1.3991,-9.1852,22.1117,0.9066
2758,-6.8376,-0.4346,0.7969,-1.4711,-9.8564,22.5451,0.9107
2759,-6.9577,-0.4362,0.7786,-1.4575,-9.6875,22.6244,0.9142
2760,-6.9111,-0.4306,0.7641,-1.4493,-9.6192,22.4809,0.9112
2761,-7.1755,-0.4386,0.6884,-1.3982,-8.8225,22.4891,0.9105
2762,-6.6081,-0.4424,0.7995,-1.4057,-10.2625,22.254,0.9267
2763,-7.0864,-0.4285,0.7384,-1.4639,-9.6373,22.627,0.9146
2764,-6.7593,-0.4641,0.9012,-1.5269,-10.1313,22.9228,0.91
2765,-6.8878,-0.5396,0.8435,-1.3956,-7.5133,22.9374,0.942
2766,-6.6665,-0.427,0.7922,-1.4627,-9.9461,22.289,0.9111
2767,-7.0045,-0.4168,0.8608,-1.5511,-10.104,22.994,0.9113
2768,-6.9536,-0.4109,0.8415,-1.5381,-10.2981,22.8558,0.9107
2769,-7.8507,-0.409,0.6892,-1.5335,-13.9023,23.7064,0.9012
2770,-6.942,-0.3914,0.7931,-1.5358,-9.7188,22.585,0.9154
2771,-6.8302,-0.4595,0.8724,-1.5111,-9.9819,22.8871,0.9163
2772,-6.9491,-0.4386,0.77,-1.4484,-9.6579,22.5818,0.9126
2773,-6.964,-0.4287,0.7738,-1.4663,-9.6271,22.5986,0.9142
2774,-7.0288,-0.4274,0.7561,-1.4553,-9.5031,22.5902,0.9106
2775,-6.9922,-0.4338,0.7595,-1.4519,-9.6583,22.5812,0.914
2776,-6.9899,-0.4901,0.6818,-1.2985,-8.7033,22.2823,0.9333
2777,-6.9636,-0.4304,0.7262,-1.4193,-9.2853,22.3725,0.9121
2778,-6.8349,-0.4072,0.7953,-1.4905,-9.9831,22.4841,0.9068
2779,-6.8461,-0.4501,0.7828,-1.4398,-9.3879,22.4956,0.9119
2780,-7.2473,-0.426,0.7499,-1.471,-9.3197,22.8481,0.9193
2781,-6.9536,-0.4271,0.7694,-1.4663,-9.665,22.563,0.9141
2782,-6.9511,-0.4409,0.7608,-1.4368,-9.4537,22.5347,0.9119
2783,-7.1559,-0.4513,0.6799,-1.3755,-8.529,22.4318,0.9193
2784,-6.9534,-0.4366,0.7648,-1.4496,-9.6594,22.5601,0.9127
2785,-6.7375,-0.3617,0.8578,-1.6112,-14.1039,22.7779,0.9165
2786,-6.9324,-0.4265,0.7642,-1.4617,-9.6023,22.506,0.9125
2787,-6.6135,-0.4447,0.8327,-1.4755,-10.3541,22.4474,0.9161
2788,-6.62,-0.4109,0.8396,-1.4939,-10.0073,22.3706,0.9238
2789,-7.0262,-0.4404,0.7823,-1.4622,-9.6354,22.7489,0.91
2790,-8.5636,-0.5174,0.4314,-1.2882,-10.9638,23.6773,0.8879
2791,-6.7104,-0.439,0.8198,-1.4693,-10.0399,22.4884,0.9124
2792,-7.0568,-0.4248,0.7426,-1.4436,-9.3759,22.5539,0.9126
2793,-7.0562,-0.4389,0.7907,-1.4893,-9.2794,22.793,0.9155
2794,-7.011,-0.4199,0.7068,-1.4202,-9.1125,22.3293,0.9132
2795,-7.1203,-0.4156,0.7555,-1.4762,-9.4906,22.6842,0.9132
2796,-7.0605,-0.4534,0.6897,-1.3638,-8.5714,22.3568,0.9152
2797,-6.7047,-0.4499,0.8193,-1.4731,-10.0234,22.4973,0.9165
2798,-6.9053,-0.449,0.9551,-1.6009,-10.3975,23.319,0.917
2799,-6.7476,-0.433,0.8206,-1.4769,-10.0325,22.5246,0.9026
2800,-6.8301,-0.4524,0.8264,-1.48,-9.6655,22.6573,0.9147
2801,-7.0963,-0.43,0.7601,-1.4638,-9.5024,22.7033,0.9186
2802,-6.9301,-0.4482,0.7827,-1.4523,-9.3433,22.6043,0.9115
2803,-6.8967,-0.4425,0.7414,-1.4253,-9.3525,22.395,0.916
2804,-6.906,-0.4354,0.7984,-1.4741,-9.8939,22.6471,0.9146
2805,-6.4652,-0.3359,0.9411,-1.664,-14.3782,22.6966,0.9025
2806,-6.8304,-0.4282,0.8084,-1.4947,-9.9847,22.5843,0.9127
2807,-6.9722,-0.4313,0.7405,-1.4421,-9.622,22.4763,0.9135
2808,-6.7902,-0.3568,0.8578,-1.6012,-13.1193,22.7571,0.9094
2809,-7.0375,-0.4433,0.7636,-1.4488,-9.1786,22.6487,0.9102
2810,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
2811,-6.849,-0.4206,0.8325,-1.5288,-9.7625,22.6724,0.9216
2812,-7.1485,-0.4397,0.7192,-1.4445,-9.3014,22.6385,0.9115
2813,-7.0404,-0.4281,0.7354,-1.4326,-9.308,22.5123,0.9158
2814,-6.7662,-0.4503,0.905,-1.5467,-10.4563,22.9547,0.9153
2815,-7.0807,-0.4634,0.7883,-1.4672,-9.7671,22.8878,0.9078
2816,-6.8851,-0.481,0.7327,-1.3737,-8.8243,22.3623,0.9182
2817,-6.948,-0.435,0.7751,-1.4565,-9.6785,22.5923,0.9144
2818,-7.1301,-0.4049,0.7604,-1.4912,-9.5558,22.6998,0.914
2819,-7.0991,-0.4181,0.7888,-1.4932,-9.6087,22.7989,0.9149
2820,-6.8823,-0.4382,0.7942,-1.4658,-9.8736,22.5976,0.9119
2821,-6.6781,-0.4292,0.8743,-1.5106,-9.7244,22.5942,0.9233
2822,-6.7295,-0.3788,0.9411,-1.6677,-13.9014,23.1138,0.9186
2823,-6.9438,-0.4368,0.7664,-1.4532,-9.7592,22.5576,0.9115
2824,-7.1599,-0.4278,0.7331,-1.4459,-9.2549,22.6579,0.9166
2825,-6.9353,-0.4027,0.758,-1.4763,-9.6842,22.4382,0.9113
2826,-6.9314,-0.4233,0.782,-1.4798,-9.729,22.5785,0.9134
2827,-6.9349,-0.4227,0.7638,-1.4454,-9.462,22.4876,0.9125
2828,-7.0222,-0.458,0.5887,-1.2496,-8.2827,21.8496,0.931
2829,-6.8742,-0.4457,0.7589,-1.4319,-9.3665,22.439,0.9128
2830,-6.9244,-0.461,0.9529,-1.5884,-9.8993,23.3282,0.9198
2831,-7.3274,-0.4292,0.6512,-1.4017,-8.8669,22.5312,0.9194
2832,-6.9532,-0.417,0.8356,-1.5333,-10.0729,22.8289,0.9082
2833,-6.9591,-0.4371,0.776,-1.4575,-9.7496,22.6192,0.9135
2834,-6.7706,-0.4554,0.7374,-1.3833,-9.3252,22.2079,0.9129
2835,-6.6367,-0.4469,0.8749,-1.4984,-10.3094,22.6236,0.9358
2836,-6.8766,-0.4011,0.7288,-1.4305,-9.2182,22.194,0.9211
2837,-6.9556,-0.4149,0.766,-1.4806,-9.5751,22.5275,0.9191
2838,-6.9157,-0.4542,0.7365,-1.3696,-9.5307,22.3898,0.9331
2839,-6.9535,-0.4354,0.7761,-1.4612,-9.6951,22.6029,0.9141
2840,-6.9103,-0.4441,0.8139,-1.4827,-9.4751,22.7114,0.9125
2841,-6.9299,-0.4494,0.7654,-1.4337,-9.5682,22.5562,0.91
2842,-6.9009,-0.4124,0.7752,-1.4815,-10.0846,22.5219,0.8988
2843,-6.8649,-0.4039,0.7774,-1.4835,-9.7547,22.4377,0.9021
2844,-6.9486,-0.4269,0.7731,-1.4666,-9.6365,22.5707,0.9146
2845,-6.9499,-0.4216,0.7595,-1.4669,-9.3806,22.4939,0.9121
2846,-6.9519,-0.4236,0.8379,-1.5339,-10.4311,22.8864,0.9175
2847,-7.113,-0.3973,0.8245,-1.5847,-9.9094,22.9811,0.9226
2848,-6.9077,-0.3965,0.7674,-1.5029,-9.8625,22.4549,0.9186
2849,-6.6763,-0.429,0.8725,-1.5075,-9.7559,22.5871,0.9234
2850,-6.8126,-0.467,0.7899,-1.4329,-9.4538,22.5255,0.9126
2851,-6.8054,-0.458,0.7701,-1.3971,-9.8602,22.4146,0.9306
2852,-6.9508,-0.4345,0.7763,-1.4514,-9.6448,22.6012,0.914
2853,-6.7816,-0.4405,0.7858,-1.4441,-9.9414,22.4384,0.91
2854,-6.8554,-0.4326,0.7597,-1.4327,-9.8489,22.4124,0.9095
2855,-6.6694,-0.4112,0.855,-1.5091,-13.9898,22.7199,0.9322
2856,-6.8424,-0.3966,0.7743,-1.4959,-10.0692,22.3972,0.9071
2857,-6.9509,-0.4456,0.7559,-1.4399,-9.3088,22.5233,0.9146
2858,-6.9252,-0.4309,0.7867,-1.4709,-9.7898,22.6039,0.9133
2859,-7.02,-0.4304,0.7255,-1.4412,-9.7045,22.487,0.915
2860,-6.7575,-0.3634,0.923,-1.6468,-14.2414,23.065,0.9148
2861,-6.8407,-0.4438,0.8593,-1.5166,-9.9508,22.8136,0.9113
2862,-7.1065,-0.4214,0.734,-1.4541,-9.3045,22.5845,0.9147
2863,-7.0739,-0.4407,0.8314,-1.5258,-9.878,22.9967,0.9214
2864,-6.8596,-0.4463,0.7822,-1.4427,-9.8057,22.5276,0.9126
2865,-6.7916,-0.4541,0.85,-1.4952,-9.8676,22.7224,0.9161
2866,-6.876,-0.4383,0.7824,-1.4542,-9.8321,22.5427,0.9106
2867,-6.7668,-0.435,0.8578,-1.5162,-10.0502,22.7007,0.9117
2868,-6.9815,-0.425,0.7399,-1.4416,-9.4933,22.4624,0.9112
2869,-6.7071,-0.4316,0.844,-1.499,-9.8876,22.5411,0.9056
2870,-7.3043,-0.4587,0.7323,-1.4415,-9.4914,22.9477,0.9027
2871,-7.1915,-0.4298,0.762,-1.4761,-9.5364,22.8401,0.9204
2872,-6.756,-0.3834,0.9189,-1.6213,-14.0322,23.0882,0.9153
2873,-7.0303,-0.4303,0.7198,-1.4202,-9.2005,22.4293,0.9149
2874,-7.023,-0.4339,0.7558,-1.441,-9.4523,22.599,0.9121
2875,-6.7304,-0.4598,0.8638,-1.4932,-9.9609,22.7177,0.919
2876,-7.0083,-0.4341,0.7727,-1.4593,-9.5307,22.6562,0.9117
2877,-6.948,-0.435,0.7796,-1.4592,-9.7047,22.613,0.9143
2878,-6.8061,-0.4506,0.8414,-1.488,-9.8596,22.7038,0.9155
2879,-7.0462,-0.4449,0.7644,-1.4437,-9.1485,22.6687,0.9164
2880,-6.9517,-0.4324,0.7634,-1.4529,-9.4903,22.5349,0.9097
2881,-6.9039,-0.4598,0.7193,-1.3661,-9.6713,22.3375,0.9332
