,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
1108,-7.0205,-0.4332,0.7534,-1.4483,-9.4825,22.5804,0.9146
1109,-7.1218,-0.4292,0.7435,-1.4501,-9.4231,22.6646,0.9162
1110,-6.4668,-0.3195,1.0764,-1.7966,-15.5789,23.2866,0.9111
1111,-7.066,-0.4256,0.7964,-1.5056,-9.7366,22.8319,0.9148
1112,-7.0239,-0.4315,0.7611,-1.4591,-9.5303,22.6191,0.9116
1113,-8.1212,-0.4331,0.6046,-1.4683,-13.2273,23.7421,0.8962
1114,-6.916,-0.4117,0.7699,-1.4868,-9.8835,22.5005,0.9136
1115,-7.0312,-0.4298,0.7195,-1.42,-9.2032,22.4291,0.9153
1116,-7.1542,-0.3984,0.7937,-1.5584,-9.599,22.8902,0.9197
1117,-6.8696,-0.4788,0.7618,-1.3688,-9.7169,22.5045,0.9323
1118,-6.9518,-0.4356,0.7804,-1.4595,-9.7049,22.6231,0.9141
1119,-7.3056,-0.4481,0.7093,-1.4285,-9.5442,22.841,0.9066
1120,-6.948,-0.435,0.7796,-1.4592,-9.7047,22.613,0.9143
1121,-7.079,-0.4041,0.7761,-1.5178,-9.5492,22.72,0.9193
1122,-6.7917,-0.4423,0.8263,-1.4902,-9.7602,22.6005,0.9137
1123,-6.9585,-0.4484,0.7508,-1.4214,-9.1004,22.497,0.9151
1124,-7.0192,-0.4208,0.8492,-1.5351,-10.0758,22.9815,0.9143
1125,-6.8459,-0.4278,0.771,-1.4589,-9.688,22.4266,0.909
1126,-6.9258,-0.4338,0.7804,-1.451,-9.6844,22.5878,0.9144
1127,-6.7913,-0.4373,0.8299,-1.4963,-9.9377,22.6327,0.9101
1128,-6.9439,-0.4326,0.7541,-1.4383,-9.5746,22.4838,0.9069
1129,-7.6329,-0.3873,0.7025,-1.5439,-13.3134,23.3731,0.9123
1130,-6.9974,-0.4294,0.7621,-1.4562,-9.5611,22.5812,0.9139
1131,-6.9833,-0.4278,0.7249,-1.4322,-9.6124,22.4273,0.9159
1132,-6.7425,-0.392,0.8192,-1.5472,-10.376,22.475,0.9229
1133,-6.7787,-0.463,0.6981,-1.3153,-9.4867,22.0568,0.932
1134,-6.7941,-0.4018,0.7988,-1.481,-9.5598,22.3811,0.9203
1135,-6.9151,-0.3902,0.712,-1.4641,-9.6933,22.218,0.9085
1136,-7.9667,-0.3942,0.7346,-1.5932,-14.225,24.0194,0.8994
1137,-6.9116,-0.3746,0.8132,-1.5761,-13.6785,22.8392,0.9177
1138,-7.0467,-0.4402,0.7129,-1.4059,-9.0038,22.4301,0.913
1139,-6.7866,-0.4506,0.8007,-1.4566,-9.9432,22.5336,0.9153
1140,-6.8749,-0.452,0.7996,-1.4524,-9.4998,22.6195,0.9132
1141,-8.3819,-0.5514,0.3452,-1.1549,-8.5514,22.9895,0.8764
1142,-6.8874,-0.3965,0.7573,-1.4749,-9.6928,22.3708,0.9041
1143,-6.7396,-0.4388,0.8184,-1.4738,-10.1654,22.5318,0.9159
1144,-6.9748,-0.4451,0.7516,-1.4365,-9.6252,22.5541,0.9135
1145,-6.9479,-0.4284,0.7814,-1.4819,-9.5848,22.6058,0.9131
1146,-7.0324,-0.45,0.6952,-1.3931,-9.2222,22.3908,0.9112
1147,-7.05,-0.4461,0.7244,-1.4035,-9.1797,22.5208,0.912
1148,-6.9593,-0.4368,0.7938,-1.473,-9.7509,22.6877,0.9114
1149,-6.5943,-0.3628,0.9428,-1.6481,-14.3428,22.9347,0.9131
1150,-7.0116,-0.4291,0.7474,-1.4448,-9.4567,22.5333,0.9144
1151,-6.8716,-0.4364,0.7826,-1.4583,-9.782,22.5282,0.9112
1152,-6.8551,-0.4388,0.7726,-1.4453,-9.8432,22.4695,0.9088
1153,-7.4857,-0.4239,0.6692,-1.4453,-9.0671,22.8353,0.9103
1154,-6.8274,-0.3955,0.7806,-1.4831,-9.7678,22.3671,0.9228
1155,-6.7118,-0.4659,0.7843,-1.3896,-10.0188,22.3707,0.9311
1156,-7.5768,-0.4321,0.5927,-1.3691,-8.6515,22.6347,0.9085
1157,-7.7559,-0.4624,0.5969,-1.3793,-9.2344,23.019,0.8902
1158,-7.0094,-0.4322,0.7466,-1.4327,-9.3122,22.5234,0.9119
1159,-6.8998,-0.4284,0.8347,-1.5339,-9.9608,22.7849,0.911
1160,-6.7774,-0.4389,0.8146,-1.4772,-10.086,22.5594,0.9128
1161,-7.0853,-0.3725,0.7056,-1.4837,-9.5701,22.3736,0.9078
1162,-6.6838,-0.4561,0.8405,-1.4313,-9.7622,22.5052,0.9394
1163,-7.118,-0.3972,0.7248,-1.4672,-9.3582,22.5131,0.9136
1164,-7.0509,-0.4176,0.7832,-1.5056,-9.6205,22.7383,0.913
1165,-7.793,-0.442,0.5858,-1.3663,-8.5283,22.9028,0.9006
1166,-6.8461,-0.4467,0.8216,-1.4812,-9.672,22.6697,0.9137
1167,-6.8041,-0.4508,0.8418,-1.4796,-9.8388,22.7086,0.9133
1168,-8.1354,-0.4288,0.611,-1.4893,-14.0439,23.8273,0.8971
1169,-7.1352,-0.4426,0.7836,-1.47,-9.1692,22.8559,0.9177
1170,-6.7075,-0.456,0.8568,-1.4924,-9.9665,22.6478,0.9131
1171,-6.9341,-0.4343,0.7821,-1.4556,-9.705,22.6062,0.9145
1172,-6.9172,-0.4313,0.7735,-1.4464,-9.6634,22.5415,0.9136
1173,-6.3876,-0.482,1.0051,-1.5768,-10.6012,22.9076,0.919
1174,-6.9422,-0.4745,0.7467,-1.3991,-8.8667,22.5007,0.9119
1175,-6.9222,-0.4307,0.7953,-1.4741,-9.7306,22.6266,0.9094
1176,-6.9744,-0.4318,0.7397,-1.4415,-9.6225,22.4778,0.9137
1177,-6.9285,-0.4285,0.7683,-1.4605,-9.639,22.5218,0.9121
1178,-6.2953,-0.4494,0.9061,-1.4782,-10.7112,22.3047,0.9245
1179,-6.8098,-0.4129,0.787,-1.4636,-9.6286,22.3817,0.9196
1180,-7.8175,-0.4096,0.662,-1.5016,-13.7148,23.5265,0.8944
1181,-6.8668,-0.454,0.8002,-1.4511,-9.845,22.6471,0.9147
1182,-7.1931,-0.3923,0.7397,-1.5139,-9.2938,22.6809,0.9235
1183,-6.9273,-0.4547,0.6925,-1.323,-9.1387,22.2035,0.9332
1184,-6.794,-0.4543,0.8493,-1.495,-9.8783,22.7238,0.9162
1185,-7.8953,-0.4107,0.678,-1.5333,-13.8917,23.7235,0.9018
1186,-6.8468,-0.438,0.8069,-1.4773,-9.9959,22.613,0.9161
1187,-6.6131,-0.4507,0.846,-1.4877,-10.2221,22.4939,0.9168
1188,-6.3909,-0.3619,1.0052,-1.698,-14.7761,22.93,0.9135
1189,-6.5369,-0.4522,0.8579,-1.4752,-10.1061,22.4317,0.9095
1190,-8.3481,-0.5102,0.4709,-1.3071,-11.1663,23.539,0.8947
1191,-7.0361,-0.4145,0.7568,-1.4959,-9.5152,22.6038,0.913
1192,-7.1228,-0.4297,0.7488,-1.4516,-9.402,22.689,0.9165
1193,-6.909,-0.422,0.7777,-1.4676,-9.901,22.5464,0.9133
1194,-6.9647,-0.4387,0.8102,-1.4766,-9.761,22.7729,0.9108
1195,-7.6929,-0.4581,0.5828,-1.3627,-11.21,22.9655,0.8924
1196,-6.9755,-0.4291,0.7732,-1.4599,-9.5173,22.6028,0.9079
1197,-7.0179,-0.4323,0.7425,-1.4401,-9.676,22.5653,0.9161
1198,-6.6584,-0.3844,0.9147,-1.6179,-14.0723,22.9381,0.9183
1199,-6.8257,-0.4433,0.8106,-1.4771,-10.1245,22.6241,0.9156
1200,-8.4806,-0.459,0.5939,-1.485,-12.9979,24.2503,0.8907
1201,-7.293,-0.4321,0.6816,-1.436,-8.7642,22.6368,0.9136
1202,-6.8644,-0.4365,0.7819,-1.4537,-9.7629,22.517,0.9112
1203,-7.4532,-0.5057,0.6362,-1.3391,-10.5424,22.8977,0.8974
1204,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
1205,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
1206,-6.6313,-0.4427,0.8048,-1.4647,-9.8236,22.3089,0.906
1207,-7.2147,-0.4281,0.7456,-1.4594,-9.3197,22.7884,0.9206
1208,-6.8051,-0.3802,0.8867,-1.6044,-13.4145,22.9603,0.9117
1209,-6.9539,-0.4356,0.7712,-1.4587,-9.7627,22.5877,0.9124
1210,-6.9963,-0.4062,0.7794,-1.5078,-9.6522,22.6297,0.9212
1211,-7.0264,-0.4299,0.7089,-1.4222,-9.3931,22.4069,0.9096
1212,-6.7664,-0.3678,0.821,-1.5589,-13.1264,22.6009,0.9079
1213,-7.0063,-0.4057,0.7734,-1.5026,-9.5444,22.6104,0.9209
1214,-7.0905,-0.4527,0.6866,-1.3697,-8.5699,22.3799,0.9136
1215,-6.9427,-0.4058,0.7444,-1.4631,-9.6107,22.3933,0.9098
1216,-7.1294,-0.4296,0.745,-1.4534,-9.3945,22.679,0.9166
1217,-6.9901,-0.4344,0.7746,-1.4686,-9.7494,22.6492,0.9126
1218,-6.7636,-0.3995,0.8416,-1.5116,-9.9038,22.5385,0.9204
1219,-6.981,-0.4329,0.6724,-1.3566,-8.8485,22.1462,0.9132
1220,-6.777,-0.4798,0.9033,-1.521,-9.7572,22.9681,0.9175
1221,-7.2807,-0.4245,0.7196,-1.4588,-9.3576,22.7721,0.9197
1222,-6.5389,-0.4658,0.9164,-1.5264,-10.5798,22.7268,0.9151
1223,-6.9411,-0.4534,0.6812,-1.3344,-9.3905,22.1999,0.9357
1224,-7.0077,-0.4067,0.7775,-1.5108,-9.6522,22.636,0.9212
1225,-7.0981,-0.4492,0.7017,-1.4007,-8.8013,22.4625,0.9149
1226,-6.7747,-0.4062,0.8962,-1.569,-10.4889,22.831,0.9091
1227,-7.0579,-0.4323,0.7451,-1.4387,-9.3754,22.5912,0.9093
1228,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
1229,-6.8634,-0.3806,0.7839,-1.5233,-12.9274,22.5867,0.9189
1230,-7.0623,-0.4258,0.7302,-1.432,-9.2961,22.5161,0.915
1231,-6.6805,-0.4461,0.8309,-1.4877,-10.1305,22.5072,0.9154
1232,-6.932,-0.4708,0.7468,-1.3658,-9.0167,22.4923,0.9119
1233,-6.859,-0.484,0.9444,-1.5572,-9.5555,23.2218,0.9162
1234,-6.9935,-0.4541,0.7192,-1.3923,-8.8777,22.4095,0.9097
1235,-7.0802,-0.4273,0.7022,-1.4224,-9.2369,22.4312,0.9134
1236,-6.9608,-0.4373,0.7427,-1.4296,-9.7067,22.4899,0.9106
1237,-6.8196,-0.455,0.8784,-1.5137,-9.9345,22.8867,0.9113
1238,-7.0375,-0.4276,0.7334,-1.4502,-9.6445,22.5389,0.9151
1239,-6.6921,-0.3908,0.897,-1.5881,-13.7203,22.8857,0.9086
1240,-6.9907,-0.4329,0.7489,-1.4426,-9.5684,22.5276,0.9131
1241,-7.3435,-0.4416,0.6438,-1.3867,-8.7907,22.5529,0.9202
1242,-6.7634,-0.4336,0.7801,-1.457,-10.0659,22.3965,0.9155
1243,-6.9668,-0.4607,0.7495,-1.4178,-9.0069,22.5253,0.9153
1244,-7.1055,-0.419,0.8175,-1.518,-9.7743,22.9398,0.9149
1245,-6.6469,-0.4732,0.8868,-1.4945,-10.2101,22.7364,0.9115
1246,-8.195,-0.5173,0.4949,-1.3021,-11.5108,23.4608,0.8908
1247,-6.9981,-0.3954,0.8682,-1.5656,-9.9053,22.9439,0.9201
1248,-6.5277,-0.4767,0.8703,-1.4325,-10.243,22.4943,0.9303
1249,-7.0025,-0.4241,0.7465,-1.4536,-9.4207,22.51,0.9145
1250,-7.0183,-0.4334,0.7579,-1.4466,-9.4938,22.6005,0.9147
1251,-6.8852,-0.4594,0.7858,-1.4389,-9.1652,22.5462,0.9145
1252,-7.2209,-0.4279,0.7458,-1.464,-9.338,22.7957,0.9206
1253,-7.9776,-0.422,0.6049,-1.486,-13.7183,23.5417,0.906
1254,-6.9346,-0.4341,0.7763,-1.4539,-9.6776,22.5791,0.9141
1255,-7.9325,-0.4101,0.6633,-1.5203,-13.5992,23.6894,0.9024
1256,-7.883,-0.4083,0.6731,-1.5205,-13.6773,23.6672,0.9011
1257,-6.8822,-0.4681,0.7229,-1.3458,-9.3159,22.3019,0.93
1258,-6.9115,-0.3942,0.7442,-1.4747,-9.7376,22.3391,0.9053
1259,-6.8298,-0.4588,0.8719,-1.5158,-9.998,22.8805,0.9156
1260,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
1261,-7.0357,-0.4157,0.8428,-1.5468,-10.0048,22.9632,0.9144
1262,-7.0439,-0.4364,0.7097,-1.4212,-9.5631,22.4662,0.917
1263,-6.9426,-0.429,0.7459,-1.445,-9.487,22.4443,0.9107
1264,-6.9593,-0.4368,0.7938,-1.473,-9.7509,22.6877,0.9114
1265,-6.8214,-0.4408,0.8378,-1.4928,-10.1398,22.7215,0.9129
1266,-7.1064,-0.4006,0.7537,-1.5031,-9.4343,22.6423,0.9189
1267,-7.3896,-0.4175,0.7526,-1.5052,-9.248,23.0328,0.9214
1268,-7.0866,-0.4096,0.7371,-1.4676,-9.5246,22.5633,0.9135
1269,-7.1744,-0.4185,0.7382,-1.4594,-9.2543,22.6859,0.9188
1270,-7.7946,-0.4802,0.5583,-1.332,-8.9234,22.9316,0.8906
1271,-6.9221,-0.3566,0.9218,-1.6824,-14.3797,23.2727,0.916
1272,-6.9992,-0.4586,0.7972,-1.4574,-9.4119,22.7567,0.9191
1273,-8.3866,-0.508,0.4821,-1.324,-11.3734,23.6468,0.8902
1274,-6.7519,-0.4397,0.812,-1.4743,-10.1799,22.5214,0.9161
1275,-8.296,-0.4813,0.5305,-1.3785,-12.3634,23.7364,0.8994
1276,-6.8005,-0.4912,0.7992,-1.3918,-9.6562,22.5885,0.9332
1277,-6.8741,-0.4487,0.7923,-1.4542,-9.3953,22.5521,0.9169
1278,-6.7726,-0.3136,0.8955,-1.6843,-13.3742,22.8333,0.9162
1279,-6.7416,-0.4378,0.8181,-1.4778,-10.129,22.5262,0.9162
1280,-6.6645,-0.4846,0.9651,-1.5547,-10.2627,23.0972,0.9174
1281,-7.0417,-0.4279,0.7001,-1.4045,-9.0403,22.3479,0.9128
1282,-6.8812,-0.4615,0.729,-1.3708,-9.9421,22.3699,0.9341
1283,-6.8125,-0.4648,0.7782,-1.3902,-9.9105,22.4735,0.9323
1284,-6.9515,-0.4328,0.7768,-1.4547,-9.6365,22.6037,0.912
1285,-6.8168,-0.3416,0.9623,-1.7387,-13.8479,23.2651,0.9224
1286,-7.3415,-0.4079,0.8468,-1.6285,-14.7234,23.6942,0.8971
1287,-6.6028,-0.4515,0.8084,-1.438,-10.1152,22.3222,0.9075
1288,-6.9075,-0.4339,0.7978,-1.4737,-9.9037,22.6454,0.9144
1289,-6.9629,-0.4225,0.7538,-1.4501,-9.5478,22.4836,0.912
1290,-7.2948,-0.3913,0.7694,-1.5409,-9.5308,22.9432,0.9183
1291,-6.9179,-0.3822,0.7994,-1.5393,-13.3335,22.7484,0.9147
1292,-6.8861,-0.3969,0.9429,-1.6517,-13.2562,23.3308,0.915
1293,-6.8671,-0.4004,0.8428,-1.5612,-16.2321,23.0432,0.9376
1294,-6.8038,-0.3692,0.8587,-1.6,-13.5097,22.8312,0.9056
1295,-7.115,-0.3981,0.6997,-1.4253,-8.7322,22.3425,0.9255
1296,-6.7853,-0.4492,0.8834,-1.5098,-9.9953,22.8596,0.906
1297,-6.7409,-0.4448,0.782,-1.4378,-9.7265,22.3638,0.9064
1298,-6.863,-0.3424,0.8794,-1.6554,-13.5731,22.9565,0.9167
1299,-7.6785,-0.5203,0.7773,-1.4889,-9.6945,23.777,0.9045
1300,-7.0582,-0.3995,0.7278,-1.4726,-9.2625,22.4561,0.9206
1301,-6.8229,-0.4632,0.7783,-1.3957,-9.9444,22.4857,0.9321
1302,-7.1248,-0.4408,0.6846,-1.3952,-9.2195,22.4467,0.9004
1303,-7.9348,-0.412,0.6688,-1.5364,-14.4302,23.7703,0.9021
1304,-6.6497,-0.4587,0.7764,-1.3875,-8.4182,22.116,0.9203
1305,-6.679,-0.4367,0.8394,-1.4944,-9.8603,22.4942,0.9061
1306,-7.2528,-0.4203,0.7664,-1.5018,-9.4054,22.9246,0.917
1307,-6.8114,-0.4523,0.8395,-1.4862,-9.7717,22.6963,0.9159
1308,-6.8742,-0.4513,0.7709,-1.4332,-9.6582,22.5154,0.9112
1309,-7.0898,-0.429,0.8079,-1.5099,-9.772,22.9249,0.9143
1310,-6.676,-0.3727,0.9058,-1.6107,-14.0767,22.8845,0.9134
1311,-6.8709,-0.4525,0.7975,-1.4605,-9.8743,22.6331,0.9146
1312,-6.837,-0.4357,0.7986,-1.468,-9.884,22.5582,0.9109
1313,-6.966,-0.3822,0.8356,-1.5741,-13.0676,22.9544,0.9158
1314,-7.0487,-0.3371,0.9581,-1.7224,-14.0363,23.5161,0.9184
1315,-6.8635,-0.4227,0.8167,-1.5115,-9.6144,22.6109,0.9076
1316,-7.1545,-0.416,0.6993,-1.4493,-9.5588,22.5282,0.9141
1317,-7.6295,-0.4154,0.7621,-1.5724,-14.0164,23.7092,0.9021
1318,-6.9394,-0.4313,0.7435,-1.4274,-9.4158,22.4256,0.9111
1319,-6.8528,-0.4175,0.7762,-1.4543,-9.2957,22.3859,0.9194
1320,-6.8976,-0.4764,0.7678,-1.4067,-8.8905,22.531,0.9138
1321,-6.5492,-0.3748,0.9621,-1.6261,-15.4462,23.0109,0.9356
1322,-6.6532,-0.439,0.8263,-1.4763,-10.2379,22.4514,0.9133
1323,-6.8766,-0.5333,0.8445,-1.3952,-7.5254,22.9173,0.9417
1324,-6.944,-0.4476,0.7671,-1.4341,-9.5301,22.5646,0.9087
1325,-6.9615,-0.4358,0.7967,-1.4515,-9.6853,22.7215,0.9102
1326,-7.0381,-0.4372,0.7417,-1.4263,-9.2005,22.5511,0.914
1327,-6.7532,-0.4658,0.8492,-1.4792,-9.7687,22.6854,0.912
1328,-7.0011,-0.485,0.8234,-1.4623,-8.4736,22.836,0.9138
1329,-6.8347,-0.4383,0.7782,-1.4462,-9.7869,22.4618,0.909
1330,-6.8618,-0.4591,0.8758,-1.5253,-9.9761,22.9406,0.9147
1331,-6.8246,-0.4544,0.8832,-1.5303,-10.0529,22.9242,0.9164
1332,-7.0911,-0.443,0.7381,-1.4499,-8.6299,22.5933,0.9228
1333,-6.8383,-0.4383,0.7801,-1.4539,-9.8737,22.4823,0.912
1334,-6.9927,-0.4333,0.7983,-1.486,-9.6634,22.7566,0.908
1335,-7.0831,-0.444,0.9128,-1.5895,-10.3824,23.3778,0.9076
1336,-6.7622,-0.3678,0.9085,-1.6324,-13.8998,22.9986,0.9132
1337,-6.8241,-0.4322,0.8004,-1.4689,-9.9177,22.5387,0.9084
1338,-6.8738,-0.4099,0.7646,-1.4753,-9.8485,22.4179,0.9117
1339,-8.0744,-0.5047,0.4654,-1.2563,-8.0897,22.9312,0.8982
1340,-6.9093,-0.4175,0.7417,-1.44,-9.5488,22.3527,0.9096
1341,-7.2858,-0.4549,0.6573,-1.3802,-9.3267,22.615,0.9057
1342,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
1343,-6.73,-0.4667,0.7807,-1.3865,-10.0853,22.3869,0.9297
1344,-6.6362,-0.4552,0.8148,-1.4288,-10.1456,22.3882,0.9267
1345,-7.9341,-0.4105,0.634,-1.5033,-13.9794,23.5912,0.8972
1346,-6.9972,-0.4213,0.6999,-1.4221,-9.2374,22.3063,0.9118
1347,-7.1969,-0.4269,0.7392,-1.4532,-9.3196,22.7354,0.9197
1348,-6.9304,-0.4084,0.7724,-1.462,-9.2308,22.4464,0.9207
1349,-6.759,-0.3847,0.7551,-1.466,-9.634,22.1359,0.9137
1350,-6.9112,-0.4365,0.8014,-1.4747,-9.9011,22.6701,0.9145
1351,-6.9426,-0.4339,0.7768,-1.4587,-9.6992,22.5908,0.9144
1352,-6.821,-0.4647,0.779,-1.396,-9.9347,22.487,0.9322
1353,-7.203,-0.3569,0.8222,-1.6227,-12.7046,23.1571,0.9282
1354,-6.9047,-0.4428,0.7182,-1.4124,-9.0249,22.2931,0.9117
1355,-7.9075,-0.4053,0.6596,-1.5122,-13.6086,23.6357,0.9013
1356,-6.8919,-0.4338,0.732,-1.407,-9.2975,22.3132,0.91
1357,-7.0502,-0.4496,0.6692,-1.3603,-8.9055,22.27,0.9102
1358,-7.9396,-0.4109,0.6419,-1.4993,-13.2869,23.5905,0.9022
1359,-7.0333,-0.4479,0.7435,-1.4177,-9.2654,22.5765,0.9059
1360,-7.0079,-0.4342,0.7723,-1.4635,-9.6487,22.6551,0.9117
1361,-7.1077,-0.4149,0.7548,-1.4968,-9.6179,22.7017,0.9139
1362,-7.1379,-0.4272,0.816,-1.5328,-9.4634,22.9855,0.918
1363,-6.7202,-0.4081,0.789,-1.4751,-9.9859,22.3128,0.9082
1364,-6.6795,-0.4145,0.8686,-1.5396,-10.2399,22.5912,0.9111
1365,-7.0357,-0.4275,0.8358,-1.5238,-9.8973,22.946,0.9117
1366,-6.9113,-0.4203,0.775,-1.4768,-9.938,22.5309,0.9125
1367,-6.671,-0.4554,0.882,-1.5133,-10.2516,22.7231,0.9174
1368,-6.9946,-0.4335,0.7745,-1.4603,-9.6494,22.6474,0.9118
1369,-6.9426,-0.4339,0.7768,-1.4587,-9.6992,22.5908,0.9144
1370,-7.1786,-0.4463,0.726,-1.4363,-8.9171,22.6766,0.9144
1371,-6.9089,-0.4225,0.7781,-1.4676,-9.7299,22.5203,0.9109
1372,-6.9281,-0.4331,0.7792,-1.4551,-9.6992,22.5822,0.9146
1373,-7.0574,-0.4318,0.7228,-1.4252,-9.2194,22.483,0.9149
1374,-6.9962,-0.4316,0.7512,-1.4448,-9.4816,22.5352,0.9145
1375,-6.8829,-0.4356,0.7824,-1.4599,-9.7809,22.5407,0.9113
1376,-7.1411,-0.4428,0.7735,-1.4775,-9.5067,22.866,0.9127
1377,-6.9462,-0.4081,0.775,-1.4883,-9.7999,22.5423,0.9079
1378,-6.8934,-0.4598,0.8112,-1.4689,-9.6724,22.7255,0.9163
1379,-7.9412,-0.3913,0.6737,-1.5643,-13.3293,23.7063,0.9094
1380,-7.0058,-0.3529,0.8981,-1.6576,-13.7818,23.24,0.9171
1381,-6.9928,-0.4353,0.7453,-1.4348,-9.5232,22.5133,0.9124
1382,-6.9204,-0.4287,0.7881,-1.4716,-9.7827,22.6001,0.9129
1383,-8.2745,-0.4499,0.5621,-1.4615,-14.434,23.8788,0.9026
1384,-6.8388,-0.4393,0.7801,-1.4663,-9.7659,22.4822,0.916
1385,-7.1402,-0.3954,0.802,-1.5638,-9.6936,22.908,0.9223
1386,-6.9793,-0.4346,0.7526,-1.4383,-9.638,22.5525,0.9133
1387,-6.8812,-0.4765,0.7232,-1.3414,-9.4281,22.3335,0.9307
1388,-6.7622,-0.3677,0.9085,-1.6324,-13.9005,22.9986,0.9135
1389,-6.9928,-0.4252,0.7753,-1.4816,-9.6354,22.6359,0.913
1390,-7.3757,-0.433,0.6886,-1.4224,-8.7972,22.7454,0.9159
1391,-6.8611,-0.5381,0.822,-1.372,-7.3586,22.8001,0.9382
1392,-6.8754,-0.4411,0.7658,-1.4433,-9.7898,22.4754,0.9093
1393,-7.0132,-0.4295,0.73,-1.4434,-9.6617,22.4927,0.9165
1394,-6.8876,-0.4606,0.7456,-1.4063,-9.2786,22.4117,0.9124
1395,-6.9612,-0.4359,0.7926,-1.4733,-9.7498,22.6834,0.911
1396,-6.5452,-0.4594,1.0286,-1.6353,-12.652,23.2824,0.9092
1397,-6.821,-0.3654,0.912,-1.6468,-14.1726,23.1085,0.9099
1398,-7.0167,-0.4332,0.7508,-1.443,-9.5332,22.5699,0.9148
1399,-6.7995,-0.4319,0.7613,-1.445,-9.2421,22.304,0.9062
1400,-6.603,-0.45,0.8935,-1.5176,-10.3775,22.6773,0.9149
1401,-6.8899,-0.4484,0.7497,-1.4148,-9.5643,22.4242,0.911
1402,-6.8458,-0.4048,0.7882,-1.4731,-9.5445,22.4255,0.9177
1403,-6.9248,-0.4879,0.7764,-1.4165,-8.6695,22.597,0.9159
1404,-6.9505,-0.4347,0.7771,-1.4621,-9.6945,22.6008,0.9128
1405,-6.8964,-0.4165,0.7788,-1.4735,-9.7975,22.5101,0.9085
1406,-6.7003,-0.2945,1.0431,-1.8084,-15.1603,23.3787,0.9094
1407,-6.982,-0.4338,0.765,-1.4545,-9.5988,22.5862,0.9145
1408,-7.2092,-0.4788,0.657,-1.3417,-8.2597,22.4602,0.9106
1409,-7.9776,-0.5331,0.5326,-1.2734,-11.9014,23.3503,0.9189
1410,-7.1092,-0.441,0.7839,-1.4756,-9.2957,22.811,0.9201
1411,-7.0027,-0.4326,0.7418,-1.438,-9.4859,22.506,0.913
1412,-6.9242,-0.4335,0.7708,-1.45,-9.6473,22.5379,0.9135
1413,-8.0685,-0.475,0.5362,-1.3418,-8.7643,23.1914,0.8969
1414,-8.1091,-0.4109,0.6768,-1.5598,-13.6015,24.0046,0.902
1415,-7.0288,-0.4056,0.7422,-1.4729,-9.3521,22.5031,0.9197
1416,-7.4646,-0.4562,0.7069,-1.4525,-11.91,23.205,0.8982
1417,-6.7608,-0.4158,0.7714,-1.4567,-9.7553,22.3029,0.9069
1418,-7.0216,-0.406,0.7951,-1.5243,-9.8388,22.7337,0.909
1419,-6.957,-0.4351,0.7707,-1.4482,-9.6426,22.5872,0.9137
1420,-6.8306,-0.4465,0.7691,-1.4345,-9.2437,22.3921,0.9098
1421,-6.9105,-0.4447,0.7593,-1.4368,-9.578,22.4904,0.9083
1422,-6.889,-0.4088,0.7777,-1.4818,-9.8287,22.4821,0.9111
1423,-6.9903,-0.4377,0.854,-1.5257,-9.6087,22.9403,0.9164
1424,-6.8669,-0.4285,0.7845,-1.4724,-9.7728,22.5175,0.9093
1425,-6.8914,-0.4482,0.7773,-1.4386,-9.2812,22.529,0.9135
1426,-6.7683,-0.4076,0.8326,-1.5245,-10.0834,22.5774,0.9212
1427,-6.9334,-0.4257,0.7118,-1.4238,-9.2446,22.275,0.9115
1428,-6.9591,-0.4356,0.7726,-1.4595,-9.7309,22.5986,0.9141
1429,-7.0652,-0.4219,0.7139,-1.433,-9.1349,22.4346,0.9125
1430,-7.8599,-0.4358,0.6714,-1.4975,-9.8048,23.4533,0.9031
1431,-6.8583,-0.4539,0.828,-1.4791,-9.6403,22.7057,0.9137
1432,-7.0042,-0.4304,0.7292,-1.421,-9.2597,22.4409,0.915
1433,-6.8446,-0.4723,0.8186,-1.4664,-9.6631,22.7064,0.9132
1434,-6.7098,-0.4583,0.7698,-1.3989,-9.3073,22.2716,0.9088
1435,-6.948,-0.435,0.7796,-1.4592,-9.7047,22.613,0.9143
1436,-7.0158,-0.4362,0.7443,-1.4344,-9.4782,22.5471,0.913
1437,-6.9074,-0.4361,0.7735,-1.4461,-9.7005,22.5325,0.9124
1438,-6.9252,-0.4309,0.7867,-1.4709,-9.7898,22.6039,0.9133
1439,-6.8756,-0.4559,0.7604,-1.4231,-9.2591,22.4552,0.9121
1440,-6.8044,-0.4572,0.8521,-1.4952,-9.79,22.7536,0.9148
1441,-7.0241,-0.4442,0.7435,-1.413,-9.3527,22.5487,0.9094
1442,-7.5165,-0.451,0.6681,-1.4151,-9.2061,22.9372,0.9131
1443,-6.855,-0.3958,0.7593,-1.4866,-10.1588,22.3624,0.9073
1444,-7.063,-0.4108,0.6789,-1.4256,-9.4527,22.2984,0.9165
1445,-6.9544,-0.435,0.7758,-1.461,-9.6977,22.6026,0.9144
