,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
886,-6.2946,-0.6082,0.7815,-1.5208,-2.2114,21.9348,0.9621
887,-6.4085,-0.6109,0.7618,-1.5053,-2.1697,22.0337,0.9651
888,-6.3094,-0.6001,0.7758,-1.5186,-2.0566,21.9104,0.9616
889,-6.2781,-0.615,0.7645,-1.5269,-2.1185,21.9051,0.9633
890,-6.3609,-0.6112,0.7807,-1.5498,-2.1051,22.0881,0.9642
891,-6.3244,-0.6053,0.7692,-1.5047,-2.2105,21.9213,0.9635
892,-6.2655,-0.6153,0.7776,-1.5493,-2.1466,21.9631,0.9649
893,-6.3081,-0.6092,0.768,-1.5362,-2.0698,21.9623,0.962
894,-6.4211,-0.6256,0.7809,-1.5488,-2.0654,22.1759,0.963
895,-6.2739,-0.6169,0.7773,-1.5395,-2.151,21.9494,0.9629
896,-6.4011,-0.6147,0.8127,-1.498,-2.4566,22.0985,0.958
897,-6.27,-0.6202,0.7709,-1.535,-2.1312,21.9295,0.9629
898,-6.3781,-0.6176,0.7566,-1.5164,-2.0227,22.0022,0.9618
899,-6.2366,-0.6107,0.803,-1.5474,-2.2181,21.9406,0.9618
900,-6.2883,-0.5994,0.7543,-1.5102,-2.0667,21.846,0.9648
901,-6.3102,-0.62,0.7822,-1.5452,-2.1439,22.02,0.9611
902,-6.2648,-0.6215,0.7794,-1.5473,-2.1819,21.9625,0.9633
903,-6.4015,-0.6084,0.7622,-1.5172,-2.07,22.0383,0.9652
904,-6.3633,-0.6133,0.8102,-1.4813,-2.6337,22.0188,0.9564
905,-6.2718,-0.6252,0.7774,-1.5494,-2.1083,21.9731,0.9635
906,-6.2498,-0.6146,0.7809,-1.5405,-2.1346,21.9182,0.9612
907,-6.3617,-0.623,0.7843,-1.5429,-2.0489,22.0708,0.963
908,-6.353,-0.5999,0.8194,-1.4912,-2.5394,22.0139,0.9569
909,-6.2003,-0.6235,0.7929,-1.556,-2.3205,21.9304,0.9635
910,-6.3072,-0.6099,0.7983,-1.4896,-2.6423,21.9581,0.9602
911,-6.1817,-0.6179,0.787,-1.5533,-2.287,21.8855,0.9642
912,-6.3367,-0.6239,0.7798,-1.5491,-2.1435,22.0705,0.9634
913,-6.4478,-0.6015,0.7814,-1.4529,-2.4251,22.0009,0.9588
914,-6.4633,-0.6126,0.7634,-1.5187,-2.0743,22.1308,0.9645
915,-6.1555,-0.6107,0.7726,-1.5326,-2.0833,21.7467,0.961
916,-6.2602,-0.6235,0.7799,-1.5445,-2.187,21.9575,0.9634
917,-6.2821,-0.6135,0.7677,-1.5383,-2.028,21.9249,0.9616
918,-6.3755,-0.5916,0.8157,-1.4892,-2.6567,22.0492,0.9591
919,-6.3796,-0.6309,0.7889,-1.56,-2.0389,22.1573,0.9621
920,-6.3426,-0.6125,0.7979,-1.5314,-2.2678,22.055,0.963
921,-6.2902,-0.6129,0.7874,-1.5193,-2.254,21.939,0.9635
922,-6.2955,-0.6175,0.7794,-1.5427,-2.1746,21.9917,0.9619
923,-6.2814,-0.6263,0.7864,-1.549,-2.1023,21.9884,0.9627
924,-6.3134,-0.6187,0.7627,-1.5281,-2.0113,21.9482,0.9649
925,-6.4244,-0.6003,0.7873,-1.5033,-2.3685,22.1029,0.969
926,-6.2456,-0.6109,0.7917,-1.537,-2.2803,21.9281,0.9615
927,-6.4491,-0.6179,0.8359,-1.552,-2.3792,22.3162,0.9671
928,-6.2615,-0.609,0.8007,-1.5491,-2.2336,21.9794,0.9617
929,-6.2559,-0.6148,0.7856,-1.5532,-2.2166,21.9775,0.9633
930,-6.2558,-0.6275,0.7674,-1.5363,-2.1247,21.9149,0.9625
931,-6.5756,-0.6096,0.8184,-1.5253,-2.4162,22.4159,0.9679
932,-6.279,-0.6183,0.7668,-1.5261,-2.111,21.915,0.9633
933,-6.2744,-0.6233,0.7804,-1.5497,-2.0446,21.9744,0.9633
934,-6.247,-0.6044,0.7902,-1.522,-2.1689,21.8707,0.9617
935,-6.186,-0.62,0.7929,-1.5589,-2.2132,21.8874,0.9631
936,-6.3363,-0.6284,0.7848,-1.553,-2.1695,22.0877,0.9623
937,-6.3664,-0.6114,0.7761,-1.5362,-2.0533,22.0422,0.9662
938,-6.2577,-0.6162,0.7824,-1.5471,-2.1432,21.9478,0.9629
939,-6.3494,-0.6187,0.7693,-1.5325,-2.024,22.0202,0.9635
940,-6.3158,-0.6248,0.779,-1.5457,-2.0909,22.0203,0.9626
941,-6.4275,-0.5902,0.8093,-1.4641,-2.5957,22.0426,0.9586
942,-6.2149,-0.6098,0.8042,-1.548,-2.3062,21.9231,0.9624
943,-6.2165,-0.6232,0.8028,-1.5565,-2.0964,21.928,0.9641
944,-6.3128,-0.6281,0.7791,-1.5513,-2.0657,22.0396,0.9641
945,-6.2573,-0.615,0.7956,-1.5299,-2.1953,21.9216,0.9618
946,-6.3222,-0.6276,0.7845,-1.5565,-1.9938,22.0541,0.9635
947,-6.3184,-0.6176,0.7976,-1.5626,-2.1101,22.0807,0.9622
948,-6.2843,-0.6173,0.7644,-1.5327,-2.0459,21.9219,0.9613
949,-6.389,-0.6113,0.8037,-1.5016,-2.5148,22.0866,0.9492
950,-6.2378,-0.6182,0.7843,-1.5512,-2.094,21.9306,0.9619
951,-6.2761,-0.6133,0.7728,-1.5359,-2.0594,21.9238,0.9625
952,-6.1912,-0.6109,0.7691,-1.5256,-2.1441,21.7816,0.9629
953,-6.5029,-0.588,0.7932,-1.4593,-2.4909,22.1066,0.9562
954,-6.243,-0.6169,0.7772,-1.5418,-2.1906,21.9213,0.9618
955,-6.2714,-0.608,0.7641,-1.5053,-2.1581,21.8433,0.9633
956,-6.397,-0.6119,0.7946,-1.5275,-2.2543,22.128,0.9669
957,-6.3776,-0.6209,0.8004,-1.5395,-2.2879,22.1508,0.9662
958,-6.2575,-0.6085,0.7988,-1.5478,-2.336,21.9853,0.9635
959,-6.2066,-0.6098,0.7944,-1.5273,-2.2597,21.848,0.9614
960,-6.2968,-0.6056,0.7956,-1.5282,-2.1916,21.9612,0.9587
961,-6.5383,-0.6007,0.7739,-1.4933,-2.1853,22.1967,0.9706
962,-6.2602,-0.6193,0.7815,-1.5234,-2.1086,21.897,0.9634
963,-6.2788,-0.6175,0.7835,-1.5524,-2.1616,21.9949,0.9619
964,-6.2754,-0.6129,0.7916,-1.5536,-2.1255,21.9894,0.964
965,-6.3604,-0.62,0.7868,-1.5381,-2.0832,22.0633,0.9642
966,-6.374,-0.6196,0.7709,-1.5337,-2.0435,22.0586,0.9626
967,-6.2383,-0.6227,0.7789,-1.5478,-2.1586,21.9303,0.9633
968,-6.3566,-0.6072,0.8127,-1.4842,-2.6378,22.0194,0.9584
969,-6.2955,-0.6112,0.7751,-1.5386,-2.1632,21.9681,0.9635
970,-6.3763,-0.6155,0.7954,-1.5476,-2.1313,22.1238,0.9623
971,-6.2389,-0.6133,0.787,-1.5376,-2.2054,21.9127,0.9611
972,-6.4545,-0.6242,0.7826,-1.5432,-2.0208,22.206,0.9638
973,-6.2883,-0.6206,0.7871,-1.5535,-2.1893,22.0205,0.9627
974,-6.2871,-0.6101,0.7882,-1.5325,-2.2197,21.965,0.9619
975,-6.3052,-0.5984,0.7577,-1.4913,-2.115,21.8373,0.9626
976,-6.4065,-0.6105,0.7576,-1.4969,-2.0485,21.9904,0.9649
977,-6.3329,-0.6039,0.8084,-1.4912,-2.5894,21.9886,0.9564
978,-6.2935,-0.626,0.7782,-1.5421,-2.1511,21.9915,0.9623
979,-6.2921,-0.6241,0.7826,-1.5487,-2.1579,22.011,0.9628
980,-6.1947,-0.6168,0.7939,-1.5723,-2.244,21.938,0.9635
981,-6.3435,-0.6118,0.7763,-1.5316,-2.054,22.0063,0.9629
982,-6.493,-0.6174,0.7997,-1.5207,-2.3,22.266,0.9682
983,-6.2691,-0.6237,0.7695,-1.5328,-1.979,21.8971,0.9641
984,-6.4031,-0.6031,0.7927,-1.4757,-2.4963,22.0209,0.9587
985,-6.3695,-0.625,0.7709,-1.5393,-1.9459,22.0575,0.964
986,-6.2901,-0.6198,0.781,-1.5474,-2.1607,22.0009,0.9626
987,-6.3465,-0.6163,0.7723,-1.538,-2.0945,22.0301,0.9639
988,-6.3846,-0.6183,0.7857,-1.5292,-2.181,22.0873,0.9613
989,-6.3781,-0.6223,0.7805,-1.5499,-1.933,22.0943,0.9651
990,-6.281,-0.6185,0.7625,-1.5285,-2.0692,21.9143,0.9621
991,-6.3441,-0.6151,0.7735,-1.5362,-2.1655,22.0319,0.9637
992,-6.2512,-0.6225,0.7796,-1.549,-2.2096,21.961,0.9643
993,-6.2432,-0.6315,0.7833,-1.5482,-2.2606,21.9587,0.9623
994,-6.2677,-0.6234,0.7782,-1.5422,-2.167,21.9576,0.9614
995,-6.2807,-0.6241,0.7885,-1.5404,-2.2137,21.9865,0.9617
996,-6.292,-0.612,0.7885,-1.5322,-2.207,21.9697,0.9607
997,-6.4287,-0.6136,0.765,-1.5209,-1.9915,22.0791,0.9633
998,-6.2895,-0.6172,0.7669,-1.5311,-2.0858,21.934,0.9636
999,-6.4545,-0.613,0.7979,-1.5286,-2.2712,22.2082,0.9703
1000,-6.2388,-0.6147,0.7826,-1.5479,-2.1678,21.9245,0.962
1001,-6.2995,-0.6204,0.7751,-1.5412,-2.0962,21.9838,0.9629
1002,-6.2718,-0.619,0.7791,-1.5421,-2.1927,21.9625,0.9614
1003,-6.2793,-0.6129,0.7694,-1.5352,-2.081,21.9301,0.9627
1004,-6.4374,-0.5949,0.8178,-1.4798,-2.6111,22.1125,0.9571
1005,-6.3232,-0.6079,0.7734,-1.5278,-2.1452,21.9699,0.9627
1006,-6.407,-0.6207,0.8189,-1.554,-2.3747,22.2472,0.9679
1007,-6.2425,-0.6152,0.7688,-1.538,-1.9787,21.8693,0.9636
1008,-6.3115,-0.6123,0.7686,-1.5277,-2.1266,21.9545,0.9633
1009,-6.2725,-0.6203,0.7953,-1.5668,-2.2729,22.0487,0.9612
1010,-6.4594,-0.6093,0.7612,-1.5043,-2.0508,22.0837,0.9649
1011,-6.2432,-0.6183,0.7867,-1.5485,-2.1529,21.9353,0.9622
1012,-6.3726,-0.6229,0.7962,-1.5442,-2.1508,22.1209,0.9615
1013,-6.3015,-0.6093,0.7644,-1.5178,-2.0502,21.8999,0.9625
1014,-6.3616,-0.6205,0.7936,-1.5669,-2.1767,22.1664,0.9643
1015,-6.2967,-0.6052,0.7693,-1.5187,-2.0511,21.8941,0.9645
1016,-6.2345,-0.617,0.7735,-1.5465,-2.163,21.913,0.9635
1017,-6.302,-0.6303,0.78,-1.5503,-2.134,22.0258,0.9615
1018,-6.5541,-0.5654,0.7624,-1.4043,-2.4031,21.9837,0.9607
1019,-6.333,-0.6245,0.7788,-1.5541,-2.0254,22.0599,0.9623
1020,-6.3616,-0.622,0.7921,-1.5661,-1.9999,22.1304,0.9654
1021,-6.2762,-0.611,0.7756,-1.5318,-2.0804,21.9142,0.9627
1022,-6.3752,-0.6216,0.7933,-1.5441,-2.087,22.1131,0.9619
1023,-6.2853,-0.619,0.7779,-1.544,-2.1209,21.9746,0.9632
1024,-6.3145,-0.6339,0.7856,-1.5609,-2.0665,22.0681,0.9638
1025,-6.3689,-0.6306,0.784,-1.5547,-2.0772,22.133,0.963
1026,-6.2767,-0.6148,0.7715,-1.5327,-2.2403,21.9394,0.9638
1027,-6.2947,-0.617,0.7694,-1.5359,-2.1479,21.9617,0.964
1028,-6.3769,-0.6095,0.7774,-1.5081,-2.1525,22.0072,0.9652
1029,-6.2895,-0.5982,0.7706,-1.501,-2.1448,21.849,0.9675
1030,-6.2768,-0.6114,0.7863,-1.5169,-2.2721,21.9182,0.9636
1031,-6.3171,-0.6169,0.7846,-1.5515,-2.1608,22.0476,0.9614
1032,-6.3696,-0.6053,0.7648,-1.5168,-2.1476,22.0006,0.9633
1033,-6.2107,-0.6133,0.7791,-1.5367,-2.1137,21.8447,0.9611
1034,-6.223,-0.6142,0.7786,-1.5447,-2.1505,21.8903,0.9611
1035,-6.2138,-0.6152,0.7722,-1.507,-2.186,21.7924,0.9631
1036,-6.2309,-0.6203,0.7797,-1.5524,-2.2149,21.9366,0.9634
1037,-6.3196,-0.6202,0.7824,-1.5475,-2.1156,22.0403,0.9625
1038,-6.4181,-0.6182,0.8041,-1.5374,-2.3937,22.214,0.9674
1039,-6.3,-0.6319,0.7769,-1.5502,-2.1037,22.0129,0.9616
1040,-6.1896,-0.6216,0.7838,-1.5489,-2.2131,21.8748,0.9628
1041,-6.2228,-0.6143,0.7802,-1.548,-2.0739,21.8873,0.9629
1042,-6.2697,-0.586,0.8045,-1.4779,-2.606,21.8545,0.9602
1043,-6.2924,-0.6178,0.7793,-1.5477,-2.2208,22.0059,0.9639
1044,-6.2124,-0.6047,0.8024,-1.5491,-2.2526,21.9059,0.9628
1045,-6.315,-0.6152,0.7754,-1.5305,-2.1087,21.9784,0.9631
1046,-6.4226,-0.6039,0.7706,-1.499,-2.2636,22.0616,0.9643
1047,-6.2127,-0.6146,0.7788,-1.5379,-2.0943,21.8517,0.9626
1048,-6.1881,-0.6116,0.7864,-1.5555,-2.2179,21.8822,0.9626
1049,-6.3268,-0.6147,0.7744,-1.5367,-2.0303,21.9918,0.9651
1050,-6.267,-0.6167,0.7906,-1.5532,-2.033,21.9656,0.9624
1051,-6.2978,-0.6128,0.7757,-1.5419,-2.1955,21.9838,0.9639
1052,-6.2757,-0.6101,0.7894,-1.5387,-2.2288,21.9655,0.9622
1053,-6.3575,-0.6085,0.7548,-1.5088,-2.0455,21.9493,0.9637
1054,-6.3326,-0.6274,0.7835,-1.551,-2.1148,22.0721,0.9629
1055,-6.2782,-0.6171,0.784,-1.5488,-2.1951,21.9904,0.9628
1056,-6.2149,-0.6208,0.7762,-1.5399,-2.1179,21.8644,0.9635
1057,-6.3488,-0.6142,0.7689,-1.5264,-2.104,22.0035,0.9643
1058,-6.3058,-0.6274,0.7624,-1.5304,-2.0589,21.9536,0.9637
1059,-6.3148,-0.6298,0.7992,-1.5729,-2.11,22.112,0.9632
1060,-6.2679,-0.6098,0.7898,-1.5335,-2.2539,21.9472,0.9624
1061,-6.3462,-0.6295,0.7815,-1.5505,-2.0524,22.0799,0.963
1062,-6.3257,-0.6255,0.7745,-1.5337,-2.1938,22.0133,0.9632
1063,-6.3323,-0.628,0.7737,-1.5394,-2.1184,22.0331,0.9635
1064,-6.257,-0.6118,0.7877,-1.531,-2.2146,21.9185,0.9619
1065,-6.3945,-0.6141,0.8189,-1.5524,-2.4137,22.2262,0.9702
1066,-6.4454,-0.6173,0.7628,-1.5239,-1.9692,22.1091,0.9642
1067,-6.3349,-0.6023,0.772,-1.4884,-2.2959,21.9072,0.9652
1068,-6.4148,-0.5968,0.7981,-1.4731,-2.5107,22.0292,0.9586
1069,-6.3845,-0.6107,0.7671,-1.5256,-1.8931,22.0143,0.9648
1070,-6.2807,-0.6285,0.7781,-1.5457,-2.0445,21.9733,0.9615
1071,-6.216,-0.6226,0.772,-1.5486,-2.1823,21.9027,0.9632
1072,-6.198,-0.6188,0.7762,-1.5434,-2.1488,21.8448,0.9625
1073,-6.4392,-0.6188,0.7812,-1.535,-2.1662,22.1759,0.963
1074,-6.3052,-0.6141,0.7835,-1.5383,-2.2109,22.0034,0.9645
1075,-6.1766,-0.6132,0.7868,-1.5378,-2.1333,21.8132,0.9632
1076,-6.173,-0.6125,0.7782,-1.546,-2.0445,21.8041,0.9613
1077,-6.2583,-0.617,0.7821,-1.5392,-2.2096,21.9415,0.9626
1078,-6.1906,-0.6152,0.7817,-1.5521,-2.0209,21.8486,0.9646
1079,-6.272,-0.6066,0.7761,-1.5146,-2.1384,21.8763,0.9615
1080,-6.212,-0.619,0.775,-1.5442,-2.0494,21.8594,0.9629
1081,-6.2708,-0.6172,0.7739,-1.5373,-2.1429,21.9384,0.9629
1082,-6.3855,-0.6257,0.7756,-1.5368,-2.1566,22.1,0.9631
1083,-6.2353,-0.6161,0.7766,-1.5379,-2.1136,21.8838,0.9596
1084,-6.3647,-0.6209,0.7891,-1.5482,-2.1109,22.1107,0.9629
1085,-6.1615,-0.6133,0.7664,-1.5231,-2.1327,21.7376,0.9622
1086,-6.3365,-0.6255,0.7874,-1.5552,-2.1273,22.0824,0.9643
1087,-6.2883,-0.6172,0.781,-1.5431,-2.1545,21.9835,0.9625
1088,-6.3911,-0.6179,0.7727,-1.532,-2.0618,22.0733,0.964
1089,-6.3315,-0.6213,0.7713,-1.5363,-2.0061,22.0002,0.963
1090,-6.2455,-0.6193,0.7684,-1.5349,-2.0879,21.8857,0.9634
1091,-6.3945,-0.6159,0.7945,-1.5444,-2.124,22.1459,0.9622
1092,-6.3829,-0.6023,0.7917,-1.4695,-2.5336,21.9815,0.9574
1093,-6.2753,-0.6328,0.7741,-1.5455,-2.0914,21.9651,0.9627
1094,-6.1684,-0.6149,0.7826,-1.5478,-2.0885,21.8137,0.9628
1095,-6.3112,-0.6245,0.7971,-1.5659,-2.1726,22.0863,0.9631
1096,-6.4948,-0.5987,0.7851,-1.4611,-2.5572,22.1094,0.9602
1097,-6.3089,-0.617,0.7819,-1.5395,-2.193,22.0106,0.9628
1098,-6.2416,-0.6184,0.7807,-1.5549,-2.2188,21.9583,0.9642
1099,-6.3529,-0.6332,0.787,-1.5567,-2.064,22.1114,0.9626
1100,-6.3376,-0.6025,0.7618,-1.5084,-2.0698,21.917,0.9622
1101,-6.3016,-0.6144,0.7937,-1.5353,-2.1653,21.9914,0.9641
1102,-6.2983,-0.6222,0.7801,-1.5469,-2.1606,22.011,0.9641
1103,-6.3595,-0.6223,0.7877,-1.5576,-2.0805,22.121,0.9622
1104,-6.3138,-0.6115,0.7755,-1.5386,-2.0595,21.9794,0.9645
1105,-6.2216,-0.6201,0.7878,-1.5448,-2.1468,21.9,0.9628
1106,-6.418,-0.6079,0.7587,-1.5101,-2.0745,22.0383,0.9643
1107,-6.2947,-0.6268,0.789,-1.5558,-2.152,22.0328,0.9648
1108,-6.3673,-0.6204,0.7932,-1.5319,-2.3362,22.1174,0.9681
1109,-6.2806,-0.622,0.7787,-1.5377,-2.0465,21.9518,0.9619
1110,-6.1951,-0.6112,0.783,-1.528,-2.1528,21.812,0.9595
1111,-6.3273,-0.6132,0.7745,-1.5294,-2.0445,21.9767,0.9626
1112,-6.283,-0.6236,0.7801,-1.5476,-2.1637,21.9932,0.9619
1113,-6.3887,-0.5911,0.805,-1.4665,-2.5195,21.9783,0.9585
1114,-6.3521,-0.6188,0.7855,-1.5471,-2.1878,22.0829,0.9639
1115,-6.2694,-0.6199,0.787,-1.5526,-2.2259,21.9981,0.9603
1116,-6.2124,-0.6178,0.7894,-1.5502,-2.0665,21.8857,0.9637
1117,-6.2455,-0.6141,0.7822,-1.536,-2.1865,21.9087,0.9609
1118,-6.3252,-0.63,0.7703,-1.5441,-2.0952,22.0292,0.9655
1119,-6.2829,-0.6123,0.8,-1.5483,-2.1567,21.9973,0.9629
1120,-6.2878,-0.6232,0.7956,-1.569,-2.2469,22.0749,0.9624
1121,-6.355,-0.6294,0.7866,-1.5582,-2.0993,22.1204,0.9632
1122,-6.2662,-0.6201,0.7704,-1.5369,-2.0754,21.9222,0.963
1123,-6.3888,-0.6196,0.8008,-1.5384,-2.3473,22.169,0.968
1124,-6.3209,-0.6183,0.778,-1.5378,-2.1584,22.0155,0.9629
1125,-6.3411,-0.6113,0.7748,-1.5357,-1.9925,22.002,0.9658
1126,-6.1932,-0.6078,0.7918,-1.5476,-2.1208,21.8502,0.9654
1127,-6.3107,-0.6236,0.7819,-1.5477,-2.1771,22.0325,0.9627
1128,-6.2574,-0.612,0.781,-1.5449,-2.1726,21.9459,0.9618
1129,-6.2789,-0.6054,0.791,-1.4697,-2.5133,21.8373,0.9572
1130,-6.2842,-0.6154,0.7699,-1.5411,-2.0487,21.9507,0.9629
1131,-6.2673,-0.6164,0.7813,-1.5434,-2.1314,21.951,0.9637
1132,-6.2962,-0.6281,0.7797,-1.5545,-1.985,22.008,0.9632
1133,-6.2488,-0.6157,0.782,-1.5511,-2.119,21.9408,0.9623
1134,-6.2008,-0.6068,0.7665,-1.5275,-2.0966,21.7915,0.9631
1135,-6.3205,-0.6099,0.7822,-1.5396,-2.0585,21.9931,0.9651
1136,-6.428,-0.6107,0.8046,-1.4911,-2.4855,22.1154,0.9587
1137,-6.259,-0.6174,0.7606,-1.5281,-2.1142,21.8804,0.9634
1138,-6.282,-0.6165,0.7745,-1.5399,-2.1017,21.9546,0.9624
1139,-6.2303,-0.6174,0.7912,-1.544,-2.2127,21.9213,0.9623
1140,-6.2623,-0.6115,0.7659,-1.5201,-1.9874,21.8503,0.9636
1141,-6.376,-0.5948,0.8173,-1.4847,-2.5914,22.0346,0.9588
1142,-6.364,-0.6182,0.7898,-1.552,-2.2382,22.1228,0.964
1143,-6.1788,-0.6123,0.7711,-1.5315,-2.0764,21.7763,0.9612
1144,-6.3713,-0.6335,0.7938,-1.563,-2.0876,22.164,0.9635
1145,-6.2951,-0.6245,0.7805,-1.5452,-2.1801,22.0056,0.9617
1146,-6.354,-0.6139,0.7924,-1.5324,-2.1692,22.0644,0.962
1147,-6.4281,-0.6048,0.7666,-1.5005,-2.1751,22.0445,0.963
1148,-6.4534,-0.6298,0.7688,-1.5363,-1.8986,22.1628,0.9637
1149,-6.2134,-0.6192,0.8152,-1.567,-2.5164,22.011,0.9599
1150,-6.4065,-0.6213,0.8145,-1.553,-2.4414,22.2541,0.9676
1151,-6.3403,-0.6306,0.7883,-1.5637,-2.0846,22.1153,0.9631
1152,-6.3604,-0.625,0.7881,-1.5565,-2.0107,22.11,0.9624
1153,-6.3202,-0.6103,0.7964,-1.5402,-2.2306,22.0339,0.9633
1154,-6.2852,-0.6082,0.7818,-1.5271,-2.2037,21.9426,0.9612
1155,-6.3803,-0.6149,0.7648,-1.5265,-1.99,22.0289,0.9619
1156,-6.3021,-0.6171,0.7973,-1.5459,-2.3138,22.0421,0.9609
1157,-6.1977,-0.6135,0.7894,-1.532,-2.0759,21.8219,0.9616
1158,-6.3443,-0.6168,0.7679,-1.5314,-2.0028,21.9991,0.9632
1159,-6.3178,-0.6159,0.7964,-1.5487,-2.1416,22.0513,0.9615
1160,-6.3682,-0.6218,0.7706,-1.5264,-2.0846,22.0356,0.9632
1161,-6.3087,-0.6164,0.7839,-1.5495,-2.145,22.0251,0.9619
1162,-6.3646,-0.6228,0.7642,-1.535,-1.9525,22.038,0.9632
1163,-6.294,-0.6079,0.7769,-1.5364,-2.2116,21.9693,0.9635
1164,-6.4504,-0.6463,0.799,-1.5712,-2.0975,22.2985,0.9648
1165,-6.2706,-0.6119,0.7971,-1.5288,-2.3221,21.9557,0.9642
1166,-6.5476,-0.6227,0.8154,-1.5538,-2.2331,22.4301,0.9684
1167,-6.3021,-0.6214,0.7812,-1.545,-2.1686,22.0127,0.9619
1168,-6.3984,-0.6181,0.8151,-1.488,-2.661,22.1008,0.9576
1169,-6.1772,-0.6138,0.7832,-1.5448,-2.1391,21.8282,0.9647
1170,-6.3092,-0.6124,0.7677,-1.5346,-2.0484,21.9585,0.9641
1171,-6.3358,-0.6119,0.8096,-1.5414,-2.4144,22.1077,0.9673
1172,-6.2663,-0.6287,0.7816,-1.5564,-2.1357,21.9934,0.9624
1173,-6.2574,-0.6309,0.7942,-1.559,-2.3083,22.0145,0.9627
1174,-6.3422,-0.6224,0.7897,-1.5258,-2.3802,22.0749,0.9687
1175,-6.2606,-0.6235,0.7786,-1.5546,-2.1385,21.9771,0.9633
1176,-6.4194,-0.6233,0.8137,-1.5534,-2.4373,22.273,0.9676
1177,-6.3215,-0.6099,0.7645,-1.5265,-2.0923,21.9555,0.9642
1178,-6.3601,-0.6161,0.7938,-1.5401,-2.1443,22.0862,0.9623
1179,-6.3537,-0.6262,0.7728,-1.5417,-2.0159,22.0535,0.9634
1180,-6.4564,-0.6016,0.8026,-1.4837,-2.538,22.1283,0.9579
1181,-6.3546,-0.6205,0.7754,-1.5309,-2.1118,22.0322,0.9643
1182,-6.306,-0.6147,0.7721,-1.5331,-2.0518,21.9589,0.9633
1183,-6.2434,-0.614,0.7787,-1.5431,-2.1084,21.9064,0.9621
1184,-6.3878,-0.62,0.7732,-1.5384,-2.067,22.0941,0.9635
1185,-6.4271,-0.5983,0.7921,-1.4684,-2.5582,22.0399,0.959
1186,-6.2853,-0.6358,0.7888,-1.5544,-2.1766,22.0251,0.9627
1187,-6.3928,-0.6266,0.7859,-1.5504,-2.1173,22.1468,0.964
1188,-6.3092,-0.6186,0.7893,-1.5351,-2.2319,22.0081,0.9613
1189,-6.264,-0.6215,0.7792,-1.549,-2.2346,21.9742,0.9641
1190,-6.3659,-0.5981,0.8209,-1.4966,-2.6829,22.0678,0.9587
1191,-6.2716,-0.621,0.7715,-1.533,-2.1811,21.9299,0.9635
1192,-6.3345,-0.6028,0.7577,-1.5071,-1.9659,21.8905,0.9657
1193,-6.2888,-0.6205,0.7765,-1.5453,-2.0524,21.9696,0.9628
1194,-6.205,-0.612,0.7858,-1.5359,-2.1944,21.8443,0.9614
1195,-6.4711,-0.5882,0.8096,-1.4661,-2.5956,22.1042,0.9566
1196,-6.2637,-0.6175,0.7732,-1.5431,-2.041,21.9194,0.9609
1197,-6.2547,-0.6126,0.7711,-1.5444,-2.1012,21.9177,0.9632
1198,-6.3488,-0.615,0.7657,-1.5306,-2.1007,22.0051,0.9639
1199,-6.1754,-0.608,0.7973,-1.5418,-2.2536,21.8355,0.9614
1200,-6.4483,-0.6017,0.8191,-1.4851,-2.5412,22.1325,0.9579
1201,-6.1737,-0.6098,0.7954,-1.5435,-2.2755,21.8458,0.9616
1202,-6.3544,-0.6125,0.7644,-1.5227,-1.9738,21.9789,0.9624
1203,-6.4037,-0.5921,0.8161,-1.4949,-2.5875,22.0913,0.9587
1204,-6.2987,-0.6102,0.7813,-1.5423,-2.1335,21.9801,0.9639
1205,-6.3583,-0.6277,0.7784,-1.5463,-1.9564,22.0671,0.9647
1206,-6.2872,-0.6156,0.7772,-1.5456,-2.1641,21.9881,0.9639
1207,-6.3154,-0.6106,0.7764,-1.5311,-2.2282,21.9898,0.9624
1208,-6.451,-0.6098,0.8242,-1.5463,-2.4828,22.3086,0.9681
1209,-6.2946,-0.6205,0.7775,-1.5417,-2.0996,21.9809,0.9627
1210,-6.2387,-0.6218,0.774,-1.5372,-2.0901,21.8869,0.9607
1211,-6.2482,-0.6149,0.7792,-1.5352,-2.1862,21.9134,0.9629
1212,-6.3792,-0.5975,0.8042,-1.4833,-2.5193,22.0099,0.9562
1213,-6.2735,-0.6179,0.7992,-1.5687,-2.324,22.0615,0.9625
1214,-6.33,-0.6154,0.778,-1.533,-2.1872,22.0209,0.9639
1215,-6.3752,-0.6166,0.7738,-1.537,-2.1239,22.0736,0.9632
1216,-6.2812,-0.6193,0.7784,-1.5469,-2.1539,21.9869,0.9629
1217,-6.3823,-0.6324,0.8129,-1.5537,-2.5155,22.2388,0.9677
1218,-6.3083,-0.6236,0.7909,-1.5531,-2.2852,22.0666,0.962
1219,-6.214,-0.6172,0.7652,-1.5282,-2.1601,21.8265,0.9626
1220,-6.278,-0.6207,0.7877,-1.5594,-2.2232,22.0242,0.9631
1221,-6.2303,-0.6077,0.7888,-1.5474,-2.1366,21.9032,0.9622
1222,-6.5133,-0.6224,0.8054,-1.5342,-2.374,22.3398,0.9683
1223,-6.3467,-0.6209,0.7721,-1.5357,-2.1137,22.0346,0.9637
1224,-6.3349,-0.6164,0.7662,-1.5311,-2.1053,22.0012,0.9633
1225,-6.3456,-0.616,0.7759,-1.5378,-2.0443,22.0277,0.9626
