,Diluant(%),Equv(phi),Fuel,Fuel(%),Oxidizer(%),P(atm),T(K),Time(μs)
3,95.84,0.5,CCCCCCCC,0.16,4.0,1.91,1434,104
9,95.84,0.5,CCCCCCCC,0.16,4.0,2.01,1380,220
48,95.68,1.0,CCCCCCCC,0.32,4.0,1.95,1325,859
66,95.68,1.0,CCCCCCCC,0.32,4.0,3.63,1384,285
109,95.68,1.0,CCCCCCCC,0.32,4.0,3.59,1421,210
120,95.84,0.5,CCCCCCCC,0.16,4.0,2.19,1252,1269
