,y_predicted,y_actual,Relative Error
0,4.798420534220257,4.59511985013459,0.04424273810392828
1,5.373077052761186,5.087596335232384,0.056113083412652975
2,5.539942932902013,5.332718793265369,0.03885900375964801
3,4.476532516820078,4.290459441148391,0.04336903266981647
4,5.919545741400593,5.241747015059643,0.12930779077922325
5,4.01151507803428,3.8918202981106265,0.030755474496538742
6,6.8688066358257105,6.777646593635117,0.013450102617655208
7,7.308795126030369,7.415175109613295,0.014346253731083303
8,5.9711733327565355,5.932245187448011,0.006562126830309099
9,6.448143326538625,6.480044561926653,0.004922996297812925
10,6.552289246225814,6.56244409369372,0.0015474185109880145
11,6.520271174006034,6.548219102762372,0.004268019795572938
12,7.479529831192824,7.154615356913663,0.04541326934720388
13,7.265669284447348,7.1929342212158,0.010112015624585326
14,6.176580530966275,5.902633333401366,0.046411013879977564
15,6.071025262346498,7.1929342212158,0.1559737548496125
16,7.298786527334682,7.501082124259871,0.02696885510304277
17,5.466557434145567,5.0369526024136295,0.08529062424095035
18,5.775185218103809,5.327876168789581,0.08395635242698411
19,5.0096891588244805,4.969813299576001,0.008023613130875925
20,5.059238056645298,4.820281565605037,0.04957313961601894
21,4.301852373389701,4.465908118654584,0.036735136708165646
22,5.031158199533718,4.77912349311153,0.052736596320530925
23,6.485708849956529,6.431331081933479,0.008455134299617233
24,6.872028392709439,7.002155954403621,0.018583927941842705
25,5.921863718688362,5.926926025970411,0.000854120206641102
26,5.775185218103809,5.327876168789581,0.08395635242698411
27,4.620155697339231,4.969813299576001,0.07035628526862377
28,5.765595007345522,5.375278407684165,0.07261328066345066
29,4.531863706472142,4.382026634673881,0.03419355569695473
30,4.987014759097036,4.941642422609304,0.00918163084405744
31,4.4499804636916425,4.564348191467836,0.025056749173952578
32,4.033319022593107,4.51085950651685,0.10586463250159736
33,5.263890238270713,4.7535901911063645,0.10735045021741349
34,4.775588231831298,4.499809670330265,0.061286716929250085
35,6.896204061820305,6.741700694652055,0.022917565487713273
36,6.801936800317085,6.927557906278317,0.01813353387452503
37,7.219218925014422,7.3727463664043285,0.02082364342404218
38,6.688270313103828,6.55250788703459,0.02071915492660003
39,6.375806447405502,6.419994928147142,0.006882946363073453
40,6.347128204617622,6.672032945461067,0.04869651326654128
41,6.0447092588148745,6.133398042996649,0.014459975295919747
42,5.877005065074407,6.082218910376446,0.033739963708300375
43,6.489634668647141,6.673297967767654,0.027522118749622126
44,5.156536329007313,5.568344503761097,0.07395522573641607
45,6.3592533985530215,6.230481447578482,0.02066805784721301
46,6.130156342887985,6.525029657843462,0.06051670807056283
47,6.964646417740812,6.962243464266207,0.0003451406844558437
48,6.855391649181159,6.71174039505618,0.021402981293911716
49,5.402137219295544,5.272999558563747,0.024490360618761683
50,6.271836330345166,6.184148890937483,0.014179386841119473
51,6.483372900422586,6.437751649736401,0.007086519202407144
52,5.2672710577938275,5.680172609017068,0.07269172605208755
53,6.391834242667429,6.280395838960195,0.01774385031846714
54,6.506512085595624,6.3473892096560105,0.02506902770316124
55,6.221105845579529,6.569481420414296,0.05302938733523313
56,6.508305934460907,6.529418838262226,0.0032335042864148375
57,6.320016986210771,6.373319789577012,0.008363428342857266
58,4.964759835772458,5.62040086571715,0.11665378424231544
59,6.728701248416202,7.087573705557973,0.05063403529198546
60,6.484435596177077,7.288244401020124,0.11028839877138856
61,6.149610853045376,6.061456918928017,0.014543357363818229
62,7.314623712559754,7.074116816197362,0.03399815165784537
63,6.306454936056544,6.484635235635252,0.027477304906765945
64,6.0337146303638605,5.855071922202427,0.030510762384321957
65,4.559800046207527,4.430816798843313,0.029110489830652696
66,6.609566603414174,6.821107472256465,0.031012686679207507
67,8.620167347519184,8.52158353971753,0.011568719281125604
68,7.500139035778694,7.550661243105336,0.006691097070839313
69,8.601647114413556,8.428799040653642,0.02050684479796421
