,Diluant(%),Equv(phi),Fuel,Fuel(%),Oxidizer(%),P(atm),T(K),Time(μs)
1,99.3883,0.8,CCCCCCCCCC,0.03,0.5817,2.11,1462,206
10,99.505,1.0,CCCCCCCCCC,0.03,0.465,2.12,1574,119
27,99.1536,0.64,CCCCCCCCCC,0.0334,0.813,1.69,1327,1099
