,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,y_pred,y_act
2,1.0,0.1906203596086497,-0.916290731874155,2.174751721484161,0.06983240223463687,0.6983240223463687,6.087636745721898,4.700480365792417
5,1.0,0.20701416938432612,-0.916290731874155,2.174751721484161,0.07163323782234957,0.7163323782234957,6.232258987582318,5.081404364984463
6,1.0,2.991724252156452,0.6259384308664954,3.0252910757955354,0.11764705882352941,1.1764705882352942,7.763980247173341,7.410347097821024
7,1.0,4.0943445622221,0.6259384308664954,3.0252910757955354,0.10834236186348863,1.0834236186348862,6.2825819002955265,5.497168225293202
11,1.0,3.9871304779149512,0.6259384308664954,3.0252910757955354,0.11001100110011001,1.1001100110011002,6.492273409420883,5.537334267018537
15,1.0,2.995732273553991,0.6259384308664954,3.0252910757955354,0.12406947890818859,1.2406947890818858,8.313427421052719,7.227662498728654
17,1.0,0.27763173659827955,-0.916290731874155,2.174751721484161,0.07077140835102619,0.7077140835102619,6.1145310757960605,4.795790545596741
18,1.0,0.1823215567939546,-0.916290731874155,2.174751721484161,0.06872852233676977,0.6872852233676976,5.99790364720167,4.454347296253507
21,1.0,4.104294893075269,0.6259384308664954,3.0252910757955354,0.1079913606911447,1.079913606911447,6.246265268241112,5.4510384535657
24,1.0,0.29266961396282004,-0.916290731874155,2.174751721484161,0.07434944237918216,0.7434944237918215,6.4127193582023745,5.720311776607412
31,1.0,0.19885085874516517,-0.916290731874155,2.174751721484161,0.07423904974016332,0.7423904974016332,6.461243005048654,5.777652323222656
38,1.0,3.9721769282478934,0.6259384308664954,3.0252910757955354,0.09407337723424271,0.940733772342427,5.131883219550927,5.187385805840755
43,1.0,4.079230924412053,0.6259384308664954,3.0252910757955354,0.09737098344693282,0.9737098344693281,5.349076416277587,5.4680601411351315
48,1.0,3.912023005428146,0.6259384308664954,3.0252910757955354,0.0946073793755913,0.9460737937559129,5.21496860204865,5.267858159063328
64,1.0,2.9892110565637253,0.6259384308664954,3.0252910757955354,0.11037527593818984,1.1037527593818985,7.140616840132053,7.515344571180436
67,1.0,2.362739015813793,0.6259384308664954,3.0252910757955354,0.07662835249042145,0.7662835249042146,4.627860787526444,4.762173934797756
69,1.0,4.055257173514054,0.6259384308664954,3.0252910757955354,0.09930486593843098,0.9930486593843099,5.53009262602749,5.44673737166631
70,1.0,3.9569963710708773,0.6259384308664954,3.0252910757955354,0.08968609865470852,0.8968609865470852,4.7642388688017485,4.624972813284271
72,1.0,2.8975680247667595,0.6259384308664954,3.0252910757955354,0.09881422924901186,0.9881422924901185,6.203756903435111,6.8501261661455
74,1.0,2.468099531471619,0.6259384308664954,3.0252910757955354,0.07751937984496124,0.7751937984496124,4.6392862192361015,4.770684624465665
76,1.0,3.9815490680767565,0.6259384308664954,3.0252910757955354,0.09871668311944719,0.9871668311944719,5.525121355671467,5.676753802268282
79,1.0,2.419478844465545,0.6259384308664954,3.0252910757955354,0.08090614886731391,0.8090614886731392,4.96039939243952,5.332718793265369
81,1.0,2.8166056076565553,0.6259384308664954,3.0252910757955354,0.09541984732824428,0.9541984732824428,5.962113985296764,6.74993119378857
88,1.0,3.883623530906448,0.6259384308664954,3.0252910757955354,0.10152284263959391,1.015228426395939,5.826824943426766,5.8971538676367405
97,1.0,3.9926809084456005,0.6259384308664954,3.0252910757955354,0.09775171065493646,0.9775171065493646,5.435311132197392,5.564520407322694
100,1.0,0.26236426446749106,-0.916290731874155,2.174751721484161,0.07423904974016332,0.7423904974016332,6.421971071525572,5.655991810819852
101,1.0,4.014579593753238,0.6259384308664954,3.0252910757955354,0.1072961373390558,1.0729613733905579,6.241992873508001,5.777652323222656
119,1.0,1.5953389880545987,0.9439058989071284,3.044522437723423,0.05328218243819267,0.8525149190110827,5.7316262710918195,6.856461984594587
120,1.0,1.6370530794670737,0.36464311358790924,3.044522437723423,0.057816836262719704,0.9250693802035153,6.56931328292697,7.4360278163518485
121,1.0,1.5830939370944985,0.3987761199573678,3.044522437723423,0.05526083112290009,0.8841732979664014,6.236207879364588,7.132497551660044
122,1.0,1.6389967146756448,0.6418538861723947,3.044522437723423,0.05415944540727903,0.8665511265164645,5.949811872547079,6.825460036255307
123,1.0,1.5173226235262947,0.3852624007906449,3.044522437723423,0.0563570784490532,0.9017132551848512,6.433588536460395,7.213768308118642
125,1.0,0.12221763272424911,0.0,1.8718021769015913,0.16056518946692358,0.6422607578676943,5.2332706630826555,4.465908118654584
126,1.0,0.14842000511827322,0.6931471805599453,2.5649493574615367,0.16479894528675015,0.6591957811470006,5.021739926940302,4.418840607796598
127,1.0,0.7227059828014898,-2.995732273553991,-1.1086626245216111,0.15644555694618273,0.6257822277847309,6.186908539710014,4.969813299576001
128,1.0,0.0769610411361284,0.0,2.5649493574615367,0.17580872011251758,0.7032348804500703,5.725211362131509,4.875197323201151
129,1.0,0.06765864847381486,0.0,2.5649493574615367,0.1720578114246387,0.6882312456985548,5.603467924275266,4.564348191467836
130,1.0,0.10436001532424286,0.0,2.5649493574615367,0.17705382436260622,0.7082152974504249,5.7505916306831875,5.003946305945459
131,1.0,0.2151113796169455,-0.05129329438755058,1.8229350866965048,0.15772870662460567,0.6309148264984227,5.104332673169014,4.248495242049359
