,Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,y_pred,y_act
3,1.0,0.712949807856125,-3.506557897319982,-1.1086626245216111,0.06097560975609756,0.6097560975609756,4.798420534220257,4.59511985013459
4,1.0,0.4762341789963717,-2.995732273553991,-0.5978370007556204,0.0646830530401035,0.6468305304010349,5.373077052761186,5.087596335232384
8,1.0,0.7608058290337602,-3.506557897319982,-1.1086626245216111,0.06447453255963895,0.6447453255963894,5.539942932902013,5.332718793265369
10,1.0,1.33500106673234,-3.506557897319982,-1.1086626245216111,0.06064281382656155,0.6064281382656155,4.476532516820078,4.290459441148391
13,1.0,0.8586616190375187,-3.506557897319982,-1.1086626245216111,0.06640106241699867,0.6640106241699867,5.919545741400593,5.241747015059643
14,1.0,1.3217558399823195,-3.506557897319982,-1.1086626245216111,0.05847953216374269,0.5847953216374269,4.01151507803428,3.8918202981106265
27,1.0,0.5423242908253617,-2.995732273553991,-0.5978370007556204,0.07168458781362007,0.7168458781362007,6.8688066358257105,6.777646593635117
33,1.0,0.8241754429663494,-3.506557897319982,-1.1086626245216111,0.07272727272727272,0.7272727272727273,7.308795126030369,7.415175109613295
58,1.0,2.70805020110221,-2.3025850929940455,0.7884573603642703,0.07867820613690008,0.7867820613690008,5.9711733327565355,5.932245187448011
59,1.0,2.7265447837383743,-2.3025850929940455,0.7884573603642703,0.08090614886731391,0.8090614886731392,6.448143326538625,6.480044561926653
60,1.0,2.7166795278002644,-2.3025850929940455,0.7884573603642703,0.08136696501220504,0.8136696501220505,6.552289246225814,6.56244409369372
61,1.0,2.7606426512213806,-2.3025850929940455,0.7884573603642703,0.08130081300813008,0.8130081300813008,6.520271174006034,6.548219102762372
65,1.0,0.8919980393051105,-3.506557897319982,-1.1086626245216111,0.07363770250368189,0.7363770250368189,7.479529831192824,7.154615356913663
68,1.0,0.8458682675776092,-3.506557897319982,-1.1086626245216111,0.07256894049346879,0.7256894049346879,7.265669284447348,7.1929342212158
75,1.0,0.5128236264286637,-2.995732273553991,-0.5978370007556204,0.06844626967830253,0.6844626967830253,6.176580530966275,5.902633333401366
91,1.0,0.7701082216960737,-3.506557897319982,-1.1086626245216111,0.06693440428380187,0.6693440428380187,6.071025262346498,7.1929342212158
95,1.0,1.0508216248317612,-3.506557897319982,-1.1086626245216111,0.07309941520467836,0.7309941520467836,7.298786527334682,7.501082124259871
102,1.0,0.7929925155296614,-3.506557897319982,-0.7550225842780328,0.040983606557377046,0.6557377049180327,5.466557434145567,5.0369526024136295
103,1.0,0.7466879474879751,-3.506557897319982,-0.5447271754416722,0.04274965800273598,0.6839945280437757,5.775185218103809,5.327876168789581
105,1.0,0.4762341789963717,-3.2188758248682006,-0.21072103131565253,0.04101049868766404,0.6561679790026247,5.0096891588244805,4.969813299576001
107,1.0,0.8109302162163288,-3.506557897319982,-0.941608539858445,0.03901373283395755,0.6242197253433208,5.059238056645298,4.820281565605037
108,1.0,0.7323678937132266,-3.506557897319982,-0.7550225842780328,0.03762793497892836,0.6020469596628537,4.301852373389701,4.465908118654584
109,1.0,0.7514160886839212,-3.506557897319982,-0.7550225842780328,0.03970775095298602,0.6353240152477764,5.031158199533718,4.77912349311153
111,1.0,0.5187937934151675,-3.2188758248682006,-0.21072103131565253,0.04522431259044862,0.723589001447178,6.485708849956529,6.431331081933479
116,1.0,0.5247285289349821,-3.506557897319982,-0.21072103131565253,0.04709871891484552,0.7535795026375283,6.872028392709439,7.002155954403621
117,1.0,0.7839015438284094,-3.506557897319982,-0.7550225842780328,0.042258282623394185,0.676132521974307,5.921863718688362,5.926926025970411
124,1.0,0.7466879474879751,-3.506557897319982,-0.5447271754416722,0.04274965800273598,0.6839945280437757,5.775185218103809,5.327876168789581
127,1.0,0.7227059828014898,-2.995732273553991,-1.1086626245216111,0.15644555694618273,0.6257822277847309,4.620155697339231,4.969813299576001
201,1.0,0.8109302162163288,-2.995732273553991,-0.2876820724517809,0.033852403520649964,0.6770480704129993,5.765595007345522,5.375278407684165
203,1.0,0.7371640659767196,-2.995732273553991,-0.2876820724517809,0.031017369727047148,0.6203473945409429,4.531863706472142,4.382026634673881
