Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
0.0459040677411268,-0.11198581160152019,1.5559002850971983e-12,-0.20050516809462127,-1.823267413435566e-13,-24.525304128215524,-1.0737777913452602,0.016505556529394755,-0.7881802676437533,-0.952391167710567,0.08510702261911873,1.002939123921214,0.006999146706803594,-0.6555490369415151,0.5265805737866338
