Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
0.002241981583559526,-0.028326233801717504,-9.569036464942143e-13,-0.23654492842289637,17.866385547597996,-112.09804938277513,-5.138415005709871,-0.0005596188446757161,-6.091623048440569,0.6287552656502498,0.19952739245176732,0.04816276652616008,0.014748908540632655,-1.114112831156155,0.8455190620955935
