Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
31.713104777407583,-20.78535863696331,-104.73822404759582,-0.21904190029648873,39.260736060982495,110.64037023793959,-33.501533962543704,0,0.43020332168339714
