Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,training_adj_r2
370.22435413312076,0.22090176714831927,-0.1457138396655755,0.04097018857553647,0.4549694229418672,-0.016760860383181364,0.10321201561051827,0.008221749674385381,-37.45957784144671,1.8427065845935446,0.11005833794020618,-0.13208945719247894,0.34048380563540714
