,Diluant(%),Equv(phi),Fuel,Fuel(%),Oxidizer(%),P(atm),T(K),Time(μs)
40,95.8515,0.91,CCCCCCCCCCCCCCCC,0.1485,4.0,1.83,1247,2060
61,95.8435,0.96,CCCCCCCCCCCCCCCC,0.1565,4.0,1.71,1353,708
77,95.8746,0.77,CCCCCCCCCCCCCCCC,0.1254,4.0,1.86,1231,2137
