,Data_Source,Diluant Type,Diluant(%),Equv(phi),Fuel,Fuel(%),Measured_wavelength(nm),Mode_of_measurement,Oxidizer(%),P(atm),P_Error(%),Research_group,Shocktube_dia(cm),Species_measurement_Error,Species_name,T(K),T_Error(%),Time(μs)
70,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.71,1.0,CCCCCCCCC,0.29,306.0,Species,4.0,1.68,±1,Stanford,14.13,±3,OH,1288,±0.7,1351
77,n_Dodecane_Nano,N2,99.19,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.77,2.47,,Stanford,15.3,,CH,1415,,790
84,n_Alkane_Oxidation,Ar,99.15,0.64,CCCCCCCCCC,0.03,431.0,Species,0.81,1.69,,Stanford,8.9,±5,CH,1327, ±1.5,1099
90,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.86,0.5,CCCCCCCCC,0.14,306.0,Species,4.0,1.84,±1,Stanford,14.13,±3,OH,1385,±0.7,231
91,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,22.9,,Stanford,5.0,±5,OH,978,±1,912
93,n_Alkane_Oxidation,Ar,99.15,0.68,CCCCCCCCCC,0.04,431.0,Species,0.81,1.68,,Stanford,8.9,±5,CH,1382, ±1.5,621
98,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,18.4,,Stanford,5.0,±5,OH,1082,±1,566
103,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2.0,CCCC,1.0,431.0,Speceis,3.25,1.07,±1,Stanford,15.3,±5,CH,1541,±1,441
105,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,1.97,,Stanford,5.0,,OH,1249,±1.8,298
120,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,20.4,,Stanford,5.0,±5,OH,992,±1,739
121,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.81,0.16,CCCCCCCCCCCC,0.19,430.0,Speceis,21.0,4.64,±9.3,Stanford,15.3,,CH,1209,±1,926
122,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,1.9,±1,Stanford,14.13,±3,OH,1353,±0.7,623
124,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.97,0.8,CCCCCCCCCCCCCCCC,0.03,431.0,Species,1.0,4.6,,Stanford,15.3,±2,CH,1170,±2,5022
125,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.84,0.96,CCCCCCCCCCCCCCCC,0.16,431.0,Species,4.0,2.03,,Stanford,15.3,±2,CH,1177,±2,4778
127,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,3.81,±1,Stanford,15.3,±5,CH,1399,±1,243
128,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.8,0.5,CCCCCCC,0.4,431.0,Species,8.8,1.21,,Stanford,15.3,±5,CH,1432,±1,110
129,n_Dodecane_Nano,N2,99.2,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.75,2.26,,Stanford,15.3,,CH,1466,,438
130,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.72,1.13,CCCCCCCCCCCC,1.28,430.0,Speceis,21.0,5.21,±9.3,Stanford,15.3,,CH,943,±1,3804
131,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,1.14,±1,Stanford,15.3,±5,CH,1499,±1,151
132,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.21,0.7,CCCCCCCCCCCC,0.79,430.0,Speceis,21.0,8.09,±9.3,Stanford,15.3,,CH,1117,±1,412
133,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,3.61,±1,Stanford,14.13,±3,OH,1303,±0.7,832
134,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.04,0.85,CCCCCCCCCCCC,0.96,430.0,Speceis,21.0,4.36,±9.3,Stanford,15.3,,CH,1019,±1,1828
135,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.81,0.17,CCCCCCCCCCCC,0.19,430.0,Speceis,21.0,5.65,±9.3,Stanford,15.3,,CH,1112,±1,2281
136,n_heptane_oxidation,Ar,99.64,1.0,CCCCCCC,0.03,306.7,Species,0.33,2.86,±1,Stanford,15.3,,OH,1368,±1,1810
137,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.91,0.56,CCCCCCCCCCCCCCCC,0.09,431.0,Species,4.0,2.06,,Stanford,15.3,±2,CH,1159,±2,3870
138,n_Dodecane / Vasu_2010_thesis,N2,98.04,0.5,CCCCCCCCCCCC,0.05,306.0,Species,1.91,15.52,,Stanford,5.0,±5,OH,1322,±1,293
139,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.23,,Xi’an_Jiaotong,11.5,±2.36,CH,1511,±3,155
141,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,59.1,,Stanford,5.0,,OH,1027,±1.8,237
142,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,3.81,±1,Stanford,14.13,±3,OH,1273,±0.7,1064
143,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.71,1.0,CCCCCCCCC,0.29,306.0,Species,4.0,1.8,±1,Stanford,14.13,±3,OH,1384,±0.7,382
144,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.84,0.5,CCCCCCCC,0.16,306.0,Species,4.0,1.98,±1,Stanford,14.13,±3,OH,1307,±0.7,663
145,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,30.9,,Stanford,5.0,±5,OH,1117,±1,266
147,n_heptane_methylcyclohexane,Ar,97.7,0.5,CCCCCCC,0.1,306.7,Species,2.2,15.81,,Stanford,7.5,,OH,1230,±1,698
148,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,2.06,,Stanford,15.3,±5,CH,1503,±1,100
149,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.59,0.36,CCCCCCCCCCCC,0.41,430.0,Speceis,21.0,4.87,±9.3,Stanford,15.3,,CH,976,±1,6220
151,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,53.1,,Stanford,5.0,,OH,1063,±1.8,179
152,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.75,0.22,CCCCCCCCCCCC,0.25,430.0,Speceis,21.0,4.93,±9.3,Stanford,15.3,,CH,1163,±1,1800
156,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.24,0.67,CCCCCCCCCCCC,0.76,430.0,Speceis,21.0,6.23,±9.3,Stanford,15.3,,CH,1249,±1,114
159,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,3.75,±1,Stanford,14.13,±3,OH,1319,±0.7,614
160,n_Dodecane_Nano,N2,99.19,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.76,2.28,,Stanford,15.3,,CH,1407,,791
162,n_Dodecane / Vasu_2010_thesis,N2,98.04,0.5,CCCCCCCCCCCC,0.05,306.0,Species,1.91,15.08,,Stanford,5.0,±5,OH,1252,±1,713
163,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.5,0.44,CCCCCCCCCCCC,0.5,430.0,Speceis,21.0,6.32,±9.3,Stanford,15.3,,CH,1078,±1,1624
164,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.86,0.5,CCCCCCCCC,0.14,306.0,Species,4.0,1.75,±1,Stanford,14.13,±3,OH,1331,±0.7,421
165,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.17,0.73,CCCCCCCCCCCC,0.83,430.0,Speceis,21.0,4.43,±9.3,Stanford,15.3,,CH,1035,±1,1803
167,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,3.63,±1,Stanford,14.13,±3,OH,1384,±0.7,285
168,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.83,1.03,CCCCCCCCCCCC,1.17,430.0,Speceis,21.0,6.57,±9.3,Stanford,15.3,,CH,958,±1,2041
169,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.39,0.54,CCCCCCCCCCCC,0.61,430.0,Speceis,21.0,6.71,±9.3,Stanford,15.3,,CH,1045,±1,2753
170,n_Dodecane / Vasu_2010_thesis,N2,96.18,0.5,CCCCCCCCCCCC,0.1,306.0,Species,3.73,15.93,,Stanford,5.0,±5,OH,1179,±1,847
171,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,1.99,,Stanford,5.0,,OH,1378,±1.8,117
172,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,1.14,±1,Stanford,15.3,±5,CH,1447,±1,244
175,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,22.0,,Stanford,5.0,±5,OH,987,±1,699
176,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,1.89,,Stanford,5.0,,OH,1299,±1.8,311
177,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,1.27,,Stanford,15.3,±5,CH,1458,±1,208
178,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.84,0.5,CCCCCCCC,0.16,306.0,Species,4.0,2.19,±1,Stanford,14.13,±3,OH,1252,±0.7,1269
180,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2.0,CCCC,1.0,431.0,Speceis,3.25,1.06,±1,Stanford,15.3,±5,CH,1627,±1,220
181,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,20.3,,Stanford,5.0,±5,OH,1118,±1,346
182,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,N2,78.31,0.61,CCCCCCCCCCCC,0.69,430.0,Speceis,21.0,8.5,±9.3,Stanford,15.3,,CH,1114,±1,640
183,n_Dodecane_Nano,N2,99.2,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.75,2.25,,Stanford,15.3,,CH,1477,,216
184,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,20.0,,Stanford,5.0,±5,OH,953,±1,1141
186,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.24,,Xi’an_Jiaotong,11.5,±2.36,CH,1250,±3,1898
187,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,2.0,±1,Stanford,15.3,±5,CH,1454,±1,170
188,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,3.47,±1,Stanford,14.13,±3,OH,1395,±0.7,316
189,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,21.0,,Stanford,5.0,±5,OH,1039,±1,826
190,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,1.87,±1,Stanford,14.13,±3,OH,1455,±0.7,166
191,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,55.4,,Stanford,5.0,,OH,932,±1.8,323
192,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.46,,Xi’an_Jiaotong,11.5,±2.36,CH,1281,±3,814
193,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,85.0,1.0,CCCC,2.0,431.0,Speceis,13.0,1.15,±1,Stanford,15.3,±5,CH,1434,±1,180
195,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,22.3,,Stanford,5.0,±5,OH,1015,±1,508
198,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,22.4,,Stanford,5.0,±5,OH,1008,±1,570
199,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.24,,Xi’an_Jiaotong,11.5,±2.36,CH,1450,±3,267
200,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,96.25,1.0,CCCC,0.5,431.0,Speceis,3.25,1.33,±1,Stanford,15.3,±5,CH,1532,±1,156
202,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,4.16,,Stanford,15.3,±5,CH,1413,±1,183
203,n_Dodecane / Vasu_2010_thesis,N2,98.04,0.5,CCCCCCCCCCCC,0.05,306.0,Species,1.91,15.31,,Stanford,5.0,±5,OH,1258,±1,682
204,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,85.0,1.0,CCCC,2.0,431.0,Speceis,13.0,1.16,±1,Stanford,15.3,±5,CH,1517,±1,83
205,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.83,1.03,CCCCCCCCCCCC,1.17,430.0,Speceis,21.0,7.0,±9.3,Stanford,15.3,,CH,940,±1,2599
208,n_Dodecane / Vasu_2010_thesis,N2,96.18,0.5,CCCCCCCCCCCC,0.1,306.0,Species,3.73,16.1,,Stanford,5.0,±5,OH,1219,±1,485
210,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.95,1.21,CCCCCCCCCCCCCCCC,0.05,431.0,Species,1.0,6.77,,Stanford,15.3,±2,CH,1333,±2,917
212,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.54,0.4,CCCCCCCCCCCC,0.46,430.0,Speceis,21.0,5.78,±9.3,Stanford,15.3,,CH,1319,±1,181
213,n_Alkane_Oxidation,Ar,99.64,1.0,CCCCCCC,0.03,306.7,Species,0.33,2.04,,Stanford,8.9,±5,OH,1640,,99
214,n_Dodecane_Nano,N2,99.2,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.75,2.24,,Stanford,15.3,,CH,1528,,116
215,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,25.0,,Stanford,5.0,±5,OH,806,±1,1522
216,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,85.6,1.0,CCCCCCC,1.2,431.0,Species,13.2,1.22,,Stanford,15.3,±5,CH,1455,±1,115
217,n_Alkane_Oxidation,Ar,99.58,1.2,CCCCCCCCCC,0.03,431.0,Species,0.39,2.25,,Stanford,8.9,±5,CH,1602, ±1.5,124
218,n_heptane_methylcyclohexane,Ar,97.7,0.5,CCCCCCC,0.1,306.7,Species,2.2,15.0,,Stanford,7.5,,OH,1271,±1,377
219,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,23.3,,Stanford,5.0,±5,OH,822,±1,805
220,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.32,,Xi’an_Jiaotong,11.5,±2.36,CH,1477,±3,93
224,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.82,1.09,CCCCCCCCCCCCCCCC,0.18,431.0,Species,4.0,2.13,,Stanford,15.3,±2,CH,1181,±2,5536
225,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.27,0.65,CCCCCCCCCCCC,0.73,430.0,Speceis,21.0,6.37,±9.3,Stanford,15.3,,CH,1168,±1,484
226,n_Dodecane / Vasu_2010_thesis,N2,97.14,0.5,CCCCCCCCCCCC,0.08,306.0,Species,2.79,15.84,,Stanford,5.0,±5,OH,1222,±1,625
228,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.0,1.5,CCCCCCC,1.2,431.0,Species,8.8,1.23,,Stanford,15.3,±5,CH,1461,±1,189
229,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,18.7,,Stanford,5.0,±5,OH,1125,±1,188
230,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,86.0,0.5,CCCC,1.0,431.0,Speceis,13.0,1.12,±1,Stanford,15.3,±5,CH,1389,±1,204
231,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,96.7,1.0,CCCCCCCCCC,0.2,431.0,Species,3.1,1.24,,Stanford,15.3,±5,CH,1456, ±1.5,235
232,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,1.85,,Stanford,5.0,,OH,1358,±1.8,152
233,n_Dodecane_Nano,N2,99.2,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.75,2.32,,Stanford,15.3,,CH,1381,,1020
234,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.0,0.88,CCCCCCCCCCCC,1.0,430.0,Speceis,21.0,6.25,±9.3,Stanford,15.3,,CH,921,±1,5556
235,blend_surrogate_fuels,N2,77.53,1.0,CCCCCCC,1.87,306.7,Species,20.6,11.8,,Stanford,5.0,,OH,1290,±1.8,118
236,n_Dodecane_Nano,N2,99.19,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.76,2.07,,Stanford,15.3,,CH,1427,,655
238,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,20.3,,Stanford,5.0,±5,OH,996,±1,1245
240,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.94,0.05,CCCCCCCCCCCC,0.06,430.0,Speceis,21.0,5.34,±9.3,Stanford,15.3,,CH,1156,±1,1526
243,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.4,2.0,CCCCCCC,0.4,431.0,Species,2.2,1.22,,Stanford,15.3,±5,CH,1676,±1,147
245,n_Alkane_Oxidation,Ar,99.51,1.0,CCCCCCCCCC,0.03,431.0,Species,0.47,2.08,,Stanford,8.9,±5,CH,1661, ±1.5,87
247,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.5,,Xi’an_Jiaotong,11.5,±2.36,CH,1355,±3,322
248,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,2.0,±1,Stanford,14.13,±3,OH,1267,±0.7,1845
249,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.24,,Xi’an_Jiaotong,11.5,±2.36,CH,1585,±3,70
250,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.75,0.5,CCCCC,0.25,306.0,Species,4.0,1.62,±1,Stanford,14.13,±3,OH,1428,±0.7,153
252,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.45,0.48,CCCCCCCCCCCC,0.55,430.0,Speceis,21.0,5.69,±9.3,Stanford,15.3,,CH,1037,±1,2607
253,n_Dodecane / Vasu_2010_thesis,N2,78.55,0.5,CCCCCCCCCCCC,0.57,306.0,Species,20.89,18.1,,Stanford,5.0,±5,OH,943,±1,2276
254,iso_octane_heptane,Ar,99.4,1.0,CCCCCCC,0.05,216.0,Species,0.55,1.72,,Stanford,15.3,,CH3,1395,±1,878
255,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.13,0.77,CCCCCCCCCCCC,0.88,430.0,Speceis,21.0,4.57,±9.3,Stanford,15.3,,CH,1192,±1,246
258,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,3.6,±1,Stanford,14.13,±3,OH,1396,±0.7,301
259,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.2,1.59,CCCCCCCCCCCC,1.8,430.0,Speceis,21.0,6.31,±9.3,Stanford,15.3,,CH,939,±1,544
260,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,4.03,,Stanford,15.3,±5,CH,1476,±1,90
261,n_Dodecane / Vasu_2010_thesis,N2,78.11,1.0,CCCCCCCCCCCC,1.12,306.0,Species,20.77,25.9,,Stanford,5.0,±5,OH,855,±1,875
263,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.71,1.0,CCCCCCCCC,0.29,306.0,Species,4.0,1.91,±1,Stanford,14.13,±3,OH,1330,±0.7,780
264,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1141,,680
265,Haylett_2011_thesis,N2,76.43,1.89,CCCCCCCCCC,2.57,430.0,Species,21.0,4.93, ±9.6,Stanford,15.3, ±9.6,CH,1173, ±2,950
266,n_Dodecane / Vasu_2010_thesis,N2,96.3,0.5,CCCCCCCCCCCC,0.1,306.0,Species,3.6,15.19,,Stanford,5.0,±5,OH,1158,±1,1181
332,n_Alkane_Oxidation,Ar,99.64,1.0,CCCCCCC,0.03,306.7,Species,0.33,2.14,,Stanford,8.9,±5,OH,1551,,207
333,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.71,1.0,CCCCCCCCC,0.29,306.0,Species,4.0,3.46,±1,Stanford,14.13,±3,OH,1263,±0.7,1237
343,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,86.0,0.5,CCCC,1.0,431.0,Speceis,13.0,1.14,±1,Stanford,15.3,±5,CH,1352,±1,307
344,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.3,,Xi’an_Jiaotong,11.5,±2.36,CH,1400,±3,199
346,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.8,0.5,CCCCCCC,0.4,431.0,Species,8.8,1.22,,Stanford,15.3,±5,CH,1347,±1,323
