CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
-0.11534187161102552,8.171596560487414e-13,-0.2012127888765885,-8.666486892029537e-14,-22.874849607383155,-1.0596855760587882,0.024192996288941265,-1.0659521900106341,-0.9555754024598213,0.08348403976400887,1.006162535088027,0.006370125389298473,-0.6589597878396815,0.516263379553388
