Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
3.742045537531097,0.06549542144644804,13.769839545969077,8.516002485725423,5.70798578591849,7.3270887474178155,-6.053038971311481,0,0.4352920272683849
