Fuel,Primary Carbon,Secondary Carbon,Tertiary Carbon,Quaternary carbon,T(K),P(atm),Fuel (+ACU- mass fraction),Oxidizer,Diluant,Equivalence Ratio,Diluant Type,Time (micro second)
CC(C)C,3,1,0,0,1603,2.7,0.05,0.325,99.625,1,Ar,224
CC(C)C,3,1,0,0,1625,2.54,0.05,0.325,99.625,1,Ar,184
CC(C)C,3,1,0,0,1723,2.47,0.05,0.325,99.625,1,Ar,75
CC(C)C,3,1,0,0,1765,2,0.05,0.325,99.625,1,Ar,62
CC(C)C,3,1,0,0,1406,5.53,0.05,0.325,99.625,1,Ar,1515
CC(C)C,3,1,0,0,1545,5.61,0.05,0.325,99.625,1,Ar,338
CC(C)C,3,1,0,0,1577,5.03,0.05,0.325,99.625,1,Ar,231
CC(C)C,3,1,0,0,1750,4.78,0.05,0.325,99.625,1,Ar,45
CC(C)C,3,1,0,0,1404,11.12,0.05,0.325,99.625,1,Ar,1281
CC(C)C,3,1,0,0,1473,10.69,0.05,0.325,99.625,1,Ar,554
CC(C)C,3,1,0,0,1542,10.32,0.05,0.325,99.625,1,Ar,305
CC(C)C,3,1,0,0,1607,12.58,0.05,0.325,99.625,1,Ar,144
CC(C)C,3,1,0,0,1684,9.94,0.05,0.325,99.625,1,Ar,73
CC(C)C,3,1,0,0,1411,1.55,0.1,0.65,99.25,1,Ar,1807
CC(C)C,3,1,0,0,1488,1.57,0.1,0.65,99.25,1,Ar,741
CC(C)C,3,1,0,0,1491,1.5,0.1,0.65,99.25,1,Ar,639
CC(C)C,3,1,0,0,1522,1.56,0.1,0.65,99.25,1,Ar,458
CC(C)C,3,1,0,0,1593,1.46,0.1,0.65,99.25,1,Ar,246
CC(C)C,3,1,0,0,1720,1.41,0.1,0.65,99.25,1,Ar,72
CC(C)C,3,1,0,0,1291,1.67,0.125,3.25,96.625,0.25,Ar,1404
CC(C)C,3,1,0,0,1341,1.63,0.125,3.25,96.625,0.25,Ar,672
CC(C)C,3,1,0,0,1390,1.56,0.125,3.25,96.625,0.25,Ar,329
CC(C)C,3,1,0,0,1474,1.51,0.125,3.25,96.625,0.25,Ar,113
CC(C)C,3,1,0,0,1339,1.69,0.25,3.25,96.5,0.5,Ar,1135
CC(C)C,3,1,0,0,1402,1.62,0.25,3.25,96.5,0.5,Ar,493
CC(C)C,3,1,0,0,1488,1.58,0.25,3.25,96.5,0.5,Ar,166
CC(C)C,3,1,0,0,1541,1.47,0.25,3.25,96.5,0.5,Ar,96
CC(C)C,3,1,0,0,1366,1.61,0.5,3.25,96.25,1,Ar,1475
CC(C)C,3,1,0,0,1426,1.55,0.5,3.25,96.25,1,Ar,694
CC(C)C,3,1,0,0,1520,1.49,0.5,3.25,96.25,1,Ar,258
CC(C)C,3,1,0,0,1646,1.46,0.5,3.25,96.25,1,Ar,77
CC(C)C,3,1,0,0,1461,1.52,1,3.25,95.75,2,Ar,1159
CC(C)C,3,1,0,0,1566,1.45,1,3.25,95.75,2,Ar,450
CC(C)C,3,1,0,0,1569,1.47,1,3.25,95.75,2,Ar,453
CC(C)C,3,1,0,0,1681,1.35,1,3.25,95.75,2,Ar,155
CC(C)C,3,1,0,0,1346,1.58,1,6.5,92.5,1,Ar,1162
CC(C)C,3,1,0,0,1351,1.56,1,6.5,92.5,1,Ar,1096
CC(C)C,3,1,0,0,1379,1.55,1,6.5,92.5,1,Ar,675
CC(C)C,3,1,0,0,1383,1.56,1,6.5,92.5,1,Ar,764
CC(C)C,3,1,0,0,1403,1.53,1,6.5,92.5,1,Ar,634
CC(C)C,3,1,0,0,1434,1.56,1,6.5,92.5,1,Ar,381
CC(C)C,3,1,0,0,1445,1.49,1,6.5,92.5,1,Ar,379
CC(C)C,3,1,0,0,1455,1.54,1,6.5,92.5,1,Ar,324
CC(C)C,3,1,0,0,1545,1.49,1,6.5,92.5,1,Ar,118
CC(C)C,3,1,0,0,1555,1.44,1,6.5,92.5,1,Ar,120
CC(C)C,3,1,0,0,1565,1.48,1,6.5,92.5,1,Ar,118
CC(C)C,3,1,0,0,1366,1.61,0.5,3.25,96.25,1,Ar,1429
CC(C)C,3,1,0,0,1426,1.55,0.5,3.25,96.25,1,Ar,680
CC(C)C,3,1,0,0,1520,1.49,0.5,3.25,96.25,1,Ar,233
CC(C)C,3,1,0,0,1646,1.46,0.5,3.25,96.25,1,Ar,65
CC(C)C,3,1,0,0,1339,1.69,0.25,3.25,96.5,0.5,Ar,1128
CC(C)C,3,1,0,0,1402,1.62,0.25,3.25,96.5,0.5,Ar,488
CC(C)C,3,1,0,0,1488,1.58,0.25,3.25,96.5,0.5,Ar,165
CC(C)C,3,1,0,0,1541,1.47,0.25,3.25,96.5,0.5,Ar,93
CC(C)C,3,1,0,0,1291,1.67,0.125,3.25,96.625,0.25,Ar,1476
CC(C)C,3,1,0,0,1341,1.63,0.125,3.25,96.625,0.25,Ar,735
CC(C)C,3,1,0,0,1390,1.56,0.125,3.25,96.625,0.25,Ar,372
CC(C)C,3,1,0,0,1474,1.51,0.125,3.25,96.625,0.25,Ar,120
CC(C)C,3,1,0,0,1411,1.55,0.1,0.65,99.25,1,Ar,1810
CC(C)C,3,1,0,0,1488,1.57,0.1,0.65,99.25,1,Ar,758
CC(C)C,3,1,0,0,1491,1.5,0.1,0.65,99.25,1,Ar,662
CC(C)C,3,1,0,0,1593,1.46,0.1,0.65,99.25,1,Ar,237
CC(C)C,3,1,0,0,1720,1.41,0.1,0.65,99.25,1,Ar,87
CC(C)C,3,1,0,0,1444,1.59,0.05,0.325,99.625,1,Ar,1770
CC(C)C,3,1,0,0,1546,1.58,0.05,0.325,99.625,1,Ar,572
CC(C)C,3,1,0,0,1630,1.49,0.05,0.325,99.625,1,Ar,248
CC(C)C,3,1,0,0,1703,1.4,0.05,0.325,99.625,1,Ar,146
CC(C)C,3,1,0,0,1603,2.7,0.05,0.325,99.625,1,Ar,255
CC(C)C,3,1,0,0,1625,2.5,0.05,0.325,99.625,1,Ar,224
CC(C)C,3,1,0,0,1723,2.5,0.05,0.325,99.625,1,Ar,100
CC(C)C,3,1,0,0,1545,5.61,0.05,0.325,99.625,1,Ar,368
CC(C)C,3,1,0,0,1577,5.03,0.05,0.325,99.625,1,Ar,255
CC(C)C,3,1,0,0,1750,4.78,0.05,0.325,99.625,1,Ar,49
CC(C)CC(C)(C)C,5,1,1,1,1300,1.64,0.025,0.8,99.175,0.25,Ar,1679
CC(C)CC(C)(C)C,5,1,1,1,1399,1.74,0.025,0.8,99.175,0.25,Ar,342
CC(C)CC(C)(C)C,5,1,1,1,1431,1.74,0.025,0.8,99.175,0.25,Ar,215
CC(C)CC(C)(C)C,5,1,1,1,1507,1.72,0.025,0.8,99.175,0.25,Ar,92
CC(C)CC(C)(C)C,5,1,1,1,1362,1.82,0.05,0.8,99.15,0.5,Ar,1175
CC(C)CC(C)(C)C,5,1,1,1,1426,1.81,0.05,0.8,99.15,0.5,Ar,468
CC(C)CC(C)(C)C,5,1,1,1,1460,1.75,0.05,0.8,99.15,0.5,Ar,314
CC(C)CC(C)(C)C,5,1,1,1,1487,1.71,0.05,0.8,99.15,0.5,Ar,254
CC(C)CC(C)(C)C,5,1,1,1,1556,1.68,0.05,0.8,99.15,0.5,Ar,121
CC(C)CC(C)(C)C,5,1,1,1,1413,1.74,0.1,0.8,99.1,1,Ar,1726
CC(C)CC(C)(C)C,5,1,1,1,1496,1.75,0.1,0.8,99.1,1,Ar,619
CC(C)CC(C)(C)C,5,1,1,1,1517,1.74,0.1,0.8,99.1,1,Ar,499
CC(C)CC(C)(C)C,5,1,1,1,1606,1.68,0.1,0.8,99.1,1,Ar,191
CC(C)CC(C)(C)C,5,1,1,1,1708,1.62,0.1,0.8,99.1,1,Ar,83
CC(C)CC(C)(C)C,5,1,1,1,1448,4.68,0.1,0.8,99.1,1,Ar,556
CC(C)CC(C)(C)C,5,1,1,1,1576,4.54,0.1,0.8,99.1,1,Ar,182
CC(C)CC(C)(C)C,5,1,1,1,1609,5.41,0.1,0.8,99.1,1,Ar,96
CC(C)CC(C)(C)C,5,1,1,1,1635,5.67,0.1,0.8,99.1,1,Ar,77
CC(C)CC(C)(C)C,5,1,1,1,1668,4.09,0.1,0.8,99.1,1,Ar,57
CC(C)CC(C)(C)C,5,1,1,1,1726,5.22,0.1,0.8,99.1,1,Ar,35
CC(C)CC(C)(C)C,5,1,1,1,1517,1.7,0.2,0.8,99,2,Ar,1203
CC(C)CC(C)(C)C,5,1,1,1,1574,1.69,0.2,0.8,99,2,Ar,731
CC(C)CC(C)(C)C,5,1,1,1,1672,1.67,0.2,0.8,99,2,Ar,239
CC(C)CC(C)(C)C,5,1,1,1,1717,1.59,0.2,0.8,99,2,Ar,181
CC(C)CC(C)(C)C,5,1,1,1,1426,1.71,0.5,4,95.5,1,Ar,622
CC(C)CC(C)(C)C,5,1,1,1,1466,1.69,0.5,4,95.5,1,Ar,400
CC(C)CC(C)(C)C,5,1,1,1,1534,1.68,0.5,4,95.5,1,Ar,179
CC(C)CC(C)(C)C,5,1,1,1,1552,1.62,0.5,4,95.5,1,Ar,162
CC(C)CC(C)(C)C,5,1,1,1,1342,1.72,1,8,91,1,Ar,924
CC(C)CC(C)(C)C,5,1,1,1,1366,1.75,1,8,91,1,Ar,747
CC(C)CC(C)(C)C,5,1,1,1,1393,1.67,1,8,91,1,Ar,486
CC(C)CC(C)(C)C,5,1,1,1,1473,1.56,1,8,91,1,Ar,198
CC(C)CC(C)(C)C,5,1,1,1,1310,1.85,1.25,20,78.75,0.5,Ar,318
CC(C)CC(C)(C)C,5,1,1,1,1392,1.81,1.25,20,78.75,0.5,Ar,109
CC(C)CC(C)(C)C,5,1,1,1,1534,1.68,0.5,4,95.5,1,Ar,235
CC(C)CC(C)(C)C,5,1,1,1,1552,1.62,0.5,4,95.5,1,Ar,212
CC(C)CC(C)(C)C,5,1,1,1,1413,1.74,0.1,0.8,99.1,1,Ar,1788
CC(C)CC(C)(C)C,5,1,1,1,1517,1.74,0.1,0.8,99.1,1,Ar,551
CC(C)CC(C)(C)C,5,1,1,1,1606,1.68,0.1,0.8,99.1,1,Ar,219
CC(C)CC(C)(C)C,5,1,1,1,1708,1.62,0.1,0.8,99.1,1,Ar,95
CC(C)CC(C)(C)C,5,1,1,1,1609,5.4,0.1,0.8,99.1,1,Ar,183
CC(C)CC(C)(C)C,5,1,1,1,1635,5.67,0.1,0.8,99.1,1,Ar,146
CC(C)CC(C)(C)C,5,1,1,1,1726,5.22,0.1,0.8,99.1,1,Ar,103
CC(C)CC(C)(C)C,5,1,1,1,1545,1.44,0.01,0.125,99.865,1,Ar,1966
CC(C)CC(C)(C)C,5,1,1,1,1592,1.42,0.01,0.125,99.865,1,Ar,1260
CC(C)CC(C)(C)C,5,1,1,1,1652,1.39,0.01,0.125,99.865,1,Ar,741
CC(C)CC(C)(C)C,5,1,1,1,1714,1.39,0.01,0.125,99.865,1,Ar,413
CC(C)CC(C)(C)C,5,1,1,1,1810,1.34,0.01,0.125,99.865,1,Ar,197
CC(C)CC(C)(C)C,5,1,1,1,1922,1.3,0.01,0.125,99.865,1,Ar,100
CC(C)CC(C)(C)C,5,1,1,1,2009,1.29,0.01,0.125,99.865,1,Ar,63
CC(C)CC(C)(C)C,5,1,1,1,1491,1.31,0.025,0.3125,99.6625,1,Ar,1954
CC(C)CC(C)(C)C,5,1,1,1,1495,1.5,0.025,0.3125,99.6625,1,Ar,1994
CC(C)CC(C)(C)C,5,1,1,1,1516,1.45,0.025,0.3125,99.6625,1,Ar,1648
CC(C)CC(C)(C)C,5,1,1,1,1564,1.47,0.025,0.3125,99.6625,1,Ar,940
CC(C)CC(C)(C)C,5,1,1,1,1601,1.44,0.025,0.3125,99.6625,1,Ar,689
CC(C)CC(C)(C)C,5,1,1,1,1647,1.46,0.025,0.3125,99.6625,1,Ar,406
CC(C)CC(C)(C)C,5,1,1,1,1703,1.37,0.025,0.3125,99.6625,1,Ar,259
CC(C)CC(C)(C)C,5,1,1,1,1738,1.37,0.025,0.3125,99.6625,1,Ar,214
CC(C)CC(C)(C)C,5,1,1,1,1809,1.4,0.025,0.3125,99.6625,1,Ar,120
CC(C)CC(C)(C)C,5,1,1,1,1899,1.35,0.025,0.3125,99.6625,1,Ar,76
CC(C)CC(C)(C)C,5,1,1,1,1902,1.1,0.025,0.3125,99.6625,1,Ar,71
CC(C)CC(C)(C)C,5,1,1,1,1455,1.45,0.05,0.625,99.325,1,Ar,1954
CC(C)CC(C)(C)C,5,1,1,1,1523,1.44,0.05,0.625,99.325,1,Ar,976
CC(C)CC(C)(C)C,5,1,1,1,1534,1.37,0.05,0.625,99.325,1,Ar,907
CC(C)CC(C)(C)C,5,1,1,1,1603,1.34,0.05,0.625,99.325,1,Ar,410
CC(C)CC(C)(C)C,5,1,1,1,1613,1.38,0.05,0.625,99.325,1,Ar,346
CC(C)CC(C)(C)C,5,1,1,1,1646,1.34,0.05,0.625,99.325,1,Ar,231
CC(C)CC(C)(C)C,5,1,1,1,1667,1.36,0.05,0.625,99.325,1,Ar,238
CC(C)CC(C)(C)C,5,1,1,1,1733,1.3,0.05,0.625,99.325,1,Ar,144
CC(C)CC(C)(C)C,5,1,1,1,1767,1.34,0.05,0.625,99.325,1,Ar,102
CC(C)CC(C)(C)C,5,1,1,1,1773,1.26,0.05,0.625,99.325,1,Ar,95
CC(C)CC(C)(C)C,5,1,1,1,1823,1.3,0.05,0.625,99.325,1,Ar,74
CC(C)CC(C)(C)C,5,1,1,1,1455,5.12,0.05,0.625,99.325,1,Ar,1290
CC(C)CC(C)(C)C,5,1,1,1,1484,7.5,0.05,0.625,99.325,1,Ar,767
CC(C)CC(C)(C)C,5,1,1,1,1521,4.89,0.05,0.625,99.325,1,Ar,576
CC(C)CC(C)(C)C,5,1,1,1,1618,6.88,0.05,0.625,99.325,1,Ar,199
CC(C)CC(C)(C)C,5,1,1,1,1672,4.74,0.05,0.625,99.325,1,Ar,141
CC(C)CC(C)(C)C,5,1,1,1,1699,6.51,0.05,0.625,99.325,1,Ar,96
CC(C)CC(C)(C)C,5,1,1,1,1800,4.48,0.05,0.625,99.325,1,Ar,52
CC(C)CC(C)(C)C,5,1,1,1,1467,1.44,0.1,1.25,98.65,1,Ar,1454
CC(C)CC(C)(C)C,5,1,1,1,1480,1.47,0.1,1.25,98.65,1,Ar,1302
CC(C)CC(C)(C)C,5,1,1,1,1484,1.49,0.1,1.25,98.65,1,Ar,1334
CC(C)CC(C)(C)C,5,1,1,1,1543,1.49,0.1,1.25,98.65,1,Ar,651
CC(C)CC(C)(C)C,5,1,1,1,1551,1.42,0.1,1.25,98.65,1,Ar,573
CC(C)CC(C)(C)C,5,1,1,1,1642,1.3,0.1,1.25,98.65,1,Ar,269
CC(C)CC(C)(C)C,5,1,1,1,1642,1.38,0.1,1.25,98.65,1,Ar,227
CC(C)CC(C)(C)C,5,1,1,1,1823,1.33,0.1,1.25,98.65,1,Ar,68
CC(C)CC(C)(C)C,5,1,1,1,1236,1.61,0.125,6.25,93.625,0.25,Ar,2700
CC(C)CC(C)(C)C,5,1,1,1,1337,1.55,0.125,6.25,93.625,0.25,Ar,756
CC(C)CC(C)(C)C,5,1,1,1,1394,1.52,0.125,6.25,93.625,0.25,Ar,345
CC(C)CC(C)(C)C,5,1,1,1,1476,1.43,0.125,6.25,93.625,0.25,Ar,130
CC(C)CC(C)(C)C,5,1,1,1,1598,1.4,0.125,6.25,93.625,0.25,Ar,47
CC(C)CC(C)(C)C,5,1,1,1,1421,1.56,0.25,3.125,96.625,0.5,Ar,1576
CC(C)CC(C)(C)C,5,1,1,1,1487,1.46,0.25,3.125,96.625,0.5,Ar,758
CC(C)CC(C)(C)C,5,1,1,1,1598,1.42,0.25,3.125,96.625,0.5,Ar,223
CC(C)CC(C)(C)C,5,1,1,1,1646,1.35,0.25,3.125,96.625,0.5,Ar,147
CC(C)CC(C)(C)C,5,1,1,1,1763,1.37,0.25,3.125,96.625,0.5,Ar,64
CC(C)CC(C)(C)C,5,1,1,1,1297,1.57,0.25,6.25,93.5,0.5,Ar,2370
CC(C)CC(C)(C)C,5,1,1,1,1361,1.5,0.25,6.25,93.5,0.5,Ar,1115
CC(C)CC(C)(C)C,5,1,1,1,1460,1.48,0.25,6.25,93.5,0.5,Ar,321
CC(C)CC(C)(C)C,5,1,1,1,1556,1.41,0.25,6.25,93.5,0.5,Ar,117
CC(C)CC(C)(C)C,5,1,1,1,1710,1.35,0.25,6.25,93.5,0.5,Ar,38
CC(C)CC(C)(C)C,5,1,1,1,1318,1.53,0.5,6.25,93.25,1,Ar,2768
CC(C)CC(C)(C)C,5,1,1,1,1386,1.27,0.5,6.25,93.25,1,Ar,1365
CC(C)CC(C)(C)C,5,1,1,1,1393,1.48,0.5,6.25,93.25,1,Ar,1293
CC(C)CC(C)(C)C,5,1,1,1,1442,1.29,0.5,6.25,93.25,1,Ar,646
CC(C)CC(C)(C)C,5,1,1,1,1493,1.43,0.5,6.25,93.25,1,Ar,375
CC(C)CC(C)(C)C,5,1,1,1,1554,1.28,0.5,6.25,93.25,1,Ar,236
CC(C)CC(C)(C)C,5,1,1,1,1595,1.33,0.5,6.25,93.25,1,Ar,161
CC(C)CC(C)(C)C,5,1,1,1,1695,1.28,0.5,6.25,93.25,1,Ar,74
CC(C)CC(C)(C)C,5,1,1,1,1700,1.18,0.5,6.25,93.25,1,Ar,66
CC(C)CC(C)(C)C,5,1,1,1,1766,1.26,0.5,6.25,93.25,1,Ar,51
CC(C)CC(C)(C)C,5,1,1,1,1206,5.53,0.5,6.25,93.25,1,Ar,2911
CC(C)CC(C)(C)C,5,1,1,1,1215,8.03,0.5,6.25,93.25,1,Ar,1621
CC(C)CC(C)(C)C,5,1,1,1,1251,7.69,0.5,6.25,93.25,1,Ar,1272
CC(C)CC(C)(C)C,5,1,1,1,1265,5.44,0.5,6.25,93.25,1,Ar,1624
CC(C)CC(C)(C)C,5,1,1,1,1305,5.33,0.5,6.25,93.25,1,Ar,1167
CC(C)CC(C)(C)C,5,1,1,1,1363,7.34,0.5,6.25,93.25,1,Ar,498
CC(C)CC(C)(C)C,5,1,1,1,1385,5.08,0.5,6.25,93.25,1,Ar,477
CC(C)CC(C)(C)C,5,1,1,1,1437,6.9,0.5,6.25,93.25,1,Ar,226
CC(C)CC(C)(C)C,5,1,1,1,1474,4.83,0.5,6.25,93.25,1,Ar,236
CC(C)CC(C)(C)C,5,1,1,1,1606,7.07,0.5,6.25,93.25,1,Ar,57
CC(C)CC(C)(C)C,5,1,1,1,1360,1.44,1,6.25,92.75,2,Ar,2099
CC(C)CC(C)(C)C,5,1,1,1,1412,1.43,1,6.25,92.75,2,Ar,1170
CC(C)CC(C)(C)C,5,1,1,1,1512,1.46,1,6.25,92.75,2,Ar,486
CC(C)CC(C)(C)C,5,1,1,1,1589,1.35,1,6.25,92.75,2,Ar,199
CC(C)CC(C)(C)C,5,1,1,1,1177,8.17,1,6.25,92.75,2,Ar,2142
CC(C)CC(C)(C)C,5,1,1,1,1269,8.07,1,6.25,92.75,2,Ar,952
CC(C)CC(C)(C)C,5,1,1,1,1352,7.91,1,6.25,92.75,2,Ar,356
CC(C)CC(C)(C)C,5,1,1,1,1238,1.46,1,12.5,86.5,1,Ar,1852
CC(C)CC(C)(C)C,5,1,1,1,1289,1.43,1,12.5,86.5,1,Ar,1248
CC(C)CC(C)(C)C,5,1,1,1,1302,1.32,1,12.5,86.5,1,Ar,1253
CC(C)CC(C)(C)C,5,1,1,1,1317,1.44,1,12.5,86.5,1,Ar,836
CC(C)CC(C)(C)C,5,1,1,1,1402,1.44,1,12.5,86.5,1,Ar,303
CC(C)CC(C)(C)C,5,1,1,1,1439,1.4,1,12.5,86.5,1,Ar,245
CC(C)CC(C)(C)C,5,1,1,1,1498,1.32,1,12.5,86.5,1,Ar,139
CC(C)CC(C)(C)C,5,1,1,1,1535,1.38,1,12.5,86.5,1,Ar,108
CC(C)CC(C)(C)C,5,1,1,1,1610,1.36,1,12.5,86.5,1,Ar,44
CC(C)CC(C)(C)C,5,1,1,1,1398,1.43,1,6.25,92.75,2,Ar,1422
CC(C)CC(C)(C)C,5,1,1,1,1506,1.42,1,6.25,92.75,2,Ar,589
CC(C)CC(C)(C)C,5,1,1,1,1656,1.34,1,6.25,92.75,2,Ar,127
CC(C)CC(C)(C)C,5,1,1,1,1330,1.55,0.5,6.25,93.25,1,Ar,1870
CC(C)CC(C)(C)C,5,1,1,1,1408,1.5,0.5,6.25,93.25,1,Ar,880
CC(C)CC(C)(C)C,5,1,1,1,1507,1.43,0.5,6.25,93.25,1,Ar,280
CC(C)CC(C)(C)C,5,1,1,1,1641,1.37,0.5,6.25,93.25,1,Ar,62
CC(C)CC(C)(C)C,5,1,1,1,1299,1.63,0.25,6.25,93.5,0.5,Ar,1825
CC(C)CC(C)(C)C,5,1,1,1,1394,1.53,0.25,6.25,93.5,0.5,Ar,621
CC(C)CC(C)(C)C,5,1,1,1,1467,1.48,0.25,6.25,93.5,0.5,Ar,226
CC(C)CC(C)(C)C,5,1,1,1,1570,1.41,0.25,6.25,93.5,0.5,Ar,62
CC(C)CC(C)(C)C,5,1,1,1,1449,1.59,0.05,0.625,99.325,1,Ar,2182
CC(C)CC(C)(C)C,5,1,1,1,1511,1.51,0.05,0.625,99.325,1,Ar,1152
CC(C)CC(C)(C)C,5,1,1,1,1614,1.43,0.05,0.625,99.325,1,Ar,388
CC(C)CC(C)(C)C,5,1,1,1,1736,1.4,0.05,0.625,99.325,1,Ar,137
CC(C)CC(C)(C)C,5,1,1,1,984,18.1,1.652,7.8125,90.5355,1,Ar,1511
CC(C)CC(C)(C)C,5,1,1,1,995,16.3,1.652,7.8125,90.5355,1,Ar,1535
CC(C)CC(C)(C)C,5,1,1,1,1043,17.1,1.652,7.8125,90.5355,1,Ar,927
CC(C)CC(C)(C)C,5,1,1,1,1077,18.4,1.652,7.8125,90.5355,1,Ar,604
CC(C)CC(C)(C)C,5,1,1,1,1109,15.9,1.652,7.8125,90.5355,1,Ar,516
CC(C)CC(C)(C)C,5,1,1,1,1159,14.9,1.652,7.8125,90.5355,1,Ar,214
CC(C)CC(C)(C)C,5,1,1,1,855,56.4,1.652,7.8125,90.5355,1,Ar,1719
CC(C)CC(C)(C)C,5,1,1,1,867,59.3,1.652,7.8125,90.5355,1,Ar,1755
CC(C)CC(C)(C)C,5,1,1,1,894,58.5,1.652,7.8125,90.5355,1,Ar,1193
CC(C)CC(C)(C)C,5,1,1,1,927,55.7,1.652,7.8125,90.5355,1,Ar,1067
CC(C)CC(C)(C)C,5,1,1,1,975,51.2,1.652,7.8125,90.5355,1,Ar,871
CC(C)CC(C)(C)C,5,1,1,1,1006,51.1,1.652,7.8125,90.5355,1,Ar,625
CC(C)CC(C)(C)C,5,1,1,1,1015,47.8,1.652,7.8125,90.5355,1,Ar,505
CC(C)CC(C)(C)C,5,1,1,1,1098,47.5,1.652,7.8125,90.5355,1,Ar,222
CC(C)CC(C)(C)C,5,1,1,1,1043,15,0.826,7.8125,91.3615,0.5,Ar,1747
CC(C)CC(C)(C)C,5,1,1,1,1071,14.9,0.826,7.8125,91.3615,0.5,Ar,1222
CC(C)CC(C)(C)C,5,1,1,1,1095,14.4,0.826,7.8125,91.3615,0.5,Ar,916
CC(C)CC(C)(C)C,5,1,1,1,1171,13.5,0.826,7.8125,91.3615,0.5,Ar,329
CC(C)CC(C)(C)C,5,1,1,1,1009,51.1,0.826,7.8125,91.3615,0.5,Ar,1075
CC(C)CC(C)(C)C,5,1,1,1,1057,51,0.826,7.8125,91.3615,0.5,Ar,598
CC(C)CC(C)(C)C,5,1,1,1,1099,48.6,0.826,7.8125,91.3615,0.5,Ar,348
CC(C)CC(C)(C)C,5,1,1,1,1147,47.8,0.826,7.8125,91.3615,0.5,Ar,178
CC(C)CC(C)(C)C,5,1,1,1,1300,1.74,0.05,0.625,99.325,1,Ar,1910
CC(C)CC(C)(C)C,5,1,1,1,1470,1.61,0.05,0.625,99.325,1,Ar,1504
CC(C)CC(C)(C)C,5,1,1,1,1559,1.55,0.05,0.625,99.325,1,Ar,667
CC(C)CC(C)(C)C,5,1,1,1,1021,45.1,0.418,20.9,78.682,0.25,Ar,1545
CC(C)CC(C)(C)C,5,1,1,1,1064,43.5,0.418,20.9,78.682,0.25,Ar,937
CC(C)CC(C)(C)C,5,1,1,1,1117,51.1,0.418,20.9,78.682,0.25,Ar,437
CC(C)CC(C)(C)C,5,1,1,1,1117,43.8,0.418,20.9,78.682,0.25,Ar,510
CC(C)CC(C)(C)C,5,1,1,1,1126,47.2,0.418,20.9,78.682,0.25,Ar,436
CC(C)CC(C)(C)C,5,1,1,1,1144,45.5,0.418,20.9,78.682,0.25,Ar,294
CC(C)CC(C)(C)C,5,1,1,1,1144,45.1,0.418,20.9,78.682,0.25,Ar,233
CC(C)CC(C)(C)C,5,1,1,1,1152,45.8,0.418,20.9,78.682,0.25,Ar,267
CC(C)CC(C)(C)C,5,1,1,1,1156,44.7,0.418,20.9,78.682,0.25,Ar,280
CC(C)CC(C)(C)C,5,1,1,1,1165,47.4,0.418,20.9,78.682,0.25,Ar,199
CC(C)CC(C)(C)C,5,1,1,1,1175,49,0.418,20.9,78.682,0.25,Ar,169
CC(C)CC(C)(C)C,5,1,1,1,1176,46.7,0.418,20.9,78.682,0.25,Ar,186
CC(C)CC(C)(C)C,5,1,1,1,1194,48.3,0.418,20.9,78.682,0.25,Ar,132
CC(C)CC(C)(C)C,5,1,1,1,1206,47.1,0.418,20.9,78.682,0.25,Ar,116
CC(C)CC(C)(C)C,5,1,1,1,1207,43.8,0.418,20.9,78.682,0.25,Ar,117
CC(C)CC(C)(C)C,5,1,1,1,1232,43.7,0.418,20.9,78.682,0.25,Ar,77
CC(C)CC(C)(C)C,5,1,1,1,1105,26.5,0.418,20.9,78.682,0.25,Ar,705
CC(C)CC(C)(C)C,5,1,1,1,1185,21.8,0.418,20.9,78.682,0.25,Ar,306
CC(C)CC(C)(C)C,5,1,1,1,1187,24.5,0.418,20.9,78.682,0.25,Ar,293
CC(C)CC(C)(C)C,5,1,1,1,1211,23.7,0.418,20.9,78.682,0.25,Ar,198
CC(C)CC(C)(C)C,5,1,1,1,1302,23.5,0.418,20.9,78.682,0.25,Ar,64
CC(C)CC(C)(C)C,5,1,1,1,1021,45.1,0.418,20.9,78.682,0.25,Ar,1545
CC(C)CC(C)(C)C,5,1,1,1,1064,43.5,0.418,20.9,78.682,0.25,Ar,937
CC(C)CC(C)(C)C,5,1,1,1,1117,51.1,0.418,20.9,78.682,0.25,Ar,437
CC(C)CC(C)(C)C,5,1,1,1,1117,43.8,0.418,20.9,78.682,0.25,Ar,510
CC(C)CC(C)(C)C,5,1,1,1,1126,47.2,0.418,20.9,78.682,0.25,Ar,436
CC(C)CC(C)(C)C,5,1,1,1,1144,45.5,0.418,20.9,78.682,0.25,Ar,294
CC(C)CC(C)(C)C,5,1,1,1,1144,45.1,0.418,20.9,78.682,0.25,Ar,233
CC(C)CC(C)(C)C,5,1,1,1,1152,45.8,0.418,20.9,78.682,0.25,Ar,267
CC(C)CC(C)(C)C,5,1,1,1,1156,44.7,0.418,20.9,78.682,0.25,Ar,280
CC(C)CC(C)(C)C,5,1,1,1,1165,47.4,0.418,20.9,78.682,0.25,Ar,199
CC(C)CC(C)(C)C,5,1,1,1,1175,49,0.418,20.9,78.682,0.25,Ar,169
CC(C)CC(C)(C)C,5,1,1,1,1176,46.7,0.418,20.9,78.682,0.25,Ar,186
CC(C)CC(C)(C)C,5,1,1,1,1194,48.3,0.418,20.9,78.682,0.25,Ar,132
CC(C)CC(C)(C)C,5,1,1,1,1206,47.1,0.418,20.9,78.682,0.25,Ar,116
