Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
10.359423377458432,-16.167620861420748,-1.6959627751573514,19.245874320648472,26.077015163439164,10.802839458843554,-16.086830032368752,0,0.3307099521312
