CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
-0.13185605324944966,-3.940584003142551e-13,-0.27969885470699074,12.984648831871885,-96.25836692552633,-3.7724347805351925,-0.0596002461671758,-8.663220435905023,0.7358643323166522,0.16415096146866084,0.05443279643615423,0.054551975474753794,-0.9084882728008377,0.8243859304438486
