Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
-24.19467789025766,1.5027785931345456,2.5009605959998905e-13,0.8397806489196185,1.7549266764738505,-13.900178512993005,8.696454229122136,-0.06846090589831977,-1.4373671792755416,5.008764387543373,-0.08857651679175187,0.2473487829870165,0.014305640022048496,-0.23230300558845715,0.8252181433789727
