features,VIF Factor
CRIM,2.17078337429503
ZN,3.3656242258144724
INDUS,2.4229646665601874
CHAS,
NOX,2.918943738115301
RM,2.7999649456422118
AGE,2.5490386011710613
DIS,2.618493409715241
RAD,1.6284021660161387
TAX,1.349795555699809
PTRATIO,1.6231844551339099
B,1.2199330222355607
LSTAT,3.4311520203596055
