Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
2.1090415752069926,-4.744438256337823,14.734636853275298,19.842060775276344,12.157426419561602,42.950839850648265,-15.421315086850932,0,0.4543732100597453
